name@price@price_after_sell
'Blueberries' Buckshot | NSWC SEAL@3.03@2.8785
SG 553 | Cyberforce (Factory New)@0.7@0.6649999999999999
SG 553 | Cyberforce (Field-Tested)@0.17@0.1615
SG 553 | Cyberforce (Minimal Wear)@0.18@0.17099999999999999
SG 553 | Cyberforce (Well-Worn)@0.2@0.19
SG 553 | Cyrex (Field-Tested)@3.39@3.2205
SG 553 | Cyrex (Minimal Wear)@4.83@4.5885
SG 553 | Cyrex (Well-Worn)@2.44@2.318
SG 553 | Damascus Steel (Battle-Scarred)@0.67@0.6365
SG 553 | Damascus Steel (Factory New)@1.95@1.8524999999999998
SG 553 | Damascus Steel (Field-Tested)@0.78@0.741
SG 553 | Damascus Steel (Minimal Wear)@1.24@1.178
SG 553 | Damascus Steel (Well-Worn)@0.66@0.627
SG 553 | Danger Close (Battle-Scarred)@0.15@0.1425
SG 553 | Danger Close (Field-Tested)@0.09@0.08549999999999999
SG 553 | Danger Close (Minimal Wear)@0.14@0.133
SG 553 | Darkwing (Battle-Scarred)@0.25@0.2375
SG 553 | Darkwing (Factory New)@1.28@1.216
SG 553 | Darkwing (Field-Tested)@0.28@0.266
SG 553 | Darkwing (Minimal Wear)@0.52@0.494
SG 553 | Darkwing (Well-Worn)@0.26@0.247
SG 553 | Dragon Tech (Factory New)@1.57@1.4915
SG 553 | Dragon Tech (Field-Tested)@0.46@0.437
SG 553 | Dragon Tech (Minimal Wear)@0.99@0.9405
SG 553 | Dragon Tech (Well-Worn)@0.45@0.4275
SG 553 | Fallout Warning (Field-Tested)@2.07@1.9664999999999997
SG 553 | Fallout Warning (Minimal Wear)@1.14@1.083
SG 553 | Hazard Pay (Minimal Wear)@176.87@168.0265
SG 553 | Heavy Metal (Battle-Scarred)@0.14@0.133
SG 553 | Heavy Metal (Factory New)@0.3@0.285
SG 553 | Heavy Metal (Minimal Wear)@0.21@0.19949999999999998
SG 553 | Integrale (Well-Worn)@9.45@8.9775
SG 553 | Ol' Rusty (Battle-Scarred)@0.08@0.076
SG 553 | Ol' Rusty (Field-Tested)@0.08@0.076
SG 553 | Phantom (Factory New)@0.87@0.8265
SG 553 | Phantom (Field-Tested)@0.4@0.38
SG 553 | Phantom (Minimal Wear)@0.46@0.437
SG 553 | Phantom (Well-Worn)@0.31@0.2945
SG 553 | Pulse (Battle-Scarred)@1.53@1.4535
SG 553 | Pulse (Field-Tested)@1.46@1.387
SG 553 | Pulse (Minimal Wear)@2.36@2.242
SG 553 | Tiger Moth (Factory New)@1.42@1.349
SG 553 | Tiger Moth (Field-Tested)@0.44@0.418
SG 553 | Tiger Moth (Minimal Wear)@0.86@0.817
SG 553 | Tiger Moth (Well-Worn)@0.47@0.44649999999999995
SG 553 | Traveler (Field-Tested)@4.01@3.8094999999999994
SG 553 | Triarch (Battle-Scarred)@0.25@0.2375
SG 553 | Triarch (Factory New)@1.37@1.3015
SG 553 | Triarch (Field-Tested)@0.23@0.2185
SG 553 | Triarch (Minimal Wear)@0.39@0.3705
SG 553 | Triarch (Well-Worn)@0.26@0.247
SG 553 | Waves Perforated (Battle-Scarred)@0.03@0.028499999999999998
SG 553 | Waves Perforated (Field-Tested)@0.03@0.028499999999999998
SG 553 | Waves Perforated (Minimal Wear)@0.03@0.028499999999999998
SG 553 | Waves Perforated (Well-Worn)@0.03@0.028499999999999998
Shadow Case@0.66@0.627
Shattered Web Case@2.59@2.4604999999999997
Sir Bloody Loudmouth Darryl | The Professionals@21.76@20.672
Sir Bloody Miami Darryl | The Professionals@43.42@41.249
Sir Bloody Silent Darryl | The Professionals@10.85@10.3075
Sir Bloody Skullhead Darryl | The Professionals@13.37@12.7015
Slingshot | Phoenix@1.67@1.5864999999999998
Snakebite Case@0.4@0.38
Soldier | Phoenix@0.95@0.9025
Souvenir AWP | Safari Mesh (Field-Tested)@2438.21@2316.2995
Souvenir Five-SeveN | Contractor (Field-Tested)@6.87@6.5264999999999995
Souvenir Five-SeveN | Coolant (Minimal Wear)@0.42@0.39899999999999997
Souvenir Five-SeveN | Orange Peel (Well-Worn)@2.44@2.318
Souvenir M249 | Midnight Palm (Factory New)@0.3@0.285
Souvenir M4A4 | Urban DDPAT (Battle-Scarred)@4.4@4.18
Souvenir MAC-10 | Calf Skin (Field-Tested)@1.07@1.0165
Souvenir MAC-10 | Sienna Damask (Field-Tested)@0.03@0.028499999999999998
Souvenir MAG-7 | Navy Sheen (Field-Tested)@0.03@0.028499999999999998
Souvenir MP7 | Motherboard (Field-Tested)@0.17@0.1615
Souvenir MP7 | Prey (Field-Tested)@0.03@0.028499999999999998
Souvenir MP9 | Old Roots (Battle-Scarred)@6.0@5.699999999999999
Souvenir Negev | Nuclear Waste (Factory New)@139.5@132.525
Souvenir Nova | Mandrel (Factory New)@7.5@7.125
Souvenir P2000 | Grassland (Battle-Scarred)@5.0@4.75
Souvenir P250 | Drought (Field-Tested)@0.03@0.028499999999999998
Souvenir P250 | Sand Dune (Well-Worn)@4.2@3.9899999999999998
Souvenir P90 | Sand Spray (Minimal Wear)@2.0@1.9
Souvenir PP-Bizon | Anolis (Field-Tested)@0.03@0.028499999999999998
Souvenir PP-Bizon | Anolis (Minimal Wear)@0.03@0.028499999999999998
Souvenir PP-Bizon | Facility Sketch (Battle-Scarred)@0.2@0.19
Souvenir R8 Revolver | Desert Brush (Field-Tested)@0.03@0.028499999999999998
Souvenir Sawed-Off | Brake Light (Factory New)@1.27@1.2065
Souvenir Sawed-Off | Parched (Well-Worn)@0.03@0.028499999999999998
Souvenir SG 553 | Bleached (Field-Tested)@0.03@0.028499999999999998
Souvenir SG 553 | Damascus Steel (Field-Tested)@4.93@4.6834999999999996
Souvenir SSG 08 | Jungle Dashed (Field-Tested)@0.03@0.028499999999999998
Souvenir SSG 08 | Prey (Field-Tested)@0.03@0.028499999999999998
Souvenir SSG 08 | Tropical Storm (Field-Tested)@75.0@71.25
Souvenir Tec-9 | Toxic (Minimal Wear)@300.0@285.0
Souvenir USP-S | Road Rash (Well-Worn)@30.0@28.5
Special Agent Ava | FBI@10.54@10.012999999999998
Spectrum 2 Case@1.13@1.0735
Spectrum Case@1.54@1.4629999999999999
SSG 08 | Abyss (Factory New)@2.14@2.033
SSG 08 | Abyss (Field-Tested)@0.16@0.152
SSG 08 | Abyss (Minimal Wear)@0.52@0.494
SSG 08 | Abyss (Well-Worn)@0.74@0.703
SSG 08 | Acid Fade (Factory New)@1.33@1.2635
SSG 08 | Azure Glyph (Field-Tested)@0.17@0.1615
SSG 08 | Azure Glyph (Minimal Wear)@0.31@0.2945
SSG 08 | Azure Glyph (Well-Worn)@0.16@0.152
SSG 08 | Big Iron (Battle-Scarred)@4.08@3.876
SSG 08 | Blue Spruce (Battle-Scarred)@0.03@0.028499999999999998
SSG 08 | Blue Spruce (Field-Tested)@0.03@0.028499999999999998
SSG 08 | Blue Spruce (Minimal Wear)@0.03@0.028499999999999998
SSG 08 | Blue Spruce (Well-Worn)@0.03@0.028499999999999998
SSG 08 | Carbon Fiber (Factory New)@1.5@1.4249999999999998
SSG 08 | Dark Water (Field-Tested)@1.55@1.4725
SSG 08 | Dark Water (Minimal Wear)@1.5@1.4249999999999998
SSG 08 | Detour (Minimal Wear)@5.36@5.092
SSG 08 | Dragonfire (Battle-Scarred)@7.38@7.010999999999999
SSG 08 | Dragonfire (Minimal Wear)@10.8@10.26
SSG 08 | Fever Dream (Battle-Scarred)@0.23@0.2185
SSG 08 | Fever Dream (Factory New)@1.26@1.1969999999999998
SSG 08 | Fever Dream (Field-Tested)@0.29@0.27549999999999997
SSG 08 | Fever Dream (Minimal Wear)@0.65@0.6174999999999999
SSG 08 | Fever Dream (Well-Worn)@0.45@0.4275
SSG 08 | Ghost Crusader (Battle-Scarred)@0.22@0.209
SSG 08 | Ghost Crusader (Field-Tested)@0.29@0.27549999999999997
SSG 08 | Ghost Crusader (Minimal Wear)@0.76@0.722
SSG 08 | Ghost Crusader (Well-Worn)@0.19@0.1805
SSG 08 | Hand Brake (Battle-Scarred)@0.52@0.494
SSG 08 | Hand Brake (Factory New)@1.62@1.539
SSG 08 | Hand Brake (Field-Tested)@0.7@0.6649999999999999
SSG 08 | Hand Brake (Minimal Wear)@0.76@0.722
SSG 08 | Hand Brake (Well-Worn)@0.62@0.589
SSG 08 | Mainframe 001 (Factory New)@0.25@0.2375
SSG 08 | Necropos (Battle-Scarred)@0.43@0.4085
SSG 08 | Necropos (Factory New)@0.98@0.9309999999999999
SSG 08 | Necropos (Field-Tested)@0.4@0.38
SSG 08 | Necropos (Minimal Wear)@0.43@0.4085
SSG 08 | Necropos (Well-Worn)@0.42@0.39899999999999997
SSG 08 | Parallax (Battle-Scarred)@1.27@1.2065
SSG 08 | Parallax (Field-Tested)@1.92@1.8239999999999998
SSG 08 | Parallax (Minimal Wear)@2.48@2.356
SSG 08 | Parallax (Well-Worn)@1.63@1.5484999999999998
SSG 08 | Red Stone (Field-Tested)@1.52@1.444
SSG 08 | Red Stone (Well-Worn)@1.55@1.4725
SSG 08 | Sand Dune (Well-Worn)@1.73@1.6435
SSG 08 | Slashed (Field-Tested)@1.36@1.292
SSG 08 | Slashed (Well-Worn)@1.48@1.406
SSG 08 | Spring Twilly (Factory New)@0.79@0.7505
SSG 08 | Spring Twilly (Field-Tested)@0.33@0.3135
SSG 08 | Spring Twilly (Minimal Wear)@0.65@0.6174999999999999
SSG 08 | Spring Twilly (Well-Worn)@0.57@0.5415
SSG 08 | Turbo Peek (Factory New)@18.2@17.29
SSG 08 | Turbo Peek (Field-Tested)@3.34@3.1729999999999996
SSG 08 | Turbo Peek (Well-Worn)@3.14@2.983
StatTrak™ AK-47 | Cartel (Field-Tested)@23.59@22.4105
StatTrak™ AK-47 | Elite Build (Battle-Scarred)@2.27@2.1565
StatTrak™ AK-47 | Elite Build (Field-Tested)@2.88@2.7359999999999998
StatTrak™ AK-47 | Elite Build (Minimal Wear)@12.87@12.226499999999998
StatTrak™ AK-47 | Elite Build (Well-Worn)@2.26@2.147
StatTrak™ AK-47 | Frontside Misty (Well-Worn)@22.21@21.0995
StatTrak™ AK-47 | Head Shot (Minimal Wear)@149.72@142.23399999999998
StatTrak™ AK-47 | Ice Coaled (Well-Worn)@15.1@14.344999999999999
StatTrak™ AK-47 | Legion of Anubis (Factory New)@57.7@54.815
StatTrak™ AK-47 | Legion of Anubis (Field-Tested)@16.73@15.8935
StatTrak™ AK-47 | Nightwish (Field-Tested)@30.4@28.88
StatTrak™ AK-47 | Phantom Disruptor (Field-Tested)@7.98@7.581
StatTrak™ AK-47 | Point Disarray (Field-Tested)@21.47@20.3965
StatTrak™ AK-47 | Redline (Field-Tested)@37.02@35.169000000000004
StatTrak™ AK-47 | Redline (Well-Worn)@42.0@39.9
StatTrak™ AK-47 | Slate (Field-Tested)@12.03@11.4285
StatTrak™ AK-47 | Slate (Minimal Wear)@9.9@9.405
StatTrak™ AK-47 | Slate (Well-Worn)@11.72@11.134
StatTrak™ AK-47 | Uncharted (Battle-Scarred)@1.36@1.292
StatTrak™ AK-47 | Uncharted (Factory New)@3.48@3.306
StatTrak™ AK-47 | Uncharted (Field-Tested)@1.28@1.216
StatTrak™ AK-47 | Uncharted (Minimal Wear)@1.72@1.634
StatTrak™ AUG | Amber Slipstream (Factory New)@0.77@0.7314999999999999
StatTrak™ AUG | Amber Slipstream (Field-Tested)@0.25@0.2375
StatTrak™ AUG | Amber Slipstream (Minimal Wear)@0.5@0.475
StatTrak™ AUG | Amber Slipstream (Well-Worn)@30.5@28.974999999999998
StatTrak™ AUG | Arctic Wolf (Field-Tested)@2.83@2.6885
StatTrak™ AUG | Aristocrat (Battle-Scarred)@1.0@0.95
StatTrak™ AUG | Aristocrat (Factory New)@3.75@3.5625
StatTrak™ AUG | Aristocrat (Field-Tested)@0.81@0.7695
StatTrak™ AUG | Aristocrat (Minimal Wear)@2.2@2.09
StatTrak™ AUG | Fleet Flock (Field-Tested)@2.71@2.5745
StatTrak™ AUG | Momentum (Battle-Scarred)@1.96@1.8619999999999999
StatTrak™ AUG | Plague (Battle-Scarred)@0.34@0.323
StatTrak™ AUG | Plague (Field-Tested)@0.36@0.34199999999999997
StatTrak™ AUG | Plague (Minimal Wear)@1.11@1.0545
StatTrak™ AUG | Ricochet (Factory New)@1.8@1.71
StatTrak™ AUG | Ricochet (Field-Tested)@0.2@0.19
StatTrak™ AUG | Ricochet (Minimal Wear)@0.74@0.703
StatTrak™ AUG | Stymphalian (Field-Tested)@2.05@1.9474999999999998
StatTrak™ AUG | Syd Mead (Field-Tested)@2.23@2.1185
StatTrak™ AUG | Tom Cat (Factory New)@0.96@0.9119999999999999
StatTrak™ AUG | Tom Cat (Field-Tested)@0.24@0.22799999999999998
StatTrak™ AUG | Tom Cat (Minimal Wear)@0.29@0.27549999999999997
StatTrak™ AUG | Triqua (Battle-Scarred)@0.14@0.133
StatTrak™ AUG | Triqua (Minimal Wear)@0.25@0.2375
StatTrak™ AUG | Triqua (Well-Worn)@0.17@0.1615
StatTrak™ AWP | Atheris (Field-Tested)@6.65@6.3175
StatTrak™ AWP | Capillary (Battle-Scarred)@0.66@0.627
StatTrak™ AWP | Capillary (Field-Tested)@0.65@0.6174999999999999
StatTrak™ AWP | Capillary (Minimal Wear)@1.09@1.0355
StatTrak™ AWP | Capillary (Well-Worn)@1.2@1.14
StatTrak™ AWP | Exoskeleton (Field-Tested)@3.36@3.1919999999999997
StatTrak™ AWP | Exoskeleton (Well-Worn)@3.19@3.0305
StatTrak™ AWP | Fever Dream (Field-Tested)@12.31@11.6945
StatTrak™ AWP | Fever Dream (Well-Worn)@12.87@12.226499999999998
StatTrak™ AWP | Mortis (Field-Tested)@3.1@2.945
StatTrak™ AWP | Mortis (Minimal Wear)@5.37@5.1015
StatTrak™ AWP | Neo-Noir (Field-Tested)@38.11@36.204499999999996
StatTrak™ AWP | PAW (Field-Tested)@2.89@2.7455
StatTrak™ AWP | PAW (Minimal Wear)@5.48@5.206
StatTrak™ AWP | PAW (Well-Worn)@3.42@3.2489999999999997
StatTrak™ AWP | Phobos (Field-Tested)@2.33@2.2135
StatTrak™ AWP | Phobos (Minimal Wear)@2.76@2.622
StatTrak™ AWP | Worm God (Factory New)@5.01@4.759499999999999
StatTrak™ AWP | Worm God (Field-Tested)@2.5@2.375
StatTrak™ AWP | Worm God (Minimal Wear)@3.24@3.078
StatTrak™ CZ75-Auto | Circaetus (Battle-Scarred)@0.17@0.1615
StatTrak™ CZ75-Auto | Circaetus (Field-Tested)@0.25@0.2375
StatTrak™ CZ75-Auto | Circaetus (Minimal Wear)@0.4@0.38
StatTrak™ CZ75-Auto | Circaetus (Well-Worn)@0.25@0.2375
StatTrak™ CZ75-Auto | Crimson Web (Field-Tested)@2.05@1.9474999999999998
StatTrak™ CZ75-Auto | Crimson Web (Minimal Wear)@10.87@10.3265
StatTrak™ CZ75-Auto | Crimson Web (Well-Worn)@2.13@2.0235
StatTrak™ CZ75-Auto | Distressed (Minimal Wear)@0.3@0.285
StatTrak™ CZ75-Auto | Eco (Field-Tested)@0.96@0.9119999999999999
StatTrak™ CZ75-Auto | Eco (Minimal Wear)@2.05@1.9474999999999998
StatTrak™ CZ75-Auto | Eco (Well-Worn)@0.8@0.76
StatTrak™ CZ75-Auto | Imprint (Field-Tested)@0.14@0.133
StatTrak™ CZ75-Auto | Imprint (Minimal Wear)@0.18@0.17099999999999999
StatTrak™ CZ75-Auto | Imprint (Well-Worn)@0.14@0.133
StatTrak™ CZ75-Auto | Pole Position (Field-Tested)@0.48@0.45599999999999996
StatTrak™ CZ75-Auto | Pole Position (Minimal Wear)@1.08@1.026
StatTrak™ CZ75-Auto | Pole Position (Well-Worn)@1.99@1.8904999999999998
StatTrak™ CZ75-Auto | Polymer (Factory New)@0.87@0.8265
StatTrak™ CZ75-Auto | Polymer (Field-Tested)@0.23@0.2185
StatTrak™ CZ75-Auto | Polymer (Minimal Wear)@0.34@0.323
StatTrak™ CZ75-Auto | Red Astor (Field-Tested)@0.54@0.513
StatTrak™ CZ75-Auto | Red Astor (Minimal Wear)@1.06@1.007
StatTrak™ CZ75-Auto | Red Astor (Well-Worn)@0.4@0.38
StatTrak™ CZ75-Auto | Tacticat (Battle-Scarred)@0.56@0.532
StatTrak™ CZ75-Auto | Tacticat (Field-Tested)@0.63@0.5984999999999999
StatTrak™ CZ75-Auto | Tacticat (Minimal Wear)@1.21@1.1495
StatTrak™ CZ75-Auto | Tigris (Battle-Scarred)@0.91@0.8644999999999999
StatTrak™ CZ75-Auto | Tigris (Field-Tested)@1.62@1.539
StatTrak™ CZ75-Auto | Tigris (Minimal Wear)@2.16@2.052
StatTrak™ CZ75-Auto | Tigris (Well-Worn)@0.93@0.8835
StatTrak™ CZ75-Auto | Tread Plate (Factory New)@10.6@10.069999999999999
StatTrak™ CZ75-Auto | Twist (Field-Tested)@1.27@1.2065
StatTrak™ CZ75-Auto | Twist (Minimal Wear)@1.8@1.71
StatTrak™ Desert Eagle | Blue Ply (Battle-Scarred)@0.32@0.304
StatTrak™ Desert Eagle | Blue Ply (Factory New)@3.72@3.534
StatTrak™ Desert Eagle | Blue Ply (Field-Tested)@0.39@0.3705
StatTrak™ Desert Eagle | Blue Ply (Minimal Wear)@0.74@0.703
StatTrak™ Desert Eagle | Blue Ply (Well-Worn)@0.32@0.304
StatTrak™ Desert Eagle | Bronze Deco (Factory New)@2.61@2.4795
StatTrak™ Desert Eagle | Bronze Deco (Field-Tested)@0.48@0.45599999999999996
StatTrak™ Desert Eagle | Bronze Deco (Minimal Wear)@1.21@1.1495
StatTrak™ Desert Eagle | Conspiracy (Minimal Wear)@12.08@11.475999999999999
StatTrak™ Desert Eagle | Corinthian (Factory New)@2.39@2.2705
StatTrak™ Desert Eagle | Corinthian (Field-Tested)@1.05@0.9974999999999999
StatTrak™ Desert Eagle | Corinthian (Minimal Wear)@1.58@1.501
StatTrak™ Desert Eagle | Corinthian (Well-Worn)@2.39@2.2705
StatTrak™ Desert Eagle | Directive (Battle-Scarred)@0.89@0.8454999999999999
StatTrak™ Desert Eagle | Directive (Field-Tested)@0.94@0.8929999999999999
StatTrak™ Desert Eagle | Directive (Minimal Wear)@3.73@3.5435
StatTrak™ Desert Eagle | Directive (Well-Worn)@0.95@0.9025
StatTrak™ Desert Eagle | Light Rail (Battle-Scarred)@1.85@1.7575
StatTrak™ Desert Eagle | Light Rail (Field-Tested)@1.55@1.4725
StatTrak™ Desert Eagle | Light Rail (Minimal Wear)@3.38@3.211
StatTrak™ Desert Eagle | Light Rail (Well-Worn)@2.08@1.976
StatTrak™ Desert Eagle | Mecha Industries (Field-Tested)@6.26@5.946999999999999
StatTrak™ Desert Eagle | Mecha Industries (Minimal Wear)@9.25@8.7875
StatTrak™ Desert Eagle | Naga (Battle-Scarred)@2.37@2.2515
StatTrak™ Desert Eagle | Naga (Field-Tested)@2.4@2.28
StatTrak™ Desert Eagle | Naga (Minimal Wear)@4.82@4.579
StatTrak™ Desert Eagle | Naga (Well-Worn)@2.36@2.242
StatTrak™ Desert Eagle | Oxide Blaze (Factory New)@1.2@1.14
StatTrak™ Desert Eagle | Oxide Blaze (Field-Tested)@0.51@0.4845
StatTrak™ Desert Eagle | Oxide Blaze (Minimal Wear)@0.96@0.9119999999999999
StatTrak™ Desert Eagle | Oxide Blaze (Well-Worn)@0.92@0.874
StatTrak™ Desert Eagle | Trigger Discipline (Battle-Scarred)@0.75@0.7124999999999999
StatTrak™ Desert Eagle | Trigger Discipline (Field-Tested)@1.15@1.0924999999999998
StatTrak™ Desert Eagle | Trigger Discipline (Minimal Wear)@2.71@2.5745
StatTrak™ Desert Eagle | Trigger Discipline (Well-Worn)@0.82@0.7789999999999999
StatTrak™ Dual Berettas | Balance (Minimal Wear)@1.19@1.1304999999999998
StatTrak™ Dual Berettas | Balance (Well-Worn)@0.67@0.6365
StatTrak™ Dual Berettas | Cartel (Field-Tested)@0.29@0.27549999999999997
StatTrak™ Dual Berettas | Cartel (Minimal Wear)@0.63@0.5984999999999999
StatTrak™ Dual Berettas | Dualing Dragons (Battle-Scarred)@0.33@0.3135
StatTrak™ Dual Berettas | Dualing Dragons (Field-Tested)@0.44@0.418
StatTrak™ Dual Berettas | Dualing Dragons (Minimal Wear)@0.75@0.7124999999999999
StatTrak™ Dual Berettas | Dualing Dragons (Well-Worn)@0.45@0.4275
StatTrak™ Dual Berettas | Elite 1.6 (Factory New)@0.72@0.6839999999999999
StatTrak™ Dual Berettas | Elite 1.6 (Minimal Wear)@0.28@0.266
StatTrak™ Dual Berettas | Flora Carnivora (Field-Tested)@0.91@0.8644999999999999
StatTrak™ Dual Berettas | Flora Carnivora (Minimal Wear)@1.81@1.7195
StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn)@0.82@0.7789999999999999
StatTrak™ Dual Berettas | Melondrama (Field-Tested)@2.74@2.603
StatTrak™ Dual Berettas | Panther (Field-Tested)@1.86@1.767
StatTrak™ Dual Berettas | Panther (Minimal Wear)@2.41@2.2895
StatTrak™ Dual Berettas | Royal Consorts (Battle-Scarred)@0.45@0.4275
StatTrak™ Dual Berettas | Royal Consorts (Field-Tested)@0.58@0.5509999999999999
StatTrak™ Dual Berettas | Royal Consorts (Minimal Wear)@1.64@1.5579999999999998
StatTrak™ Dual Berettas | Shred (Factory New)@0.76@0.722
StatTrak™ Dual Berettas | Shred (Field-Tested)@0.29@0.27549999999999997
StatTrak™ Dual Berettas | Shred (Minimal Wear)@0.47@0.44649999999999995
StatTrak™ Dual Berettas | Shred (Well-Worn)@1.38@1.311
StatTrak™ Dual Berettas | Tread (Field-Tested)@0.32@0.304
StatTrak™ Dual Berettas | Urban Shock (Minimal Wear)@2.82@2.679
StatTrak™ Dual Berettas | Ventilators (Factory New)@0.54@0.513
StatTrak™ Dual Berettas | Ventilators (Minimal Wear)@0.26@0.247
StatTrak™ FAMAS | Crypsis (Battle-Scarred)@0.26@0.247
StatTrak™ FAMAS | Crypsis (Factory New)@1.43@1.3584999999999998
StatTrak™ FAMAS | Crypsis (Field-Tested)@0.26@0.247
StatTrak™ FAMAS | Crypsis (Minimal Wear)@0.63@0.5984999999999999
StatTrak™ FAMAS | Decommissioned (Battle-Scarred)@0.2@0.19
StatTrak™ FAMAS | Decommissioned (Field-Tested)@0.25@0.2375
StatTrak™ FAMAS | Decommissioned (Minimal Wear)@0.36@0.34199999999999997
StatTrak™ FAMAS | Decommissioned (Well-Worn)@0.3@0.285
StatTrak™ FAMAS | Djinn (Field-Tested)@3.29@3.1254999999999997
StatTrak™ FAMAS | Doomkitty (Field-Tested)@3.5@3.3249999999999997
StatTrak™ FAMAS | Doomkitty (Minimal Wear)@2.44@2.318
StatTrak™ FAMAS | Meow 36 (Factory New)@1.14@1.083
StatTrak™ FAMAS | Meow 36 (Minimal Wear)@0.32@0.304
StatTrak™ FAMAS | Neural Net (Factory New)@3.94@3.743
StatTrak™ FAMAS | Neural Net (Field-Tested)@1.26@1.1969999999999998
StatTrak™ FAMAS | Neural Net (Minimal Wear)@2.29@2.1755
StatTrak™ FAMAS | Rapid Eye Movement (Battle-Scarred)@2.71@2.5745
StatTrak™ FAMAS | Rapid Eye Movement (Well-Worn)@2.17@2.0614999999999997
StatTrak™ FAMAS | Sergeant (Field-Tested)@2.19@2.0805
StatTrak™ FAMAS | Sergeant (Well-Worn)@2.14@2.033
StatTrak™ FAMAS | Survivor Z (Factory New)@1.14@1.083
StatTrak™ FAMAS | Survivor Z (Field-Tested)@0.34@0.323
StatTrak™ FAMAS | Survivor Z (Minimal Wear)@0.75@0.7124999999999999
StatTrak™ FAMAS | Valence (Battle-Scarred)@1.75@1.6624999999999999
StatTrak™ FAMAS | Valence (Field-Tested)@2.36@2.242
StatTrak™ FAMAS | Valence (Minimal Wear)@4.31@4.094499999999999
StatTrak™ FAMAS | ZX Spectron (Battle-Scarred)@1.73@1.6435
StatTrak™ FAMAS | ZX Spectron (Field-Tested)@2.13@2.0235
StatTrak™ FAMAS | ZX Spectron (Minimal Wear)@4.49@4.2655
StatTrak™ FAMAS | ZX Spectron (Well-Worn)@1.84@1.748
StatTrak™ Five-SeveN | Boost Protocol (Field-Tested)@1.74@1.653
StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear)@3.62@3.439
StatTrak™ Five-SeveN | Buddy (Field-Tested)@0.89@0.8454999999999999
StatTrak™ Five-SeveN | Capillary (Factory New)@0.66@0.627
StatTrak™ Five-SeveN | Capillary (Field-Tested)@0.2@0.19
StatTrak™ Five-SeveN | Capillary (Minimal Wear)@0.37@0.3515
StatTrak™ Five-SeveN | Capillary (Well-Worn)@0.53@0.5035
StatTrak™ Five-SeveN | Flame Test (Factory New)@0.44@0.418
StatTrak™ Five-SeveN | Flame Test (Field-Tested)@1.44@1.3679999999999999
StatTrak™ Five-SeveN | Flame Test (Minimal Wear)@0.17@0.1615
StatTrak™ Five-SeveN | Kami (Factory New)@1.8@1.71
StatTrak™ Five-SeveN | Kami (Minimal Wear)@1.29@1.2255
StatTrak™ Five-SeveN | Monkey Business (Battle-Scarred)@2.74@2.603
StatTrak™ Five-SeveN | Monkey Business (Field-Tested)@4.35@4.132499999999999
StatTrak™ Five-SeveN | Monkey Business (Well-Worn)@2.99@2.8405
StatTrak™ Five-SeveN | Nightshade (Factory New)@3.23@3.0685
StatTrak™ Five-SeveN | Nightshade (Minimal Wear)@2.96@2.812
StatTrak™ Five-SeveN | Scrawl (Battle-Scarred)@0.79@0.7505
StatTrak™ Five-SeveN | Scrawl (Minimal Wear)@0.29@0.27549999999999997
StatTrak™ Five-SeveN | Scumbria (Factory New)@1.23@1.1684999999999999
StatTrak™ Five-SeveN | Scumbria (Minimal Wear)@0.2@0.19
StatTrak™ Five-SeveN | Triumvirate (Minimal Wear)@3.23@3.0685
StatTrak™ Five-SeveN | Urban Hazard (Factory New)@2.11@2.0044999999999997
StatTrak™ Five-SeveN | Urban Hazard (Field-Tested)@1.07@1.0165
StatTrak™ Five-SeveN | Urban Hazard (Minimal Wear)@1.21@1.1495
StatTrak™ Five-SeveN | Violent Daimyo (Factory New)@1.53@1.4535
StatTrak™ Five-SeveN | Violent Daimyo (Field-Tested)@0.2@0.19
StatTrak™ Five-SeveN | Violent Daimyo (Minimal Wear)@0.63@0.5984999999999999
StatTrak™ Five-SeveN | Violent Daimyo (Well-Worn)@0.6@0.57
StatTrak™ G3SG1 | Azure Zebra (Factory New)@3.17@3.0115
StatTrak™ G3SG1 | Azure Zebra (Minimal Wear)@2.74@2.603
StatTrak™ G3SG1 | Black Sand (Field-Tested)@0.49@0.46549999999999997
StatTrak™ G3SG1 | Digital Mesh (Minimal Wear)@0.64@0.608
StatTrak™ G3SG1 | Dream Glade (Battle-Scarred)@0.3@0.285
StatTrak™ G3SG1 | Dream Glade (Field-Tested)@0.33@0.3135
StatTrak™ G3SG1 | Dream Glade (Minimal Wear)@0.84@0.7979999999999999
StatTrak™ G3SG1 | Dream Glade (Well-Worn)@0.29@0.27549999999999997
StatTrak™ G3SG1 | High Seas (Field-Tested)@0.91@0.8644999999999999
StatTrak™ G3SG1 | Keeping Tabs (Minimal Wear)@1.2@1.14
StatTrak™ G3SG1 | Murky (Factory New)@1.67@1.5864999999999998
StatTrak™ G3SG1 | Orange Crash (Factory New)@0.63@0.5984999999999999
StatTrak™ G3SG1 | Orange Crash (Minimal Wear)@0.25@0.2375
StatTrak™ G3SG1 | Scavenger (Factory New)@2.08@1.976
StatTrak™ G3SG1 | Scavenger (Field-Tested)@0.65@0.6174999999999999
StatTrak™ G3SG1 | Scavenger (Minimal Wear)@1.08@1.026
StatTrak™ G3SG1 | Stinger (Field-Tested)@0.44@0.418
StatTrak™ G3SG1 | Stinger (Minimal Wear)@0.95@0.9025
