name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
★ Skeleton Knife | Scorched (Minimal Wear)@287.44@252.9472@314.99@299.2405@skinport@shadowpay@11.8
★ Skeleton Knife | Slaughter (Factory New)@778.3@684.904@885.0@840.75@skinport@shadowpay@62.45
★ Skeleton Knife | Slaughter (Field-Tested)@625.46@550.4048@740.36@703.342@skinport@shadowpay@77.88
★ Skeleton Knife | Slaughter (Minimal Wear)@664.81@585.0328@772.5@733.875@skinport@shadowpay@69.07
★ Skeleton Knife | Stained (Battle-Scarred)@330.13@290.5144@372.42@353.799@skinport@shadowpay@23.67
★ Skeleton Knife | Stained (Factory New)@541.15@476.212@650.0@617.5@skinport@shadowpay@76.35
★ Skeleton Knife | Stained (Field-Tested)@394.43@347.0984@434.99@413.2405@skinport@shadowpay@18.81
★ Skeleton Knife | Urban Masked (Minimal Wear)@275.06@242.0528@312.0@296.4@skinport@shadowpay@21.34
Souvenir AK-47 | Black Laminate (Battle-Scarred)@47.32@41.6416@65.22@61.959@skinport@shadowpay@14.64
Souvenir AK-47 | Gold Arabesque (Field-Tested)@1949.0@1715.12@2233.19@2121.5305@skinport@shadowpay@172.53
Souvenir AK-47 | Gold Arabesque (Minimal Wear)@2661.22@2341.8736@2832.75@2691.1125@skinport@shadowpay@29.89
Souvenir AK-47 | Panthera onca (Battle-Scarred)@114.37@100.6456@144.34@137.123@skinport@shadowpay@22.75
Souvenir AK-47 | Panthera onca (Minimal Wear)@200.0@176.0@244.0@231.8@skinport@shadowpay@31.8
Souvenir AK-47 | Panthera onca (Well-Worn)@105.0@92.4@135.68@128.896@skinport@shadowpay@23.9
Souvenir AWP | Desert Hydra (Field-Tested)@1548.77@1362.9176@1745.99@1658.6905@skinport@shadowpay@109.92
Souvenir AWP | Desert Hydra (Minimal Wear)@1744.51@1535.1688@2119.66@2013.677@skinport@shadowpay@269.17
Souvenir AWP | Pink DDPAT (Battle-Scarred)@25.99@22.8712@49.17@46.7115@skinport@shadowpay@20.72
Souvenir CZ75-Auto | Chalice (Minimal Wear)@180.0@158.4@250.0@237.5@skinport@shadowpay@57.5
Souvenir Desert Eagle | Fennec Fox (Minimal Wear)@249.45@219.516@283.04@268.88800000000003@skinport@shadowpay@19.44
Souvenir Desert Eagle | Hand Cannon (Field-Tested)@210.99@185.6712@245.46@233.187@skinport@shadowpay@22.2
Souvenir Desert Eagle | Urban Rubble (Well-Worn)@13.9@12.232@32.7@31.065@skinport@shadowpay@17.16
Souvenir FAMAS | Waters of Nephthys (Battle-Scarred)@36.12@31.7856@48.91@46.4645@skinport@shadowpay@10.34
Souvenir Galil AR | CAUTION! (Minimal Wear)@34.0@29.92@58.08@55.176@skinport@shadowpay@21.18
Souvenir Galil AR | Cerberus (Well-Worn)@36.15@31.812@54.05@51.3475@skinport@shadowpay@15.2
Souvenir Galil AR | Dusk Ruins (Well-Worn)@3.5@3.08@19.5@18.525@skinport@shadowpay@15.02
Souvenir Glock-18 | Candy Apple (Minimal Wear)@298.81@262.9528@988.13@938.7235@skinport@shadowpay@639.91
Souvenir Glock-18 | Nuclear Garden (Factory New)@52.18@45.9184@67.92@64.524@skinport@shadowpay@12.34
Souvenir Glock-18 | Pink DDPAT (Factory New)@50.0@44.0@70.2@66.69@skinport@shadowpay@16.69
Souvenir M4A1-S | Control Panel (Battle-Scarred)@37.22@32.7536@51.77@49.1815@skinport@shadowpay@11.96
Souvenir M4A1-S | Control Panel (Minimal Wear)@111.5@98.12@135.95@129.15249999999995@skinport@shadowpay@17.65
Souvenir M4A1-S | Imminent Danger (Battle-Scarred)@540.0@475.2@590.0@560.5@skinport@shadowpay@20.5
Souvenir M4A1-S | Knight (Factory New)@3300.0@2904.0@5058.8@4805.86@skinport@shadowpay@1505.86
Souvenir M4A1-S | Master Piece (Battle-Scarred)@99.72@87.7536@128.43@122.0085@skinport@shadowpay@22.29
Souvenir M4A1-S | VariCamo (Battle-Scarred)@35.0@30.8@51.54@48.963@skinport@shadowpay@13.96
Souvenir M4A1-S | Welcome to the Jungle (Minimal Wear)@1849.99@1627.9912@1960.32@1862.304@skinport@shadowpay@12.31
Souvenir M4A1-S | Welcome to the Jungle (Well-Worn)@664.57@584.8216000000001@1135.78@1078.991@skinport@shadowpay@414.42
Souvenir M4A4 | Urban DDPAT (Well-Worn)@5.83@5.1304@16.94@16.093@skinport@shadowpay@10.26
Souvenir MAC-10 | Case Hardened (Factory New)@48.33@42.5304@69.08@65.62599999999999@skinport@shadowpay@17.3
Souvenir MAC-10 | Nuclear Garden (Minimal Wear)@12.29@10.8152@27.97@26.5715@skinport@shadowpay@14.28
Souvenir MP7 | Fade (Factory New)@26.56@23.3728@54.0@51.3@skinport@shadowpay@24.74
Souvenir MP9 | Hot Rod (Factory New)@170.0@149.6@199.88@189.886@skinport@shadowpay@19.89
Souvenir Nova | Candy Apple (Minimal Wear)@60.62@53.3456@85.56@81.282@skinport@shadowpay@20.66
Souvenir P250 | Digital Architect (Field-Tested)@14.29@12.5752@26.6@25.27@skinport@shadowpay@10.98
Souvenir PP-Bizon | Sand Dashed (Field-Tested)@6.95@6.1160000000000005@42.0@39.9@skinport@shadowpay@32.95
Souvenir SSG 08 | Death Strike (Factory New)@272.16@239.50080000000003@325.57@309.2915@skinport@shadowpay@37.13
Souvenir SSG 08 | Death Strike (Well-Worn)@69.23@60.9224@89.13@84.67349999999999@skinport@shadowpay@15.44
Souvenir Tec-9 | Remote Control (Well-Worn)@15.28@13.4464@28.0@26.6@skinport@shadowpay@11.32
Souvenir Tec-9 | Toxic (Well-Worn)@11.05@9.724@23.28@22.116@skinport@shadowpay@11.07
Souvenir UMP-45 | Blaze (Minimal Wear)@40.0@35.2@54.99@52.2405@skinport@shadowpay@12.24
★ Specialist Gloves | Buckshot (Factory New)@399.5@351.56@437.77@415.8815@skinport@shadowpay@16.38
★ Specialist Gloves | Crimson Kimono (Battle-Scarred)@1699.0@1495.12@2066.07@1962.7665@skinport@shadowpay@263.77
★ Specialist Gloves | Crimson Kimono (Field-Tested)@2999.82@2639.8416@3809.48@3619.006@skinport@shadowpay@619.19
★ Specialist Gloves | Crimson Web (Field-Tested)@249.22@219.3136@287.42@273.049@skinport@shadowpay@23.83
★ Specialist Gloves | Crimson Web (Minimal Wear)@602.16@529.9008@712.4@676.78@skinport@shadowpay@74.62
★ Specialist Gloves | Emerald Web (Battle-Scarred)@520.0@457.6@732.55@695.9224999999999@skinport@shadowpay@175.92
★ Specialist Gloves | Emerald Web (Field-Tested)@1384.53@1218.3864@1798.99@1709.0404999999998@skinport@shadowpay@324.51
★ Specialist Gloves | Emerald Web (Minimal Wear)@3035.71@2671.4248@3302.7@3137.565@skinport@shadowpay@101.86
★ Specialist Gloves | Emerald Web (Well-Worn)@761.49@670.1112@1231.54@1169.963@skinport@shadowpay@408.47
★ Specialist Gloves | Fade (Field-Tested)@329.73@290.1624@394.4@374.68@skinport@shadowpay@44.95
★ Specialist Gloves | Fade (Minimal Wear)@920.91@810.4008@1089.68@1035.196@skinport@shadowpay@114.29
★ Specialist Gloves | Field Agent (Battle-Scarred)@148.94@131.0672@170.02@161.519@skinport@shadowpay@12.58
★ Specialist Gloves | Field Agent (Factory New)@1449.47@1275.5336@1618.19@1537.2805@skinport@shadowpay@87.81
★ Specialist Gloves | Field Agent (Minimal Wear)@537.38@472.8944@615.34@584.573@skinport@shadowpay@47.19
★ Specialist Gloves | Forest DDPAT (Battle-Scarred)@116.3@102.344@139.82@132.82899999999998@skinport@shadowpay@16.53
★ Specialist Gloves | Forest DDPAT (Field-Tested)@135.0@118.8@156.15@148.3425@skinport@shadowpay@13.34
★ Specialist Gloves | Foundation (Field-Tested)@297.75@262.02@338.89@321.9455@skinport@shadowpay@24.2
★ Specialist Gloves | Foundation (Minimal Wear)@761.92@670.4896@854.85@812.1075@skinport@shadowpay@50.19
★ Specialist Gloves | Lt. Commander (Battle-Scarred)@141.13@124.1944@169.07@160.61649999999997@skinport@shadowpay@19.49
★ Specialist Gloves | Lt. Commander (Field-Tested)@185.78@163.4864@211.52@200.944@skinport@shadowpay@15.16
★ Specialist Gloves | Lt. Commander (Minimal Wear)@372.52@327.8176@403.69@383.5055@skinport@shadowpay@10.99
★ Specialist Gloves | Marble Fade (Factory New)@2499.0@2199.12@3072.0@2918.4@skinport@shadowpay@419.4
★ Specialist Gloves | Marble Fade (Field-Tested)@262.1@230.648@301.5@286.425@skinport@shadowpay@24.32
★ Specialist Gloves | Marble Fade (Minimal Wear)@784.57@690.4216@930.31@883.7944999999999@skinport@shadowpay@99.22
★ Specialist Gloves | Marble Fade (Well-Worn)@210.0@184.8@234.23@222.5185@skinport@shadowpay@12.52
★ Specialist Gloves | Mogul (Battle-Scarred)@146.18@128.63840000000002@168.01@159.6095@skinport@shadowpay@13.43
★ Specialist Gloves | Mogul (Factory New)@869.94@765.5472000000001@1160.0@1102.0@skinport@shadowpay@232.06
★ Specialist Gloves | Mogul (Minimal Wear)@303.81@267.3528@425.99@404.6905@skinport@shadowpay@100.88
★ Specialist Gloves | Tiger Strike (Factory New)@2112.62@1859.1056@2340.0@2223.0@skinport@shadowpay@110.38
★ Specialist Gloves | Tiger Strike (Minimal Wear)@802.7@706.3760000000001@937.5@890.625@skinport@shadowpay@87.92
★ Specialist Gloves | Tiger Strike (Well-Worn)@299.82@263.8416@354.96@337.212@skinport@shadowpay@37.39
★ Sport Gloves | Amphibious (Factory New)@5490.0@4831.2@5850.0@5557.5@skinport@shadowpay@67.5
★ Sport Gloves | Amphibious (Field-Tested)@682.0@600.16@771.64@733.058@skinport@shadowpay@51.06
★ Sport Gloves | Amphibious (Minimal Wear)@1310.67@1153.3896@1585.93@1506.6335@skinport@shadowpay@195.96
★ Sport Gloves | Amphibious (Well-Worn)@579.99@510.3912@633.85@602.1575@skinport@shadowpay@22.17
★ Sport Gloves | Arid (Battle-Scarred)@310.0@272.8@352.5@334.875@skinport@shadowpay@24.88
★ Sport Gloves | Arid (Field-Tested)@566.6@498.608@715.03@679.2784999999999@skinport@shadowpay@112.68
★ Sport Gloves | Arid (Minimal Wear)@1300.0@1144.0@1552.49@1474.8655@skinport@shadowpay@174.87
★ Sport Gloves | Arid (Well-Worn)@467.03@410.9864@529.0@502.55@skinport@shadowpay@35.52
★ Sport Gloves | Big Game (Battle-Scarred)@195.0@171.6@222.0@210.9@skinport@shadowpay@15.9
★ Sport Gloves | Big Game (Field-Tested)@241.66@212.6608@271.64@258.058@skinport@shadowpay@16.4
★ Sport Gloves | Big Game (Minimal Wear)@365.64@321.7632@411.74@391.153@skinport@shadowpay@25.51
★ Sport Gloves | Big Game (Well-Worn)@230.0@202.4@252.82@240.179@skinport@shadowpay@10.18
★ Sport Gloves | Bronze Morph (Battle-Scarred)@141.04@124.1152@166.98@158.63099999999997@skinport@shadowpay@17.59
★ Sport Gloves | Bronze Morph (Well-Worn)@145.0@127.6@163.38@155.21099999999998@skinport@shadowpay@10.21
★ Sport Gloves | Hedge Maze (Field-Tested)@6678.46@5877.0448@7722.0@7335.9@skinport@shadowpay@657.44
★ Sport Gloves | Nocts (Battle-Scarred)@450.0@396.0@506.48@481.156@skinport@shadowpay@31.16
★ Sport Gloves | Nocts (Field-Tested)@646.11@568.5768@709.07@673.6165@skinport@shadowpay@27.51
★ Sport Gloves | Nocts (Minimal Wear)@950.0@836.0@1160.15@1102.1425@skinport@shadowpay@152.14
★ Sport Gloves | Nocts (Well-Worn)@540.0@475.2@601.2@571.14@skinport@shadowpay@31.14
★ Sport Gloves | Omega (Factory New)@2978.4@2620.992@3897.15@3702.2925@skinport@shadowpay@723.89
★ Sport Gloves | Omega (Field-Tested)@381.96@336.1248@451.07@428.5165@skinport@shadowpay@46.56
★ Sport Gloves | Omega (Minimal Wear)@950.0@836.0@1121.07@1065.0165@skinport@shadowpay@115.02
★ Sport Gloves | Omega (Well-Worn)@323.42@284.6096@369.8@351.31@skinport@shadowpay@27.89
★ Sport Gloves | Pandora's Box (Battle-Scarred)@3079.23@2709.7224@3867.93@3674.5335@skinport@shadowpay@595.3
★ Sport Gloves | Pandora's Box (Field-Tested)@6043.15@5317.972@8249.99@7837.490499999999@skinport@shadowpay@1794.34
★ Sport Gloves | Pandora's Box (Minimal Wear)@10443.36@9190.1568@16638.9@15806.955@skinport@shadowpay@5363.59
★ Sport Gloves | Scarlet Shamagh (Factory New)@1277.18@1123.9184@1415.18@1344.421@skinport@shadowpay@67.24
★ Sport Gloves | Scarlet Shamagh (Field-Tested)@347.21@305.5448@383.48@364.306@skinport@shadowpay@17.1
★ Sport Gloves | Scarlet Shamagh (Minimal Wear)@571.85@503.228@659.69@626.7055@skinport@shadowpay@54.86
★ Sport Gloves | Slingshot (Field-Tested)@806.79@709.9752@912.94@867.293@skinport@shadowpay@60.5
★ Sport Gloves | Slingshot (Minimal Wear)@2161.88@1902.4544@2622.36@2491.242@skinport@shadowpay@329.36
★ Sport Gloves | Slingshot (Well-Worn)@600.0@528.0@667.5@634.125@skinport@shadowpay@34.12
★ Sport Gloves | Superconductor (Battle-Scarred)@1175.0@1034.0@1519.01@1443.0594999999998@skinport@shadowpay@268.06
★ Sport Gloves | Superconductor (Field-Tested)@2750.0@2420.0@3250.5@3087.975@skinport@shadowpay@337.97
★ Sport Gloves | Vice (Field-Tested)@1000.0@880.0@1164.17@1105.9615@skinport@shadowpay@105.96
★ Sport Gloves | Vice (Minimal Wear)@3548.73@3122.8824@4077.9@3874.005@skinport@shadowpay@325.28
SSG 08 | Death Strike (Minimal Wear)@462.38@406.8944@675.61@641.8294999999999@skinport@shadowpay@179.45
SSG 08 | Mayan Dreams (Factory New)@35.0@30.8@64.78@61.541@skinport@shadowpay@26.54
SSG 08 | Red Stone (Factory New)@14.65@12.892@27.26@25.897@skinport@shadowpay@11.25
SSG 08 | Tropical Storm (Factory New)@37.08@32.6304@49.9@47.405@skinport@shadowpay@10.33
StatTrak™ AK-47 | Aquamarine Revenge (Factory New)@248.65@218.812@372.21@353.5995@skinport@shadowpay@104.95
StatTrak™ AK-47 | Aquamarine Revenge (Minimal Wear)@144.24@126.9312@164.89@156.64549999999997@skinport@shadowpay@12.41
StatTrak™ AK-47 | Asiimov (Factory New)@399.0@351.12@479.0@455.05@skinport@shadowpay@56.05
StatTrak™ AK-47 | Asiimov (Field-Tested)@60.0@52.8@76.49@72.6655@skinport@shadowpay@12.67
StatTrak™ AK-47 | Asiimov (Minimal Wear)@110.75@97.46@137.87@130.9765@skinport@shadowpay@20.23
StatTrak™ AK-47 | Asiimov (Well-Worn)@78.67@69.2296@112.46@106.837@skinport@shadowpay@28.17
StatTrak™ AK-47 | Bloodsport (Factory New)@369.21@324.9048@538.2@511.29@skinport@shadowpay@142.08
StatTrak™ AK-47 | Bloodsport (Field-Tested)@230.0@202.4@284.63@270.3985@skinport@shadowpay@40.4
StatTrak™ AK-47 | Bloodsport (Minimal Wear)@286.14@251.8032@313.6@297.92@skinport@shadowpay@11.78
StatTrak™ AK-47 | Bloodsport (Well-Worn)@215.0@189.2@310.64@295.10799999999995@skinport@shadowpay@80.11
StatTrak™ AK-47 | Cartel (Factory New)@96.92@85.28960000000001@113.06@107.407@skinport@shadowpay@10.49
StatTrak™ AK-47 | Case Hardened (Battle-Scarred)@308.29@271.2952@448.85@426.4075@skinport@shadowpay@118.12
StatTrak™ AK-47 | Case Hardened (Factory New)@794.6@699.248@1099.99@1044.9905@skinport@shadowpay@250.39
StatTrak™ AK-47 | Case Hardened (Field-Tested)@377.6@332.288@467.38@444.011@skinport@shadowpay@66.41
StatTrak™ AK-47 | Case Hardened (Minimal Wear)@492.92@433.7696@569.43@540.9585@skinport@shadowpay@48.04
StatTrak™ AK-47 | Case Hardened (Well-Worn)@389.19@342.4872@422.73@401.5935@skinport@shadowpay@12.4
StatTrak™ AK-47 | Fire Serpent (Minimal Wear)@2674.69@2353.7272000000003@3300.0@3135.0@skinport@shadowpay@460.31
StatTrak™ AK-47 | Fire Serpent (Well-Worn)@1441.54@1268.5552@1900.0@1805.0@skinport@shadowpay@363.46
StatTrak™ AK-47 | Frontside Misty (Factory New)@133.0@117.04@153.49@145.8155@skinport@shadowpay@12.82
StatTrak™ AK-47 | Fuel Injector (Factory New)@739.83@651.0504000000001@804.89@764.6455@skinport@shadowpay@24.82
StatTrak™ AK-47 | Fuel Injector (Field-Tested)@320.83@282.3304@406.38@386.061@skinport@shadowpay@65.23
StatTrak™ AK-47 | Fuel Injector (Well-Worn)@257.68@226.7584@303.18@288.021@skinport@shadowpay@30.34
StatTrak™ AK-47 | Head Shot (Factory New)@105.52@92.8576@127.48@121.106@skinport@shadowpay@15.59
StatTrak™ AK-47 | Inheritance (Battle-Scarred)@113.99@100.3112@147.69@140.3055@skinport@shadowpay@26.32
StatTrak™ AK-47 | Inheritance (Factory New)@428.5@377.08@532.5@505.875@skinport@shadowpay@77.38
StatTrak™ AK-47 | Inheritance (Field-Tested)@136.92@120.4896@162.64@154.50799999999998@skinport@shadowpay@17.59
StatTrak™ AK-47 | Inheritance (Minimal Wear)@224.42@197.4896@260.66@247.627@skinport@shadowpay@23.21
StatTrak™ AK-47 | Inheritance (Well-Worn)@142.96@125.8048@223.97@212.7715@skinport@shadowpay@69.81
StatTrak™ AK-47 | Jaguar (Minimal Wear)@230.76@203.0688@366.71@348.37449999999995@skinport@shadowpay@117.61
StatTrak™ AK-47 | Leet Museo (Minimal Wear)@92.9@81.75200000000001@117.0@111.15@skinport@shadowpay@18.25
StatTrak™ AK-47 | Leet Museo (Well-Worn)@67.02@58.9776@82.46@78.33699999999999@skinport@shadowpay@11.32
StatTrak™ AK-47 | Neon Revolution (Factory New)@154.22@135.7136@191.89@182.2955@skinport@shadowpay@28.08
StatTrak™ AK-47 | Neon Revolution (Minimal Wear)@74.59@65.6392@92.52@87.89399999999999@skinport@shadowpay@13.3
StatTrak™ AK-47 | Neon Revolution (Well-Worn)@52.96@46.6048@76.0@72.2@skinport@shadowpay@19.24
StatTrak™ AK-47 | Neon Rider (Battle-Scarred)@103.16@90.7808@122.82@116.679@skinport@shadowpay@13.52
StatTrak™ AK-47 | Neon Rider (Factory New)@333.0@293.04@373.5@354.825@skinport@shadowpay@21.82
StatTrak™ AK-47 | Neon Rider (Field-Tested)@96.53@84.9464@112.82@107.179@skinport@shadowpay@10.65
StatTrak™ AK-47 | Orbit Mk01 (Field-Tested)@46.0@40.48@61.43@58.3585@skinport@shadowpay@12.36
StatTrak™ AK-47 | Point Disarray (Factory New)@100.06@88.0528@119.99@113.99049999999998@skinport@shadowpay@13.93
StatTrak™ AK-47 | Red Laminate (Field-Tested)@150.0@132.0@172.72@164.084@skinport@shadowpay@14.08
StatTrak™ AK-47 | Red Laminate (Minimal Wear)@259.53@228.3864@294.12@279.414@skinport@shadowpay@19.88
StatTrak™ AK-47 | Redline (Minimal Wear)@300.0@264.0@368.69@350.2555@skinport@shadowpay@50.26
StatTrak™ AK-47 | The Empress (Factory New)@297.18@261.5184@349.47@331.9965@skinport@shadowpay@34.82
StatTrak™ AK-47 | The Empress (Field-Tested)@85.23@75.00240000000001@107.84@102.448@skinport@shadowpay@17.22
StatTrak™ AK-47 | The Empress (Minimal Wear)@129.08@113.59040000000002@152.93@145.2835@skinport@shadowpay@16.2
StatTrak™ AK-47 | The Empress (Well-Worn)@69.0@60.72@87.58@83.201@skinport@shadowpay@14.2
StatTrak™ AK-47 | Vulcan (Battle-Scarred)@175.0@154.0@217.24@206.378@skinport@shadowpay@31.38
StatTrak™ AK-47 | Vulcan (Factory New)@1509.0@1327.92@1699.14@1614.183@skinport@shadowpay@105.18
StatTrak™ AK-47 | Vulcan (Field-Tested)@414.51@364.7688@454.44@431.718@skinport@shadowpay@17.21
StatTrak™ AK-47 | Vulcan (Minimal Wear)@830.72@731.0336@997.97@948.0715@skinport@shadowpay@117.35
StatTrak™ AK-47 | Vulcan (Well-Worn)@271.46@238.8848@297.04@282.188@skinport@shadowpay@10.73
StatTrak™ AK-47 | Wasteland Rebel (Field-Tested)@109.0@95.92@220.5@209.475@skinport@shadowpay@100.48
StatTrak™ AK-47 | Wasteland Rebel (Minimal Wear)@143.18@125.9984@187.69@178.3055@skinport@shadowpay@35.13
StatTrak™ AK-47 | Wasteland Rebel (Well-Worn)@106.35@93.588@168.7@160.265@skinport@shadowpay@53.91
StatTrak™ AWP | Asiimov (Battle-Scarred)@116.5@102.52@151.94@144.343@skinport@shadowpay@27.84
StatTrak™ AWP | Asiimov (Field-Tested)@239.0@210.32@283.32@269.154@skinport@shadowpay@30.15
StatTrak™ AWP | Asiimov (Well-Worn)@189.79@167.0152@216.0@205.2@skinport@shadowpay@15.41
StatTrak™ AWP | BOOM (Factory New)@750.0@660.0@883.2@839.04@skinport@shadowpay@89.04
StatTrak™ AWP | BOOM (Field-Tested)@178.61@157.1768@202.04@191.938@skinport@shadowpay@13.33
StatTrak™ AWP | BOOM (Minimal Wear)@218.83@192.5704@257.95@245.0525@skinport@shadowpay@26.22
StatTrak™ AWP | Containment Breach (Battle-Scarred)@106.15@93.412@135.99@129.1905@skinport@shadowpay@23.04
StatTrak™ AWP | Containment Breach (Factory New)@679.99@598.3912@1264.71@1201.4745@skinport@shadowpay@521.48
StatTrak™ AWP | Containment Breach (Field-Tested)@155.12@136.50560000000002@229.32@217.854@skinport@shadowpay@62.73
StatTrak™ AWP | Containment Breach (Well-Worn)@110.56@97.2928@234.7@222.965@skinport@shadowpay@112.4
StatTrak™ AWP | Corticera (Factory New)@120.0@105.6@140.95@133.90249999999995@skinport@shadowpay@13.9
StatTrak™ AWP | Electric Hive (Factory New)@97.0@85.36@124.75@118.5125@skinport@shadowpay@21.51
StatTrak™ AWP | Electric Hive (Well-Worn)@83.07@73.10159999999999@139.26@132.297@skinport@shadowpay@49.23
StatTrak™ AWP | Elite Build (Factory New)@75.0@66.0@92.22@87.609@skinport@shadowpay@12.61
StatTrak™ AWP | Graphite (Factory New)@324.3@285.384@2452.9@2330.255@skinport@shadowpay@2005.96
StatTrak™ AWP | Graphite (Minimal Wear)@285.0@250.8@348.8@331.36@skinport@shadowpay@46.36
StatTrak™ AWP | Hyper Beast (Factory New)@211.72@186.3136@271.62@258.039@skinport@shadowpay@46.32
StatTrak™ AWP | Hyper Beast (Field-Tested)@62.94@55.3872@93.11@88.4545@skinport@shadowpay@25.51
StatTrak™ AWP | Hyper Beast (Minimal Wear)@103.17@90.7896@122.0@115.9@skinport@shadowpay@12.73
StatTrak™ AWP | Hyper Beast (Well-Worn)@59.03@51.9464@75.8@72.00999999999999@skinport@shadowpay@12.98
StatTrak™ AWP | Lightning Strike (Factory New)@816.87@718.8456@1020.94@969.893@skinport@shadowpay@153.02
StatTrak™ AWP | Lightning Strike (Minimal Wear)@852.27@749.9976@1234.0@1172.3@skinport@shadowpay@320.03
StatTrak™ AWP | Man-o'-war (Field-Tested)@92.3@81.224@134.15@127.4425@skinport@shadowpay@35.14
StatTrak™ AWP | Neo-Noir (Well-Worn)@50.25@44.22@68.05@64.6475@skinport@shadowpay@14.4
StatTrak™ AWP | Oni Taiji (Factory New)@810.64@713.3632@984.99@935.7405@skinport@shadowpay@125.1
StatTrak™ AWP | Oni Taiji (Field-Tested)@335.0@294.8@422.79@401.6505@skinport@shadowpay@66.65
StatTrak™ AWP | Oni Taiji (Minimal Wear)@635.61@559.3368@1109.21@1053.7495@skinport@shadowpay@418.14
StatTrak™ AWP | Redline (Field-Tested)@92.3@81.224@109.23@103.7685@skinport@shadowpay@11.47
StatTrak™ AWP | Redline (Minimal Wear)@147.99@130.2312@167.33@158.9635@skinport@shadowpay@10.97
StatTrak™ AWP | Wildfire (Battle-Scarred)@103.84@91.3792@129.72@123.234@skinport@shadowpay@19.39
StatTrak™ AWP | Wildfire (Factory New)@259.43@228.2984@324.03@307.8285@skinport@shadowpay@48.4
StatTrak™ AWP | Wildfire (Field-Tested)@102.0@89.76@120.36@114.342@skinport@shadowpay@12.34
StatTrak™ AWP | Wildfire (Minimal Wear)@155.43@136.7784@177.72@168.834@skinport@shadowpay@13.4
★ StatTrak™ Bayonet | Autotronic (Battle-Scarred)@397.06@349.4128@517.83@491.9385@skinport@shadowpay@94.88
★ StatTrak™ Bayonet | Autotronic (Field-Tested)@667.16@587.1007999999999@774.96@736.212@skinport@shadowpay@69.05
★ StatTrak™ Bayonet | Autotronic (Minimal Wear)@630.0@554.4@802.04@761.9379999999999@skinport@shadowpay@131.94
★ StatTrak™ Bayonet | Blue Steel (Field-Tested)@332.64@292.7232@462.62@439.489@skinport@shadowpay@106.85
★ StatTrak™ Bayonet | Boreal Forest (Minimal Wear)@227.38@200.0944@291.94@277.343@skinport@shadowpay@49.96
★ StatTrak™ Bayonet | Bright Water (Field-Tested)@269.85@237.468@376.42@357.599@skinport@shadowpay@87.75
★ StatTrak™ Bayonet | Bright Water (Well-Worn)@321.18@282.6384@356.72@338.884@skinport@shadowpay@17.7
★ StatTrak™ Bayonet | Damascus Steel (Factory New)@415.0@365.2@550.0@522.5@skinport@shadowpay@107.5
★ StatTrak™ Bayonet | Damascus Steel (Field-Tested)@306.93@270.0984@394.37@374.6515@skinport@shadowpay@67.72
★ StatTrak™ Bayonet | Doppler (Factory New)@635.84@559.5392@919.0@873.05@skinport@shadowpay@237.21
★ StatTrak™ Bayonet | Doppler (Factory New)@635.84@559.5392@965.0@916.75@skinport@shadowpay@280.91
★ StatTrak™ Bayonet | Doppler (Factory New)@635.84@559.5392@4100.0@3895.0@skinport@shadowpay@3259.16
★ StatTrak™ Bayonet | Fade (Factory New)@751.81@661.5928@860.0@817.0@skinport@shadowpay@65.19
★ StatTrak™ Bayonet | Freehand (Field-Tested)@314.81@277.0328@342.35@325.2325@skinport@shadowpay@10.42
★ StatTrak™ Bayonet | Gamma Doppler (Factory New)@930.0@818.4@1312.63@1246.9985@skinport@shadowpay@317.0
★ StatTrak™ Bayonet | Lore (Factory New)@966.74@850.7312000000001@1086.43@1032.1085@skinport@shadowpay@65.37
★ StatTrak™ Bayonet | Lore (Field-Tested)@429.2@377.696@514.99@489.2405@skinport@shadowpay@60.04
★ StatTrak™ Bayonet | Lore (Minimal Wear)@591.13@520.1944@720.0@684.0@skinport@shadowpay@92.87
★ StatTrak™ Bayonet | Slaughter (Factory New)@650.99@572.8712@747.4@710.03@skinport@shadowpay@59.04
★ StatTrak™ Bayonet | Slaughter (Minimal Wear)@664.44@584.7072000000001@737.05@700.1974999999999@skinport@shadowpay@35.76
★ StatTrak™ Bayonet | Stained (Battle-Scarred)@252.97@222.6136@313.72@298.034@skinport@shadowpay@45.06
★ StatTrak™ Bayonet | Tiger Tooth (Factory New)@526.3@463.144@621.67@590.5864999999999@skinport@shadowpay@64.29
★ StatTrak™ Bayonet | Ultraviolet (Battle-Scarred)@249.99@219.9912@380.95@361.9025@skinport@shadowpay@111.91
★ StatTrak™ Bayonet | Ultraviolet (Well-Worn)@300.0@264.0@348.07@330.6665@skinport@shadowpay@30.67
★ StatTrak™ Bowie Knife | Autotronic (Factory New)@320.0@281.6@492.12@467.514@skinport@shadowpay@147.51
★ StatTrak™ Bowie Knife | Black Laminate (Battle-Scarred)@230.92@203.2096@272.38@258.761@skinport@shadowpay@27.84
★ StatTrak™ Bowie Knife | Bright Water (Minimal Wear)@134.56@118.4128@163.73@155.5435@skinport@shadowpay@20.98
★ StatTrak™ Bowie Knife | Damascus Steel (Minimal Wear)@210.79@185.4952@249.95@237.4525@skinport@shadowpay@26.66
★ StatTrak™ Bowie Knife | Doppler (Factory New)@537.5@473.0@585.8@556.5099999999999@skinport@shadowpay@19.01
★ StatTrak™ Bowie Knife | Doppler (Factory New)@537.5@473.0@1340.0@1273.0@skinport@shadowpay@735.5
