name@price@price_after_sell
Galil AR | Akoben (Factory New)@1.00@0.98
StatTrak™ Galil AR | Akoben (Minimal Wear)@1.04@1.0192
XM1014 | Incinegator (Field-Tested)@1.36@1.3328
★ Ursus Knife | Doppler (Factory New) (Phase 2)@599.99@587.9902
StatTrak™ AK-47 | Uncharted (Battle-Scarred)@2.17@2.1266
StatTrak™ Galil AR | Akoben (Factory New)@10.00@9.8
StatTrak™ AK-47 | Uncharted (Field-Tested)@2.65@2.597
M4A4 | The Emperor (Field-Tested)@20.20@19.796
Five-SeveN | Angry Mob (Minimal Wear)@15.00@14.7
Five-SeveN | Angry Mob (Field-Tested)@8.00@7.84
StatTrak™ P90 | Off World (Factory New)@15.00@14.7
Tec-9 | Bamboozle (Factory New)@3.00@2.94
R8 Revolver | Skull Crusher (Battle-Scarred)@1.15@1.127
StatTrak™ MP5-SD | Gauss (Battle-Scarred)@0.47@0.46059999999999995
AUG | Momentum (Well-Worn)@3.00@2.94
StatTrak™ FAMAS | Crypsis (Minimal Wear)@2.00@1.96
P250 | Verdigris (Factory New)@6.00@5.88
StatTrak™ P250 | Verdigris (Minimal Wear)@1.00@0.98
★ Talon Knife | Marble Fade (Factory New)@950.00@931.0
StatTrak™ UMP-45 | Moonrise (Minimal Wear)@1.23@1.2054
M4A4 | The Emperor (Factory New)@175.00@171.5
★ Stiletto Knife | Marble Fade (Factory New)@679.99@666.3902
★ Ursus Knife | Ultraviolet (Field-Tested)@235.00@230.29999999999998
StatTrak™ R8 Revolver | Skull Crusher (Field-Tested)@3.46@3.3908
MAC-10 | Whitefish (Factory New)@8.00@7.84
R8 Revolver | Skull Crusher (Well-Worn)@3.00@2.94
MP7 | Mischief (Minimal Wear)@10.00@9.8
★ Ursus Knife | Rust Coat (Battle-Scarred)@165.00@161.7
★ StatTrak™ Navaja Knife | Rust Coat (Battle-Scarred)@119.20@116.816
Sticker | First Blood@3.82@3.7436
Sticker | Cluck (Holo)@3.00@2.94
Sticker | Free Hugs (Holo)@2.00@1.96
★ StatTrak™ Ursus Knife | Tiger Tooth (Factory New)@469.99@460.5902
Feral Predators Capsule@2.00@1.96
StatTrak™ Music Kit | The Verkkars, EZ4ENCE@7.15@7.007000000000001
Sticker | One Sting (Holo)@2.00@1.96
Music Kit | The Verkkars, EZ4ENCE@11.00@10.78
Sticker | Scavenger (Holo)@1.80@1.764
Sticker | Baited (Holo)@1.04@1.0192
★ Stiletto Knife | Tiger Tooth (Factory New)@593.46@581.5908000000001
★ Ursus Knife | Marble Fade (Factory New)@369.79@362.3942
★ StatTrak™ Ursus Knife | Marble Fade (Factory New)@549.99@538.9902
★ Talon Knife | Tiger Tooth (Factory New)@785.00@769.3
StatTrak™ AWP | Atheris (Factory New)@42.18@41.3364
StatTrak™ MAC-10 | Whitefish (Factory New)@16.00@15.68
M4A4 | The Emperor (Well-Worn)@16.99@16.650199999999998
★ Talon Knife | Ultraviolet (Minimal Wear)@569.99@558.5902
XM1014 | Incinegator (Minimal Wear)@35.00@34.3
★ StatTrak™ Talon Knife | Marble Fade (Factory New)@1085.00@1063.3
★ Ursus Knife | Tiger Tooth (Factory New)@489.99@480.1902
★ Navaja Knife | Marble Fade (Factory New)@215.00@210.7
★ StatTrak™ Navaja Knife | Doppler (Factory New) (Phase 4)@305.00@298.9
StatTrak™ MP7 | Mischief (Minimal Wear)@1.21@1.1858
★ Navaja Knife | Tiger Tooth (Factory New)@160.00@156.8
★ Stiletto Knife | Damascus Steel (Field-Tested)@359.99@352.7902
★ StatTrak™ Talon Knife | Fade (Minimal Wear)@1499.99@1469.9902
★ Talon Knife | Tiger Tooth (Minimal Wear)@849.99@832.9902
★ Talon Knife | Marble Fade (Minimal Wear)@1024.99@1004.4902
★ Ursus Knife | Tiger Tooth (Minimal Wear)@450.00@441.0
★ Navaja Knife | Tiger Tooth (Minimal Wear)@180.00@176.4
★ StatTrak™ Stiletto Knife | Doppler (Factory New) (Phase 2)@1025.00@1004.5
★ StatTrak™ Stiletto Knife | Doppler (Factory New) (Ruby)@3350.00@3283.0
★ StatTrak™ Stiletto Knife | Marble Fade (Factory New)@669.99@656.5902
★ Ursus Knife | Damascus Steel (Field-Tested)@190.00@186.2
★ StatTrak™ Ursus Knife | Doppler (Factory New) (Phase 2)@585.00@573.3
★ StatTrak™ Ursus Knife | Doppler (Factory New) (Phase 4)@600.00@588.0
★ StatTrak™ Talon Knife | Damascus Steel (Field-Tested)@490.00@480.2
★ Stiletto Knife | Tiger Tooth (Minimal Wear)@544.88@533.9824
★ Ursus Knife | Marble Fade (Minimal Wear)@549.99@538.9902
Sticker | Nest Egg@0.40@0.392
Sticker | Fowl Play (Holo)@3.00@2.94
Chicken Capsule@0.94@0.9211999999999999
Sticker | Double Dip (Holo)@2.00@1.96
Sticker | Hot Wings (Holo)@3.00@2.94
★ Ursus Knife | Ultraviolet (Well-Worn)@191.80@187.964
★ StatTrak™ Ursus Knife | Damascus Steel (Factory New)@213.58@209.3084
Sticker | s1mple | Berlin 2019@0.86@0.8428
Sticker | CeRq | Berlin 2019@2.49@2.4402000000000004
Sticker | f0rest | Berlin 2019@0.11@0.10779999999999999
Sticker | rain | Berlin 2019@0.42@0.41159999999999997
Sticker | jkaem (Foil) | Berlin 2019@0.34@0.3332
Sticker | NiKo | Berlin 2019@2.08@2.0384
Sticker | Lekr0 (Foil) | Berlin 2019@0.53@0.5194
Sticker | Twistzz | Berlin 2019@0.38@0.3724
Sticker | electronic | Berlin 2019@0.13@0.1274
Sticker | Grayhound Gaming (Holo) | Berlin 2019@1.00@0.98
Sticker | Astralis (Holo) | Berlin 2019@0.40@0.392
Sticker | MIBR (Holo) | Berlin 2019@0.48@0.4704
Sticker | Syman Gaming (Holo) | Berlin 2019@0.54@0.5292
Sticker | GeT_RiGhT (Foil) | Berlin 2019@0.91@0.8918
Sticker | ENCE (Holo) | Berlin 2019@1.00@0.98
Sticker | ENCE (Foil) | Berlin 2019@5.00@4.9
Sticker | INTZ E-SPORTS CLUB (Foil) | Berlin 2019@2.02@1.9796
Sticker | Ninjas in Pyjamas | Berlin 2019@0.84@0.8231999999999999
Sticker | Jerry | Berlin 2019@0.13@0.1274
Sticker | facecrack | Berlin 2019@0.21@0.20579999999999998
Sticker | compLexity Gaming (Holo) | Berlin 2019@1.00@0.98
Sticker | GuardiaN | Berlin 2019@0.40@0.392
Sticker | AmaNEk | Berlin 2019@0.11@0.10779999999999999
Berlin 2019 Minor Challengers (Holo/Foil)@4.00@3.92
Berlin 2019 Minor Challengers Autograph Capsule@4.00@3.92
Sticker | olofmeister (Foil) | Berlin 2019@0.86@0.8428
Sticker | DickStacy | Berlin 2019@45.00@44.1
Sticker | oBo (Foil) | Berlin 2019@1.07@1.0486
Sticker | AmaNEk (Foil) | Berlin 2019@0.48@0.4704
Sticker | FalleN (Foil) | Berlin 2019@3.00@2.94
Sticker | olofmeister | Berlin 2019@0.14@0.13720000000000002
Sticker | mousesports | Berlin 2019@3.00@2.94
Sticker | Vitality | Berlin 2019@0.23@0.22540000000000002
Sticker | Team Liquid | Berlin 2019@0.39@0.3822
Sticker | Natus Vincere | Berlin 2019@0.45@0.441
Sticker | ENCE | Berlin 2019@0.80@0.784
Sticker | Astralis | Berlin 2019@0.33@0.3234
Berlin 2019 Legends (Holo/Foil)@6.54@6.4092
Sticker | TACO (Foil) | Berlin 2019@0.62@0.6076
Sticker | Boombl4 (Foil) | Berlin 2019@1.00@0.98
Sticker | GeT_RiGhT | Berlin 2019@0.13@0.1274
Sticker | StarLadder (Holo) | Berlin 2019@1.30@1.274
Sticker | Team Liquid (Holo) | Berlin 2019@2.00@1.96
Sticker | DreamEaters (Holo) | Berlin 2019@0.80@0.784
Sticker | kNgV- | Berlin 2019@5.99@5.8702000000000005
Sticker | forZe eSports (Holo) | Berlin 2019@0.80@0.784
Sticker | CR4ZY (Holo) | Berlin 2019@1.80@1.764
Sticker | Natus Vincere (Holo) | Berlin 2019@1.11@1.0878
Sticker | Ninjas in Pyjamas (Holo) | Berlin 2019@0.43@0.4214
Sticker | mousesports (Foil) | Berlin 2019@6.54@6.4092
Sticker | arT | Berlin 2019@1.80@1.764
Sticker | Renegades | Berlin 2019@0.60@0.588
Sticker | MIBR | Berlin 2019@0.40@0.392
Sticker | North (Holo) | Berlin 2019@1.00@0.98
Berlin 2019 Viewer Pass@14.25@13.965
Sticker | Tyloo (Holo) | Berlin 2019@10.00@9.8
Sticker | frozen (Foil) | Berlin 2019@3.00@2.94
Sticker | Freeman | Berlin 2019@0.21@0.20579999999999998
Sticker | yuurih | Berlin 2019@0.14@0.13720000000000002
Sticker | Attacker | Berlin 2019@0.56@0.5488000000000001
Sticker | HellRaisers (Holo) | Berlin 2019@4.00@3.92
Sticker | Tyloo | Berlin 2019@1.80@1.764
Sticker | NEO (Foil) | Berlin 2019@1.01@0.9898
Sticker | Krad | Berlin 2019@1.99@1.9502
Sticker | xand | Berlin 2019@0.99@0.9702
Sticker | FURIA (Holo) | Berlin 2019@0.33@0.3234
Sticker | Avangar (Holo) | Berlin 2019@1.77@1.7346
Sticker | neaLaN | Berlin 2019@1.49@1.4602
Sticker | NRG (Foil) | Berlin 2019@5.00@4.9
Sticker | Renegades (Foil) | Berlin 2019@0.91@0.8918
Sticker | Vitality (Holo) | Berlin 2019@2.00@1.96
Sticker | Xyp9x (Foil) | Berlin 2019@0.38@0.3724
Sticker | oskar (Foil) | Berlin 2019@0.50@0.49
Sticker | RpK (Foil) | Berlin 2019@0.23@0.22540000000000002
Berlin 2019 Returning Challengers (Holo/Foil)@5.04@4.9392
Sticker | CR4ZY | Berlin 2019@0.80@0.784
Sticker | Jame (Foil) | Berlin 2019@0.64@0.6272
Sticker | DeStiNy | Berlin 2019@0.15@0.147
Sticker | CR4ZY (Foil) | Berlin 2019@11.06@10.8388
Sticker | INTZ E-SPORTS CLUB (Holo) | Berlin 2019@0.90@0.882
Sticker | Grayhound Gaming (Foil) | Berlin 2019@4.00@3.92
Souvenir PP-Bizon | Carbon Fiber (Factory New)@0.75@0.735
Sticker | G2 Esports (Foil) | Berlin 2019@7.45@7.301
Souvenir XM1014 | Urban Perforated (Well-Worn)@0.25@0.245
Sticker | v4lde (Gold) | Berlin 2019@10.00@9.8
Sticker | DickStacy (Gold) | Berlin 2019@759.99@744.7902
Sticker | forZe eSports (Foil) | Berlin 2019@8.00@7.84
Sticker | somebody (Gold) | Berlin 2019@119.99@117.5902
Sticker | Jame (Gold) | Berlin 2019@43.84@42.9632
Sticker | AdreN (Gold) | Berlin 2019@20.19@19.7862
Sticker | f0rest (Gold) | Berlin 2019@50.00@49.0
Sticker | chrisJ (Gold) | Berlin 2019@35.00@34.3
Sticker | oBo (Gold) | Berlin 2019@49.31@48.3238
Sticker | BnTeT (Gold) | Berlin 2019@14.47@14.1806
P250 | X-Ray (Factory New)@2.00@1.96
P250 | X-Ray (Minimal Wear)@27.40@26.851999999999997
StatTrak™ P250 | X-Ray (Minimal Wear)@5.00@4.9
CS20 Case@0.99@0.9702
P250 | Inferno (Minimal Wear)@2.00@1.96
Sticker | Pixel Avenger@0.30@0.294
Sticker | Boost (Holo)@3.00@2.94
AUG | Death by Puppy (Minimal Wear)@7.72@7.5656
CS20 Sticker Capsule@2.00@1.96
CS20 Case Key@35.00@34.3
Dual Berettas | Elite 1.6 (Factory New)@1.00@0.98
MP5-SD | Agent (Well-Worn)@1.00@0.98
Glock-18 | Sacrifice (Field-Tested)@0.24@0.2352
UMP-45 | Plastique (Field-Tested)@0.48@0.4704
Sticker | Rush 4x20 (Holo)@4.00@3.92
UMP-45 | Plastique (Minimal Wear)@2.00@1.96
MAG-7 | Popdog (Factory New)@6.00@5.88
Dual Berettas | Elite 1.6 (Battle-Scarred)@0.13@0.1274
Glock-18 | Sacrifice (Well-Worn)@0.40@0.392
Five-SeveN | Buddy (Factory New)@7.00@6.859999999999999
AUG | Death by Puppy (Field-Tested)@5.71@5.5958
AWP | Wildfire (Field-Tested)@66.06@64.7388
Dual Berettas | Elite 1.6 (Minimal Wear)@0.49@0.48019999999999996
Five-SeveN | Buddy (Minimal Wear)@1.10@1.078
StatTrak™ Tec-9 | Flash Out (Minimal Wear)@0.80@0.784
Tec-9 | Flash Out (Factory New)@5.00@4.9
StatTrak™ FAMAS | Decommissioned (Field-Tested)@0.75@0.735
StatTrak™ MAC-10 | Classic Crate (Battle-Scarred)@0.30@0.294
StatTrak™ FAMAS | Decommissioned (Well-Worn)@0.40@0.392
Sticker | Dragon Lore (Foil)@19.99@19.5902
AWP | Wildfire (Minimal Wear)@90.00@88.2
StatTrak™ Five-SeveN | Buddy (Minimal Wear)@3.84@3.7632
StatTrak™ Glock-18 | Sacrifice (Minimal Wear)@3.00@2.94
StatTrak™ UMP-45 | Plastique (Minimal Wear)@2.34@2.2931999999999997
MP5-SD | Agent (Minimal Wear)@2.00@1.96
UMP-45 | Plastique (Factory New)@15.00@14.7
★ Classic Knife | Fade (Minimal Wear)@799.99@783.9902
StatTrak™ MAG-7 | Popdog (Field-Tested)@0.30@0.294
FAMAS | Decommissioned (Factory New)@7.00@6.859999999999999
StatTrak™ UMP-45 | Plastique (Field-Tested)@1.40@1.3719999999999999
StatTrak™ Dual Berettas | Elite 1.6 (Factory New)@9.00@8.82
StatTrak™ FAMAS | Decommissioned (Battle-Scarred)@0.49@0.48019999999999996
FAMAS | Commemoration (Factory New)@19.99@19.5902
MP5-SD | Agent (Factory New)@17.00@16.66
StatTrak™ P250 | Inferno (Field-Tested)@1.13@1.1074
StatTrak™ FAMAS | Decommissioned (Minimal Wear)@1.00@0.98
SCAR-20 | Assault (Factory New)@5.00@4.9
StatTrak™ SCAR-20 | Assault (Factory New)@1.03@1.0094
P250 | Inferno (Factory New)@15.00@14.7
StatTrak™ Glock-18 | Sacrifice (Factory New)@6.59@6.4582
StatTrak™ M249 | Aztec (Field-Tested)@1.18@1.1563999999999999
Glock-18 | Sacrifice (Factory New)@1.39@1.3621999999999999
StatTrak™ FAMAS | Commemoration (Factory New)@75.00@73.5
StatTrak™ AUG | Death by Puppy (Field-Tested)@14.20@13.915999999999999
StatTrak™ MAG-7 | Popdog (Factory New)@1.00@0.98
StatTrak™ Tec-9 | Flash Out (Factory New)@1.51@1.4798
MP9 | Hydra (Minimal Wear)@9.45@9.261
★ Classic Knife@425.00@416.5
★ Classic Knife | Blue Steel (Well-Worn)@200.42@196.4116
StatTrak™ MAG-7 | Popdog (Well-Worn)@1.00@0.98
★ Classic Knife | Blue Steel (Field-Tested)@223.22@218.7556
StatTrak™ AWP | Wildfire (Factory New)@320.00@313.6
★ Classic Knife | Crimson Web (Field-Tested)@352.40@345.352
StatTrak™ M249 | Aztec (Well-Worn)@3.00@2.94
★ Classic Knife | Scorched (Minimal Wear)@160.23@157.0254
★ StatTrak™ Classic Knife@425.00@416.5
AUG | Navy Murano (Battle-Scarred)@2.00@1.96
Shattered Web Case@4.39@4.3022
Sticker | Gold Web@24.00@23.52
Sticker | Shattered Web@0.40@0.392
M249 | Jungle (Minimal Wear)@6.00@5.88
FAMAS | Night Borre (Field-Tested)@6.38@6.2524
B Squadron Officer | SAS@8.90@8.722
R8 Revolver | Canal Spray (Minimal Wear)@3.00@2.94
Sticker | Web Stuck (Holo)@5.00@4.9
Sticker | Mastermind@0.17@0.1666
AK-47 | Baroque Purple (Well-Worn)@12.00@11.76
Sawed-Off | Jungle Thicket (Field-Tested)@5.50@5.39
Sticker | Terrorist-Tech@0.10@0.098
R8 Revolver | Canal Spray (Field-Tested)@2.00@1.96
Markus Delrow | FBI HRT@7.30@7.154
MAC-10 | Surfwood (Field-Tested)@5.50@5.39
Galil AR | Tornado (Field-Tested)@8.00@7.84
PP-Bizon | Seabird (Field-Tested)@5.99@5.8702000000000005
Sticker | Counter-Tech@0.25@0.245
SCAR-20 | Stone Mosaico (Field-Tested)@2.00@1.96
P250 | Dark Filigree (Factory New)@8.24@8.0752
MP5-SD | Bamboo Garden (Factory New)@7.00@6.859999999999999
MP7 | Scorched (Battle-Scarred)@6.49@6.3602
Sealed Graffiti | Applause (Bazooka Pink)@0.60@0.588
CZ75-Auto | Indigo (Battle-Scarred)@1.60@1.568
CZ75-Auto | Indigo (Field-Tested)@1.84@1.8032000000000001
Galil AR | Tornado (Minimal Wear)@7.19@7.046200000000001
Sticker | Mastermind (Holo)@0.50@0.49
Sticker | Gold Web (Foil)@2.70@2.646
SSG 08 | Red Stone (Well-Worn)@6.90@6.7620000000000005
MAC-10 | Surfwood (Factory New)@7.50@7.35
AUG | Navy Murano (Well-Worn)@2.00@1.96
Special Agent Ava | FBI@23.71@23.2358
AUG | Navy Murano (Minimal Wear)@2.04@1.9992
M4A1-S | Moss Quartz (Minimal Wear)@53.99@52.9102
P90 | Sunset Lily (Factory New)@46.99@46.050200000000004
AUG | Navy Murano (Field-Tested)@1.77@1.7346
P250 | Dark Filigree (Field-Tested)@7.99@7.8302000000000005
G3SG1 | Black Sand (Minimal Wear)@0.72@0.7056
G3SG1 | Black Sand (Field-Tested)@1.00@0.98
SSG 08 | Red Stone (Field-Tested)@8.00@7.84
AK-47 | Rat Rod (Field-Tested)@4.48@4.3904000000000005
StatTrak™ R8 Revolver | Memento (Field-Tested)@1.07@1.0486
R8 Revolver | Memento (Factory New)@1.69@1.6562
R8 Revolver | Memento (Minimal Wear)@0.88@0.8623999999999999
Galil AR | Tornado (Well-Worn)@9.14@8.9572
The Elite Mr. Muhlik | Elite Crew@11.00@10.78
Michael Syfers  | FBI Sniper@13.52@13.2496
SG 553 | Barricade (Minimal Wear)@6.38@6.2524
StatTrak™ Dual Berettas | Balance (Minimal Wear)@5.00@4.9
Sealed Graffiti | Smirk (Princess Pink)@0.20@0.196
Sealed Graffiti | Kiss (Brick Red)@2.00@1.96
Slingshot | Phoenix@11.15@10.927
Sealed Graffiti | Smarmy (SWAT Blue)@0.43@0.4214
Tec-9 | Rust Leaf (Factory New)@41.99@41.1502
R8 Revolver | Canal Spray (Battle-Scarred)@2.00@1.96
Galil AR | Tornado (Battle-Scarred)@8.00@7.84
CZ75-Auto | Indigo (Minimal Wear)@2.41@2.3618
AK-47 | Baroque Purple (Minimal Wear)@8.00@7.84
MP7 | Scorched (Field-Tested)@8.00@7.84
M249 | Jungle (Field-Tested)@5.50@5.39
USP-S | Pathfinder (Factory New)@38.99@38.2102
MAG-7 | Chainmail (Factory New)@42.99@42.1302
PP-Bizon | Seabird (Minimal Wear)@6.00@5.88
Sealed Graffiti | Applause (Tiger Orange)@0.24@0.2352
Negev | Boroque Sand (Well-Worn)@1.40@1.3719999999999999
MP7 | Neon Ply (Minimal Wear)@3.05@2.989
MP7 | Neon Ply (Field-Tested)@1.70@1.666
XM1014 | Banana Leaf (Minimal Wear)@36.99@36.2502
M4A1-S | Moss Quartz (Field-Tested)@42.08@41.2384
M249 | Jungle (Battle-Scarred)@4.60@4.508
PP-Bizon | Embargo (Field-Tested)@1.74@1.7052
Sawed-Off | Jungle Thicket (Minimal Wear)@6.00@5.88
P2000 | Obsidian (Field-Tested)@2.00@1.96
MAC-10 | Surfwood (Minimal Wear)@6.00@5.88
SG 553 | Colony IV (Field-Tested)@17.00@16.66
AK-47 | Baroque Purple (Field-Tested)@8.50@8.33
PP-Bizon | Seabird (Factory New)@7.99@7.8302000000000005
Tec-9 | Orange Murano (Minimal Wear)@12.00@11.76
Sealed Graffiti | Bock Bock (Cash Green)@0.13@0.1274
Tec-9 | Rust Leaf (Minimal Wear)@44.99@44.0902
FAMAS | Night Borre (Minimal Wear)@6.70@6.566
MP7 | Scorched (Well-Worn)@7.50@7.35
Negev | Boroque Sand (Field-Tested)@2.00@1.96
SG 553 | Candy Apple (Minimal Wear)@7.64@7.4872
Sealed Graffiti | Smarmy (Tiger Orange)@0.40@0.392
SCAR-20 | Stone Mosaico (Minimal Wear)@4.00@3.92
SSG 08 | Red Stone (Battle-Scarred)@7.04@6.8991999999999996
Sealed Graffiti | Question Mark (Desert Amber)@0.40@0.392
M4A4 | Dark Blossom (Minimal Wear)@42.99@42.1302
SG 553 | Colony IV (Well-Worn)@9.37@9.182599999999999
Tec-9 | Orange Murano (Battle-Scarred)@7.02@6.879599999999999
Dual Berettas | Emerald (Factory New)@37.99@37.2302
Tec-9 | Orange Murano (Well-Worn)@7.64@7.4872
Sealed Graffiti | Oops (Princess Pink)@0.50@0.49
Sealed Graffiti | Smarmy (Blood Red)@0.50@0.49
Sealed Graffiti | Fart (Cash Green)@0.80@0.784
StatTrak™ SCAR-20 | Torn (Factory New)@3.00@2.94
PP-Bizon | Embargo (Well-Worn)@2.00@1.96
SSG 08 | Sea Calico (Factory New)@449.99@440.9902
XM1014 | Banana Leaf (Field-Tested)@40.00@39.2
MAC-10 | Red Filigree (Minimal Wear)@111.49@109.2602
Tec-9 | Decimator (Field-Tested)@21.00@20.58
Sealed Graffiti | Grimace (Bazooka Pink)@0.30@0.294
Sealed Graffiti | Question Mark (Jungle Green)@0.60@0.588
StatTrak™ Nova | Plume (Field-Tested)@1.60@1.568
Sealed Graffiti | Broken Heart (Bazooka Pink)@1.44@1.4112
MP5-SD | Acid Wash (Factory New)@9.00@8.82
Sealed Graffiti | Little Bock (Desert Amber)@0.30@0.294
MAC-10 | Stalker (Well-Worn)@23.00@22.54
StatTrak™ Nova | Plume (Factory New)@8.00@7.84
Sealed Graffiti | Denied (Violent Violet)@0.15@0.147
SCAR-20 | Brass (Factory New)@149.99@146.99020000000002
MAC-10 | Copper Borre (Factory New)@145.00@142.1
P90 | Sunset Lily (Minimal Wear)@45.99@45.0702
Sealed Graffiti | Shining Star (Blood Red)@0.60@0.588
M4A1-S | Moss Quartz (Factory New)@69.99@68.5902
XM1014 | Banana Leaf (Factory New)@38.99@38.2102
M4A4 | Dark Blossom (Field-Tested)@39.99@39.190200000000004
Sealed Graffiti | Smooch (Bazooka Pink)@0.30@0.294
Sealed Graffiti | Dizzy (Tracer Yellow)@0.70@0.6859999999999999
P90 | Astral Jörmungandr (Minimal Wear)@400.00@392.0
Sealed Graffiti | Little Crown (Bazooka Pink)@0.50@0.49
StatTrak™ SCAR-20 | Torn (Minimal Wear)@1.52@1.4896
FAMAS | Sundown (Factory New)@150.00@147.0
P90 | Astral Jörmungandr (Factory New)@430.00@421.4
CZ75-Auto | Emerald Quartz (Factory New)@150.00@147.0
SSG 08 | Red Stone (Factory New)@19.41@19.0218
Sealed Graffiti | Fart (Blood Red)@0.60@0.588
Desert Eagle | Emerald Jörmungandr (Factory New)@425.00@416.5
Sealed Graffiti | 200 IQ (Dust Brown)@0.15@0.147
StatTrak™ AWP | Containment Breach (Minimal Wear)@327.88@321.3224
Sealed Graffiti | Uh Oh (Tracer Yellow)@0.12@0.1176
AWP | Containment Breach (Well-Worn)@69.99@68.5902
Sealed Graffiti | Silver Bullet (Bazooka Pink)@0.18@0.1764
AK-47 | Baroque Purple (Factory New)@18.50@18.13
AUG | Midnight Lily (Minimal Wear)@500.00@490.0
Sealed Graffiti | Fart (Wire Blue)@0.50@0.49
Sealed Graffiti | Smarmy (Tracer Yellow)@0.80@0.784
StatTrak™ AUG | Arctic Wolf (Well-Worn)@16.00@15.68
★ Skeleton Knife | Fade (Factory New)@2099.99@2057.9901999999997
P90 | Baroque Red (Minimal Wear)@45.99@45.0702
Sealed Graffiti | Fart (Shark White)@0.29@0.28419999999999995
★ Survival Knife | Crimson Web (Field-Tested)@309.99@303.7902
StatTrak™ MP5-SD | Acid Wash (Factory New)@16.00@15.68
SG 553 | Candy Apple (Factory New)@9.99@9.7902
XM1014 | Frost Borre (Factory New)@169.99@166.5902
Sealed Graffiti | Broken Heart (Blood Red)@2.39@2.3422
Negev | Mjölnir (Factory New)@3500.00@3430.0
★ Paracord Knife | Boreal Forest (Field-Tested)@145.00@142.1
Tec-9 | Orange Murano (Factory New)@9.99@9.7902
★ Nomad Knife | Blue Steel (Well-Worn)@325.00@318.5
StatTrak™ AUG | Arctic Wolf (Field-Tested)@10.00@9.8
SSG 08 | Orange Filigree (Factory New)@33.99@33.3102
Desert Eagle | Emerald Jörmungandr (Minimal Wear)@385.00@377.3
Glock-18 | Synth Leaf (Minimal Wear)@389.00@381.21999999999997
AUG | Midnight Lily (Factory New)@449.99@440.9902
StatTrak™ R8 Revolver | Memento (Factory New)@35.00@34.3
AUG | Flame Jörmungandr (Factory New)@420.00@411.59999999999997
MAC-10 | Red Filigree (Factory New)@105.99@103.8702
★ StatTrak™ Survival Knife@330.00@323.4
MP7 | Teal Blossom (Factory New)@159.99@156.7902
Glock-18 | Synth Leaf (Factory New)@480.00@470.4
P90 | Baroque Red (Factory New)@32.99@32.3302
AWP | Containment Breach (Minimal Wear)@152.86@149.80280000000002
Nova | Baroque Orange (Factory New)@102.99@100.9302
★ Nomad Knife@497.89@487.93219999999997
★ Skeleton Knife@856.68@839.5464
UMP-45 | Day Lily (Factory New)@149.99@146.99020000000002
★ StatTrak™ Nomad Knife | Stained (Well-Worn)@265.00@259.7
Dual Berettas | Pyre (Factory New)@38.99@38.2102
★ Skeleton Knife | Crimson Web (Field-Tested)@1150.00@1127.0
StatTrak™ AK-47 | Rat Rod (Factory New)@42.53@41.6794
★ Nomad Knife | Urban Masked (Field-Tested)@200.00@196.0
★ StatTrak™ Nomad Knife | Forest DDPAT (Well-Worn)@153.05@149.989
★ Nomad Knife | Crimson Web (Field-Tested)@479.99@470.3902
Sticker | Assassin@3.00@2.94
Sticker | Spartan@0.50@0.49
Sticker | Extermination@0.42@0.41159999999999997
Sticker | Noble (Holo)@3.00@2.94
★ Survival Knife | Fade (Factory New)@599.00@587.02
★ Nomad Knife | Stained (Battle-Scarred)@265.00@259.7
★ Nomad Knife | Safari Mesh (Field-Tested)@175.00@171.5
★ Nomad Knife | Case Hardened (Field-Tested)@365.00@357.7
★ Nomad Knife | Scorched (Field-Tested)@200.00@196.0
MAG-7 | Cinquedea (Factory New)@699.99@685.9902
★ StatTrak™ Paracord Knife | Slaughter (Factory New)@297.01@291.0698
★ Nomad Knife | Night Stripe (Battle-Scarred)@185.00@181.29999999999998
★ Paracord Knife | Crimson Web (Field-Tested)@300.00@294.0
★ Paracord Knife | Urban Masked (Field-Tested)@150.00@147.0
★ Nomad Knife | Stained (Field-Tested)@310.00@303.8
★ Paracord Knife | Slaughter (Minimal Wear)@379.99@372.3902
AWP | Containment Breach (Factory New)@475.00@465.5
★ Nomad Knife | Boreal Forest (Field-Tested)@178.58@175.00840000000002
★ Skeleton Knife | Slaughter (Minimal Wear)@999.99@979.9902
★ Nomad Knife | Slaughter (Field-Tested)@509.99@499.7902
MP9 | Wild Lily (Minimal Wear)@2800.00@2744.0
★ Nomad Knife | Night Stripe (Field-Tested)@229.99@225.3902
★ StatTrak™ Skeleton Knife | Fade (Factory New)@1999.99@1959.9902
MP9 | Wild Lily (Factory New)@3500.00@3430.0
★ StatTrak™ Skeleton Knife@1025.00@1004.5
★ StatTrak™ Talon Knife | Damascus Steel (Minimal Wear)@550.00@539.0
★ Skeleton Knife | Stained (Well-Worn)@385.10@377.398
★ Nomad Knife | Night Stripe (Minimal Wear)@240.00@235.2
★ StatTrak™ Nomad Knife@585.00@573.3
★ Paracord Knife | Blue Steel (Minimal Wear)@215.00@210.7
Music Kit | Scarlxrd: King, Scar@10.00@9.8
★ Skeleton Knife | Urban Masked (Field-Tested)@269.17@263.7866
★ StatTrak™ Nomad Knife | Slaughter (Minimal Wear)@520.00@509.59999999999997
★ Skeleton Knife | Crimson Web (Minimal Wear)@1499.99@1469.9902
★ StatTrak™ Skeleton Knife | Slaughter (Factory New)@1050.00@1029.0
★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear)@775.00@759.5
