name@price@price_after_sell
★ Survival Knife | Forest DDPAT (Minimal Wear)@145.00@142.1
★ Skeleton Knife | Safari Mesh (Field-Tested)@240.54@235.7292
★ Nomad Knife | Blue Steel (Battle-Scarred)@339.99@333.1902
★ Skeleton Knife | Slaughter (Factory New)@1099.99@1077.9902
★ Nomad Knife | Blue Steel (Field-Tested)@375.00@367.5
StatTrak™ FAMAS | Commemoration (Well-Worn)@30.39@29.7822
★ Nomad Knife | Slaughter (Factory New)@600.00@588.0
★ StatTrak™ Nomad Knife | Case Hardened (Minimal Wear)@876.77@859.2346
★ Survival Knife | Stained (Field-Tested)@160.00@156.8
★ Survival Knife | Urban Masked (Minimal Wear)@150.00@147.0
★ Nomad Knife | Case Hardened (Battle-Scarred)@290.00@284.2
★ Paracord Knife | Boreal Forest (Minimal Wear)@155.00@151.9
★ StatTrak™ Survival Knife | Slaughter (Factory New)@525.00@514.5
★ Nomad Knife | Scorched (Minimal Wear)@212.00@207.76
★ Nomad Knife | Safari Mesh (Battle-Scarred)@165.00@161.7
★ Nomad Knife | Boreal Forest (Well-Worn)@197.28@193.3344
★ Nomad Knife | Safari Mesh (Minimal Wear)@180.00@176.4
★ Nomad Knife | Urban Masked (Well-Worn)@185.00@181.29999999999998
★ Skeleton Knife | Scorched (Well-Worn)@300.00@294.0
★ Survival Knife | Slaughter (Minimal Wear)@256.36@251.2328
★ Nomad Knife | Safari Mesh (Well-Worn)@168.00@164.64
★ Nomad Knife | Scorched (Battle-Scarred)@167.00@163.66
★ StatTrak™ Nomad Knife | Night Stripe (Field-Tested)@229.99@225.3902
★ Nomad Knife | Forest DDPAT (Minimal Wear)@195.00@191.1
★ Survival Knife | Boreal Forest (Minimal Wear)@145.00@142.1
★ Nomad Knife | Crimson Web (Battle-Scarred)@300.00@294.0
★ Nomad Knife | Scorched (Well-Worn)@180.00@176.4
Patch | Hydra@0.47@0.46059999999999995
Patch | Wildfire@0.90@0.882
Patch | Payback@0.21@0.20579999999999998
CS:GO Patch Pack@1.43@1.4014
Patch | Rage@5.30@5.194
★ Nomad Knife | Forest DDPAT (Well-Worn)@169.99@166.5902
★ StatTrak™ Nomad Knife | Night Stripe (Battle-Scarred)@189.99@186.1902
★ Survival Knife | Safari Mesh (Minimal Wear)@145.00@142.1
★ StatTrak™ Nomad Knife | Night Stripe (Minimal Wear)@259.99@254.7902
★ Survival Knife | Stained (Factory New)@350.00@343.0
★ StatTrak™ Survival Knife | Slaughter (Minimal Wear)@320.00@313.6
★ StatTrak™ Skeleton Knife | Night Stripe (Field-Tested)@425.00@416.5
Sticker | Lambda@1.50@1.47
Sticker | Vortigaunt (Holo)@5.00@4.9
Sticker | Last Vance (Gold)@10.00@9.8
Sticker | Health (Gold)@16.99@16.650199999999998
CMB Pin@4.50@4.41
Vortigaunt Pin@7.00@6.859999999999999
Alyx Pin@29.91@29.311799999999998
Black Mesa Pin@6.50@6.37
Half-Life: Alyx Patch Pack@63.00@61.74
Desert Eagle | Blue Ply (Factory New)@1.93@1.8914
AWP | Capillary (Minimal Wear)@10.00@9.8
Prisma 2 Case@1.15@1.127
CZ75-Auto | Distressed (Minimal Wear)@50.00@49.0
R8 Revolver | Bone Forged (Field-Tested)@0.40@0.392
P2000 | Acid Etched (Field-Tested)@1.00@0.98
AWP | Capillary (Field-Tested)@10.00@9.8
R8 Revolver | Bone Forged (Factory New)@7.00@6.859999999999999
SSG 08 | Fever Dream (Factory New)@2.44@2.3912
R8 Revolver | Bone Forged (Minimal Wear)@0.13@0.1274
MAC-10 | Disco Tech (Battle-Scarred)@4.00@3.92
SSG 08 | Fever Dream (Field-Tested)@1.30@1.274
SCAR-20 | Enforcer (Field-Tested)@1.20@1.176
MAG-7 | Justice (Field-Tested)@5.00@4.9
MAG-7 | Justice (Factory New)@12.29@12.044199999999998
M4A1-S | Player Two (Field-Tested)@26.51@25.9798
AK-47 | Phantom Disruptor (Minimal Wear)@7.81@7.6537999999999995
P2000 | Acid Etched (Factory New)@12.00@11.76
Sawed-Off | Apocalypto (Battle-Scarred)@0.90@0.882
SG 553 | Darkwing (Minimal Wear)@2.00@1.96
MP5-SD | Desert Strike (Well-Worn)@0.10@0.098
StatTrak™ MAG-7 | Justice (Field-Tested)@4.72@4.6255999999999995
StatTrak™ SCAR-20 | Enforcer (Field-Tested)@2.00@1.96
StatTrak™ Negev | Prototype (Field-Tested)@0.30@0.294
StatTrak™ Desert Eagle | Blue Ply (Minimal Wear)@1.80@1.764
P2000 | Acid Etched (Minimal Wear)@0.53@0.5194
Sawed-Off | Apocalypto (Factory New)@12.00@11.76
Sawed-Off | Apocalypto (Well-Worn)@1.00@0.98
AWP | Capillary (Well-Worn)@1.00@0.98
SSG 08 | Fever Dream (Minimal Wear)@1.26@1.2348
StatTrak™ Negev | Prototype (Battle-Scarred)@0.40@0.392
SG 553 | Darkwing (Field-Tested)@1.00@0.98
StatTrak™ Glock-18 | Bullet Queen (Field-Tested)@27.99@27.4302
SG 553 | Darkwing (Factory New)@18.00@17.64
P2000 | Acid Etched (Well-Worn)@0.90@0.882
M4A1-S | Player Two (Minimal Wear)@55.00@53.9
AUG | Tom Cat (Factory New)@8.00@7.84
CZ75-Auto | Distressed (Factory New)@5.00@4.9
Negev | Prototype (Factory New)@8.00@7.84
StatTrak™ R8 Revolver | Bone Forged (Factory New)@11.00@10.78
StatTrak™ CZ75-Auto | Distressed (Minimal Wear)@0.70@0.6859999999999999
StatTrak™ SCAR-20 | Enforcer (Factory New)@5.34@5.2332
StatTrak™ Desert Eagle | Blue Ply (Battle-Scarred)@1.60@1.568
AK-47 | Phantom Disruptor (Battle-Scarred)@14.00@13.719999999999999
StatTrak™ SSG 08 | Fever Dream (Battle-Scarred)@3.00@2.94
StatTrak™ CZ75-Auto | Distressed (Well-Worn)@0.30@0.294
StatTrak™ MP5-SD | Desert Strike (Factory New)@14.00@13.719999999999999
SCAR-20 | Enforcer (Well-Worn)@1.00@0.98
MAC-10 | Disco Tech (Factory New)@27.29@26.7442
StatTrak™ P2000 | Acid Etched (Field-Tested)@2.00@1.96
StatTrak™ Negev | Prototype (Minimal Wear)@0.41@0.4018
StatTrak™ CZ75-Auto | Distressed (Field-Tested)@0.30@0.294
StatTrak™ AUG | Tom Cat (Factory New)@1.12@1.0976000000000001
MP5-SD | Desert Strike (Factory New)@5.00@4.9
Glock-18 | Bullet Queen (Well-Worn)@15.00@14.7
StatTrak™ MAG-7 | Justice (Minimal Wear)@12.90@12.642
StatTrak™ Negev | Prototype (Factory New)@1.72@1.6856
StatTrak™ R8 Revolver | Bone Forged (Well-Worn)@0.30@0.294
SCAR-20 | Enforcer (Factory New)@1.84@1.8032000000000001
Music Kit | Matt Levine, Drifter@4.00@3.92
StatTrak™ Music Kit | Dren, Gunman Taco Truck@26.31@25.7838
StatTrak™ Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE@0.98@0.9603999999999999
Music Kit | Tree Adams and Ben Bromfield, M.U.D.D. FORCE@0.70@0.6859999999999999
StatTrak™ Music Kit | Sam Marshall, Bodacious@2.25@2.205
StatTrak™ Music Kit | Daniel Sadowski, Eye of the Dragon@3.15@3.0869999999999997
Music Kit | Sam Marshall, Bodacious@1.16@1.1367999999999998
StatTrak™ CZ75-Auto | Distressed (Factory New)@10.00@9.8
StatTrak™ MAG-7 | Justice (Battle-Scarred)@7.00@6.859999999999999
M4A1-S | Player Two (Well-Worn)@49.77@48.7746
StatTrak™ SSG 08 | Fever Dream (Well-Worn)@3.53@3.4593999999999996
StatTrak™ Glock-18 | Bullet Queen (Factory New)@179.00@175.42
★ StatTrak™ Nomad Knife | Scorched (Field-Tested)@184.90@181.202
★ StatTrak™ Nomad Knife | Blue Steel (Field-Tested)@340.00@333.2
Sticker | Tyranids Hive Tyrant (Holo)@2.00@1.96
Sticker | Adepta Sororitas@1.60@1.568
Sticker | Ork Waaagh!@0.80@0.784
Sticker | Tyranids Ravener@1.00@0.98
Sticker | Space Marine (Holo)@2.00@1.96
Sticker | Heresy (Holo)@4.00@3.92
Sticker | Necron@0.80@0.784
Sticker | Space Marine@0.80@0.784
Warhammer 40,000 Sticker Capsule@2.00@1.96
Music Kit | Amon Tobin, All for Dust@6.00@5.88
Fracture Case@0.30@0.294
PP-Bizon | Runic (Minimal Wear)@0.10@0.098
StatTrak™ SSG 08 | Mainframe 001 (Well-Worn)@0.10@0.098
P250 | Cassette (Factory New)@7.00@6.859999999999999
Desert Eagle | Printstream (Field-Tested)@36.58@35.8484
MAG-7 | Monster Call (Field-Tested)@1.00@0.98
StatTrak™ Negev | Ultralight (Minimal Wear)@0.60@0.588
StatTrak™ SSG 08 | Mainframe 001 (Field-Tested)@0.10@0.098
M4A4 | Tooth Fairy (Field-Tested)@9.00@8.82
SG 553 | Ol' Rusty (Factory New)@0.50@0.49
StatTrak™ SSG 08 | Mainframe 001 (Battle-Scarred)@0.50@0.49
Glock-18 | Vogue (Field-Tested)@3.55@3.4789999999999996
Tec-9 | Brother (Battle-Scarred)@0.27@0.2646
StatTrak™ P250 | Cassette (Factory New)@0.55@0.539
Tec-9 | Brother (Well-Worn)@0.49@0.48019999999999996
StatTrak™ Galil AR | Connexion (Field-Tested)@0.80@0.784
StatTrak™ MP5-SD | Kitbash (Field-Tested)@1.90@1.8619999999999999
MP5-SD | Kitbash (Factory New)@10.00@9.8
PP-Bizon | Runic (Factory New)@6.00@5.88
Glock-18 | Vogue (Factory New)@15.50@15.19
MP5-SD | Kitbash (Battle-Scarred)@0.90@0.882
Tec-9 | Brother (Field-Tested)@1.00@0.98
P90 | Freight (Factory New)@0.23@0.22540000000000002
MAC-10 | Allure (Field-Tested)@0.33@0.3234
MAC-10 | Allure (Factory New)@4.00@3.92
AK-47 | Legion of Anubis (Field-Tested)@9.50@9.31
StatTrak™ M4A4 | Tooth Fairy (Field-Tested)@4.60@4.508
StatTrak™ XM1014 | Entombed (Field-Tested)@6.00@5.88
XM1014 | Entombed (Battle-Scarred)@2.73@2.6754
MAG-7 | Monster Call (Factory New)@12.00@11.76
Negev | Ultralight (Factory New)@5.00@4.9
XM1014 | Entombed (Minimal Wear)@3.81@3.7338
Tec-9 | Brother (Factory New)@11.00@10.78
Tec-9 | Brother (Minimal Wear)@0.61@0.5978
M4A4 | Tooth Fairy (Minimal Wear)@6.80@6.664
StatTrak™ MAC-10 | Allure (Battle-Scarred)@0.75@0.735
Desert Eagle | Printstream (Factory New)@105.00@102.89999999999999
StatTrak™ MAG-7 | Monster Call (Well-Worn)@0.50@0.49
StatTrak™ P2000 | Gnarled (Minimal Wear)@0.22@0.21559999999999999
StatTrak™ MP5-SD | Kitbash (Minimal Wear)@1.49@1.4602
StatTrak™ SSG 08 | Mainframe 001 (Factory New)@5.00@4.9
StatTrak™ PP-Bizon | Runic (Well-Worn)@0.20@0.196
SSG 08 | Mainframe 001 (Factory New)@0.24@0.2352
StatTrak™ Desert Eagle | Printstream (Minimal Wear)@115.99@113.6702
StatTrak™ Desert Eagle | Printstream (Field-Tested)@65.50@64.19
Glock-18 | Vogue (Battle-Scarred)@3.75@3.675
StatTrak™ MP5-SD | Kitbash (Battle-Scarred)@1.40@1.3719999999999999
AK-47 | Legion of Anubis (Battle-Scarred)@15.34@15.033199999999999
StatTrak™ Negev | Ultralight (Factory New)@12.00@11.76
Desert Eagle | Printstream (Minimal Wear)@60.25@59.045
StatTrak™ SG 553 | Ol' Rusty (Factory New)@1.60@1.568
StatTrak™ Tec-9 | Brother (Minimal Wear)@1.33@1.3034000000000001
P2000 | Gnarled (Factory New)@8.00@7.84
Desert Eagle | Printstream (Battle-Scarred)@35.99@35.2702
Galil AR | Connexion (Factory New)@1.43@1.4014
StatTrak™ P2000 | Gnarled (Factory New)@3.00@2.94
StatTrak™ PP-Bizon | Runic (Factory New)@12.00@11.76
StatTrak™ Galil AR | Connexion (Minimal Wear)@1.51@1.4798
StatTrak™ P90 | Freight (Factory New)@10.00@9.8
StatTrak™ Galil AR | Connexion (Factory New)@8.00@7.84
★ Nomad Knife | Fade (Minimal Wear)@1129.59@1106.9982
StatTrak™ Desert Eagle | Printstream (Factory New)@230.00@225.4
StatTrak™ MP5-SD | Kitbash (Well-Worn)@0.77@0.7546
★ StatTrak™ Nomad Knife | Blue Steel (Battle-Scarred)@329.99@323.3902
★ StatTrak™ Nomad Knife | Night Stripe (Well-Worn)@200.00@196.0
Sticker | Coiled Strike (Holo)@3.83@3.7534
P250 | Forest Night (Field-Tested)@0.54@0.5292
MAG-7 | Carbon Fiber (Factory New)@6.50@6.37
AUG | Surveillance (Battle-Scarred)@0.64@0.6272
CZ75-Auto | Jungle Dashed (Well-Worn)@0.61@0.5978
Desert Eagle | The Bronze (Field-Tested)@6.17@6.0466
CZ75-Auto | Jungle Dashed (Factory New)@1.81@1.7738
CZ75-Auto | Jungle Dashed (Field-Tested)@1.00@0.98
MP5-SD | Nitro (Field-Tested)@4.60@4.508
MP9 | Army Sheen (Minimal Wear)@1.00@0.98
P250 | Forest Night (Battle-Scarred)@0.67@0.6566000000000001
P250 | Bengal Tiger (Field-Tested)@16.94@16.601200000000002
Patch | Metal Legendary Eagle@2.00@1.96
Desert Eagle | The Bronze (Minimal Wear)@6.00@5.88
P250 | Forest Night (Well-Worn)@0.57@0.5586
XM1014 | Charter (Field-Tested)@1.00@0.98
SG 553 | Lush Ruins (Field-Tested)@0.75@0.735
P250 | Forest Night (Minimal Wear)@0.81@0.7938000000000001
AUG | Surveillance (Factory New)@1.14@1.1172
Dual Berettas | Switch Board (Factory New)@11.00@10.78
R8 Revolver | Phoenix Marker (Factory New)@6.20@6.076
SSG 08 | Jungle Dashed (Field-Tested)@1.00@0.98
Sticker | Stone Scales@0.50@0.49
Operation Broken Fang Case@6.13@6.0074
M249 | Deep Relief (Well-Worn)@0.48@0.4704
P90 | Cocoa Rampage (Minimal Wear)@0.81@0.7938000000000001
MAG-7 | Carbon Fiber (Minimal Wear)@6.26@6.134799999999999
FAMAS | Dark Water (Minimal Wear)@14.99@14.6902
FAMAS | Prime Conspiracy (Minimal Wear)@135.35@132.643
P2000 | Panther Camo (Field-Tested)@3.85@3.773
M249 | Predator (Minimal Wear)@0.45@0.441
1st Lieutenant Farlow | SWAT@11.00@10.78
★ Sport Gloves | Big Game (Field-Tested)@429.99@421.3902
P2000 | Panther Camo (Minimal Wear)@2.46@2.4108
SSG 08 | Threat Detected (Minimal Wear)@30.14@29.5372
SSG 08 | Threat Detected (Field-Tested)@40.00@39.2
★ Sport Gloves | Scarlet Shamagh (Field-Tested)@500.00@490.0
M4A1-S | Printstream (Field-Tested)@229.99@225.3902
P250 | Contaminant (Factory New)@10.00@9.8
Negev | Phoenix Stencil (Field-Tested)@15.81@15.4938
Sticker | Broken Fang (Holo)@1.43@1.4014
Sticker | Battle Scarred@3.83@3.7534
G3SG1 | Digital Mesh (Battle-Scarred)@0.54@0.5292
M249 | Deep Relief (Field-Tested)@0.74@0.7252
G3SG1 | Digital Mesh (Minimal Wear)@0.62@0.6076
Nova | Clear Polymer (Field-Tested)@5.00@4.9
G3SG1 | Ancient Ritual (Field-Tested)@3.74@3.6652
Desert Eagle | Night Heist (Minimal Wear)@15.84@15.5232
StatTrak™ MP5-SD | Condition Zero (Minimal Wear)@1.45@1.421
P2000 | Panther Camo (Factory New)@3.83@3.7534
Sticker | Hello XM1014@1.00@0.98
Sticker | Hello UMP-45@1.00@0.98
MP5-SD | Nitro (Well-Worn)@6.02@5.8995999999999995
MP7 | Vault Heist (Field-Tested)@3.60@3.528
P2000 | Dispatch (Factory New)@28.99@28.4102
UMP-45 | Crime Scene (Minimal Wear)@89.99@88.19019999999999
SG 553 | Hypnotic (Factory New)@44.99@44.0902
UMP-45 | Crime Scene (Factory New)@99.99@97.99019999999999
Five-SeveN | Berries And Cherries (Factory New)@99.99@97.99019999999999
StatTrak™ Nova | Clear Polymer (Field-Tested)@4.61@4.5178
Galil AR | Vandal (Well-Worn)@0.65@0.637
Sticker | Enemy Spotted@0.11@0.10779999999999999
CZ75-Auto | Vendetta (Factory New)@9.00@8.82
AWP | Fade (Factory New)@1168.70@1145.326
Sir Bloody Miami Darryl | The Professionals@150.00@147.0
SSG 08 | Jungle Dashed (Battle-Scarred)@0.41@0.4018
Sticker | Ancient Marauder@0.30@0.294
M249 | Deep Relief (Battle-Scarred)@0.48@0.4704
UMP-45 | Houndstooth (Minimal Wear)@3.22@3.1556
Number K | The Professionals@74.53@73.0394
P250 | Contaminant (Battle-Scarred)@1.00@0.98
Sticker | Enemy Spotted (Holo)@1.97@1.9305999999999999
Glock-18 | Neo-Noir (Field-Tested)@13.91@13.6318
SSG 08 | Threat Detected (Factory New)@33.00@32.339999999999996
P90 | Cocoa Rampage (Factory New)@7.00@6.859999999999999
Sticker | Hello M4A4@1.50@1.47
CZ75-Auto | Vendetta (Minimal Wear)@1.30@1.274
P90 | Tiger Pit (Minimal Wear)@15.17@14.8666
AUG | Carved Jade (Factory New)@16.87@16.532600000000002
Sticker | Battle Scarred (Holo)@20.10@19.698
M4A4 | Global Offensive (Minimal Wear)@25.49@24.980199999999996
MP7 | Vault Heist (Minimal Wear)@3.01@2.9497999999999998
M4A4 | Global Offensive (Field-Tested)@29.95@29.351
CZ75-Auto | Silver (Factory New)@3.68@3.6064000000000003
Desert Eagle | Night Heist (Field-Tested)@16.94@16.601200000000002
Chem-Haz Specialist | SWAT@9.64@9.4472
M4A1-S | Blue Phosphor (Factory New)@675.00@661.5
Sticker | Hello M4A4 (Gold)@5.00@4.9
USP-S | Monster Mashup (Field-Tested)@28.99@28.4102
StatTrak™ P90 | Cocoa Rampage (Minimal Wear)@2.00@1.96
Sticker | Hello AK-47@1.00@0.98
StatTrak™ P90 | Cocoa Rampage (Factory New)@5.00@4.9
StatTrak™ Galil AR | Vandal (Field-Tested)@1.00@0.98
★ Driver Gloves | Black Tie (Minimal Wear)@579.00@567.42
AWP | Exoskeleton (Battle-Scarred)@20.00@19.6
Sticker | Hello SG 553 (Gold)@3.00@2.94
StatTrak™ M249 | Deep Relief (Field-Tested)@0.84@0.8231999999999999
SG 553 | Lush Ruins (Factory New)@0.89@0.8722
Sticker | Hello AWP@0.55@0.539
SSG 08 | Threat Detected (Battle-Scarred)@30.74@30.1252
P90 | Tiger Pit (Field-Tested)@16.26@15.934800000000001
AK-47 | Panthera onca (Battle-Scarred)@199.99@195.99020000000002
StatTrak™ CZ75-Auto | Vendetta (Factory New)@13.00@12.74
UMP-45 | Houndstooth (Factory New)@3.64@3.5672
StatTrak™ M4A1-S | Printstream (Field-Tested)@335.00@328.3
M249 | Deep Relief (Factory New)@9.00@8.82
Sealed Graffiti | Recoil CZ-75 (Violent Violet)@10.00@9.8
Desert Eagle | Night Heist (Factory New)@18.99@18.6102
M4A1-S | Printstream (Minimal Wear)@320.00@313.6
MP5-SD | Condition Zero (Factory New)@7.00@6.859999999999999
★ Driver Gloves | Snow Leopard (Field-Tested)@699.99@685.9902
USP-S | Monster Mashup (Factory New)@50.99@49.9702
Patch | Metal Supreme Master@2.39@2.3422
StatTrak™ Five-SeveN | Fairy Tale (Field-Tested)@42.99@42.1302
MP7 | Vault Heist (Factory New)@3.44@3.3712
Sealed Graffiti | Recoil XM1014 (Shark White)@10.00@9.8
StatTrak™ USP-S | Monster Mashup (Factory New)@114.99@112.69019999999999
Negev | Phoenix Stencil (Minimal Wear)@25.00@24.5
Sergeant Bombson | SWAT@13.00@12.74
AWP | Exoskeleton (Factory New)@12.99@12.7302
Glock-18 | Franklin (Factory New)@49.99@48.9902
Sticker | Hello MP7@0.80@0.784
Patch | Metal Gold Nova@2.42@2.3716
Sealed Graffiti | Recoil P90 (Tracer Yellow)@6.00@5.88
M4A1-S | Blue Phosphor (Minimal Wear)@610.00@597.8
MAC-10 | Gold Brick (Factory New)@66.97@65.6306
Galil AR | Vandal (Factory New)@1.96@1.9207999999999998
Nova | Clear Polymer (Well-Worn)@3.28@3.2144
MP5-SD | Nitro (Factory New)@9.12@8.9376
Sticker | Hello MP7 (Gold)@3.00@2.94
USP-S | Monster Mashup (Minimal Wear)@37.99@37.2302
P90 | Cocoa Rampage (Battle-Scarred)@0.55@0.539
P90 | Run and Hide (Factory New)@315.00@308.7
Sealed Graffiti | Recoil FAMAS (Blood Red)@10.00@9.8
Sealed Graffiti | Recoil P90 (Battle Green)@10.00@9.8
★ Specialist Gloves | Field Agent (Battle-Scarred)@175.00@171.5
★ Specialist Gloves | Tiger Strike (Field-Tested)@700.00@686.0
G3SG1 | Digital Mesh (Factory New)@8.00@7.84
Sealed Graffiti | Recoil MP7 (SWAT Blue)@10.00@9.8
Patch | Metal Legendary Eagle Master ★@4.39@4.3022
★ Moto Gloves | Blood Pressure (Field-Tested)@319.99@313.5902
SSG 08 | Jungle Dashed (Factory New)@8.00@7.84
Sealed Graffiti | Recoil P90 (SWAT Blue)@10.00@9.8
StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred)@4.19@4.1062
USP-S | Ancient Visions (Factory New)@54.99@53.8902
StatTrak™ SSG 08 | Parallax (Well-Worn)@4.42@4.3316
StatTrak™ P250 | Contaminant (Factory New)@15.00@14.7
Sealed Graffiti | Recoil MAC-10 (Dust Brown)@10.00@9.8
Negev | Phoenix Stencil (Factory New)@25.00@24.5
Patch | Metal Master Guardian@4.39@4.3022
★ Driver Gloves | Queen Jaguar (Field-Tested)@145.00@142.1
Patch | Metal The Global Elite ★@17.99@17.6302
StatTrak™ Glock-18 | Neo-Noir (Minimal Wear)@90.99@89.1702
★ Moto Gloves | 3rd Commando Company (Field-Tested)@114.99@112.69019999999999
StatTrak™ M249 | Deep Relief (Factory New)@13.00@12.74
StatTrak™ USP-S | Monster Mashup (Minimal Wear)@65.00@63.699999999999996
StatTrak™ MP5-SD | Condition Zero (Factory New)@3.67@3.5966
★ Specialist Gloves | Lt. Commander (Field-Tested)@219.99@215.5902
Sealed Graffiti | Recoil SG 553 (Monarch Blue)@10.00@9.8
Sealed Graffiti | Recoil MP7 (Violent Violet)@6.00@5.88
Sealed Graffiti | Recoil SG 553 (War Pig Pink)@10.00@9.8
Five-SeveN | Berries And Cherries (Minimal Wear)@137.19@134.4462
StatTrak™ Galil AR | Vandal (Factory New)@15.00@14.7
StatTrak™ SSG 08 | Parallax (Factory New)@18.00@17.64
★ Moto Gloves | Finish Line (Field-Tested)@309.99@303.7902
StatTrak™ USP-S | Monster Mashup (Battle-Scarred)@37.19@36.4462
★ Specialist Gloves | Marble Fade (Field-Tested)@379.99@372.3902
Sealed Graffiti | Recoil FAMAS (Dust Brown)@7.50@7.35
★ Specialist Gloves | Field Agent (Field-Tested)@359.99@352.7902
Sealed Graffiti | Recoil M4A1-S (War Pig Pink)@7.50@7.35
★ Sport Gloves | Big Game (Minimal Wear)@559.99@548.7902
Sealed Graffiti | Recoil PP-Bizon (Shark White)@7.50@7.35
M4A1-S | Printstream (Factory New)@510.13@499.9274
Sealed Graffiti | Recoil M4A1-S (Monster Purple)@7.50@7.35
★ Specialist Gloves | Tiger Strike (Minimal Wear)@879.00@861.42
Sealed Graffiti | Recoil PP-Bizon (Brick Red)@10.00@9.8
★ Specialist Gloves | Tiger Strike (Well-Worn)@449.99@440.9902
Sealed Graffiti | Recoil AWP (Brick Red)@10.00@9.8
Sealed Graffiti | Recoil AWP (Monster Purple)@10.00@9.8
Sealed Graffiti | Recoil AK-47 (Jungle Green)@10.00@9.8
Sealed Graffiti | Recoil MP9 (Desert Amber)@10.00@9.8
★ Driver Gloves | Black Tie (Battle-Scarred)@200.00@196.0
Sealed Graffiti | Recoil FAMAS (Princess Pink)@10.00@9.8
Sealed Graffiti | Recoil PP-Bizon (Cash Green)@10.00@9.8
Sealed Graffiti | Recoil AUG (Cash Green)@10.00@9.8
Negev | Phoenix Stencil (Well-Worn)@15.81@15.4938
Sealed Graffiti | Recoil CZ-75 (Wire Blue)@10.00@9.8
Sealed Graffiti | Recoil P90 (Shark White)@6.00@5.88
Sealed Graffiti | Recoil XM1014 (Desert Amber)@7.00@6.859999999999999
Sealed Graffiti | Recoil P90 (Jungle Green)@7.00@6.859999999999999
Sealed Graffiti | Recoil AK-47 (SWAT Blue)@10.00@9.8
P90 | Tiger Pit (Well-Worn)@15.85@15.533
Sealed Graffiti | Recoil FAMAS (SWAT Blue)@10.00@9.8
Sealed Graffiti | Recoil MAC-10 (Blood Red)@10.00@9.8
Sealed Graffiti | Recoil M4A4 (Cash Green)@7.50@7.35
Sealed Graffiti | Recoil MP7 (Wire Blue)@7.50@7.35
Sealed Graffiti | Recoil XM1014 (Princess Pink)@7.50@7.35
Sealed Graffiti | Recoil P90 (Cash Green)@10.00@9.8
Sealed Graffiti | Recoil Galil AR (SWAT Blue)@7.50@7.35
Sealed Graffiti | Recoil M4A4 (War Pig Pink)@10.00@9.8
Sealed Graffiti | Recoil XM1014 (Blood Red)@10.00@9.8
Sealed Graffiti | Recoil MP7 (Monarch Blue)@7.50@7.35
Sealed Graffiti | Recoil CZ-75 (Tiger Orange)@7.50@7.35
Sealed Graffiti | Recoil Galil AR (Jungle Green)@10.00@9.8
Sealed Graffiti | Recoil AUG (Brick Red)@10.00@9.8
Sealed Graffiti | Recoil M4A1-S (Monarch Blue)@7.50@7.35
Sealed Graffiti | Recoil Galil AR (War Pig Pink)@7.50@7.35
Sealed Graffiti | Recoil FAMAS (Wire Blue)@7.50@7.35
Sealed Graffiti | Recoil MAC-10 (Monarch Blue)@10.00@9.8
Sealed Graffiti | Recoil FAMAS (Cash Green)@10.00@9.8
Sealed Graffiti | Recoil UMP-45 (Brick Red)@10.00@9.8
Sealed Graffiti | Recoil M4A4 (Tracer Yellow)@7.50@7.35
Sealed Graffiti | Recoil UMP-45 (Bazooka Pink)@10.00@9.8
Sealed Graffiti | Recoil M4A4 (Jungle Green)@10.00@9.8
★ Specialist Gloves | Field Agent (Minimal Wear)@799.99@783.9902
Sealed Graffiti | Recoil M4A1-S (Desert Amber)@10.00@9.8
Sealed Graffiti | Recoil AUG (Tracer Yellow)@10.00@9.8
Sealed Graffiti | Recoil P90 (Monster Purple)@10.00@9.8
Sealed Graffiti | Recoil MP7 (Jungle Green)@10.00@9.8
