name@price@price_after_sell
10 Year Birthday Sticker Capsule@0.72@0.6335999999999999
1st Lieutenant Farlow | SWAT@6.22@5.4736
★ StatTrak™ Ursus Knife | Forest DDPAT (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Forest DDPAT (Factory New)@@
★ StatTrak™ Ursus Knife | Forest DDPAT (Field-Tested)@@
★ StatTrak™ Ursus Knife | Forest DDPAT (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Forest DDPAT (Well-Worn)@@
★ StatTrak™ Ursus Knife | Marble Fade (Factory New)@413.83@364.1704
★ StatTrak™ Ursus Knife | Marble Fade (Minimal Wear)@414.43@364.6984
★ StatTrak™ Ursus Knife | Night Stripe (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Night Stripe (Factory New)@@
★ StatTrak™ Ursus Knife | Night Stripe (Field-Tested)@@
★ StatTrak™ Ursus Knife | Night Stripe (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Night Stripe (Well-Worn)@@
★ StatTrak™ Ursus Knife | Rust Coat (Battle-Scarred)@160.0@140.8
★ StatTrak™ Ursus Knife | Rust Coat (Well-Worn)@@
★ StatTrak™ Ursus Knife | Safari Mesh (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Safari Mesh (Factory New)@@
★ StatTrak™ Ursus Knife | Safari Mesh (Field-Tested)@@
★ StatTrak™ Ursus Knife | Safari Mesh (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Safari Mesh (Well-Worn)@@
★ StatTrak™ Ursus Knife | Scorched (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Scorched (Factory New)@@
★ StatTrak™ Ursus Knife | Scorched (Field-Tested)@165.13@145.3144
★ StatTrak™ Ursus Knife | Scorched (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Scorched (Well-Worn)@@
★ StatTrak™ Ursus Knife | Slaughter (Factory New)@379.0@333.52
★ StatTrak™ Ursus Knife | Slaughter (Field-Tested)@282.61@248.69680000000002
★ StatTrak™ Ursus Knife | Slaughter (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Stained (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Stained (Factory New)@@
★ StatTrak™ Ursus Knife | Stained (Field-Tested)@@
★ StatTrak™ Ursus Knife | Stained (Minimal Wear)@189.0@166.32
★ StatTrak™ Ursus Knife | Stained (Well-Worn)@@
★ StatTrak™ Ursus Knife | Tiger Tooth (Factory New)@291.72@256.71360000000004
★ StatTrak™ Ursus Knife | Tiger Tooth (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Ultraviolet (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Ultraviolet (Factory New)@@
★ StatTrak™ Ursus Knife | Ultraviolet (Field-Tested)@196.64@173.04319999999998
★ StatTrak™ Ursus Knife | Ultraviolet (Minimal Wear)@300.0@264.0
★ StatTrak™ Ursus Knife | Ultraviolet (Well-Worn)@@
★ StatTrak™ Ursus Knife | Urban Masked (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Urban Masked (Factory New)@@
★ StatTrak™ Ursus Knife | Urban Masked (Field-Tested)@@
★ StatTrak™ Ursus Knife | Urban Masked (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Urban Masked (Well-Worn)@@
StatTrak™ USP-S | 27 (Battle-Scarred)@0.63@0.5544
StatTrak™ USP-S | 27 (Factory New)@4.31@3.7927999999999997
StatTrak™ USP-S | 27 (Field-Tested)@0.63@0.5544
StatTrak™ USP-S | 27 (Minimal Wear)@0.94@0.8271999999999999
StatTrak™ USP-S | 27 (Well-Worn)@0.62@0.5456
StatTrak™ USP-S | Black Lotus (Battle-Scarred)@4.16@3.6608
StatTrak™ USP-S | Black Lotus (Factory New)@35.49@31.2312
StatTrak™ USP-S | Black Lotus (Field-Tested)@4.5@3.96
StatTrak™ USP-S | Black Lotus (Minimal Wear)@9.91@8.7208
StatTrak™ USP-S | Black Lotus (Well-Worn)@4.17@3.6696
StatTrak™ USP-S | Blood Tiger (Factory New)@10.53@9.266399999999999
StatTrak™ USP-S | Blood Tiger (Field-Tested)@5.21@4.5848
StatTrak™ USP-S | Blood Tiger (Minimal Wear)@5.57@4.9016
StatTrak™ USP-S | Blueprint (Battle-Scarred)@13.59@11.9592
StatTrak™ USP-S | Blueprint (Factory New)@117.87@103.7256
StatTrak™ USP-S | Blueprint (Field-Tested)@13.15@11.572000000000001
StatTrak™ USP-S | Blueprint (Minimal Wear)@29.87@26.285600000000002
StatTrak™ USP-S | Blueprint (Well-Worn)@15.63@13.7544
StatTrak™ USP-S | Caiman (Factory New)@142.46@125.3648
StatTrak™ USP-S | Caiman (Field-Tested)@@
StatTrak™ USP-S | Caiman (Minimal Wear)@87.79@77.2552
StatTrak™ USP-S | Caiman (Well-Worn)@@
StatTrak™ USP-S | Cortex (Battle-Scarred)@6.28@5.526400000000001
StatTrak™ USP-S | Cortex (Factory New)@29.63@26.0744
StatTrak™ USP-S | Cortex (Field-Tested)@6.85@6.028
StatTrak™ USP-S | Cortex (Minimal Wear)@11.16@9.8208
StatTrak™ USP-S | Cortex (Well-Worn)@6.1@5.367999999999999
StatTrak™ USP-S | Cyrex (Battle-Scarred)@5.17@4.5496
StatTrak™ USP-S | Cyrex (Factory New)@12.25@10.78
StatTrak™ USP-S | Cyrex (Field-Tested)@3.69@3.2472
StatTrak™ USP-S | Cyrex (Minimal Wear)@6.31@5.5527999999999995
StatTrak™ USP-S | Cyrex (Well-Worn)@5.58@4.9104
StatTrak™ USP-S | Dark Water (Field-Tested)@167.74@147.6112
StatTrak™ USP-S | Dark Water (Minimal Wear)@156.82@138.0016
StatTrak™ USP-S | Flashback (Battle-Scarred)@3.32@2.9215999999999998
StatTrak™ USP-S | Flashback (Factory New)@3.75@3.3
StatTrak™ USP-S | Flashback (Field-Tested)@1.32@1.1616
StatTrak™ USP-S | Flashback (Minimal Wear)@2.05@1.8039999999999998
StatTrak™ USP-S | Flashback (Well-Worn)@2.54@2.2352
StatTrak™ USP-S | Guardian (Factory New)@14.74@12.9712
StatTrak™ USP-S | Guardian (Field-Tested)@7.53@6.6264
StatTrak™ USP-S | Guardian (Minimal Wear)@11.9@10.472
StatTrak™ USP-S | Jawbreaker (Battle-Scarred)@13.77@12.1176
StatTrak™ USP-S | Jawbreaker (Factory New)@55.26@48.6288
StatTrak™ USP-S | Jawbreaker (Field-Tested)@13.5@11.88
StatTrak™ USP-S | Jawbreaker (Minimal Wear)@25.0@22.0
StatTrak™ USP-S | Jawbreaker (Well-Worn)@13.41@11.8008
StatTrak™ USP-S | Kill Confirmed (Battle-Scarred)@114.4@100.67200000000001
StatTrak™ USP-S | Kill Confirmed (Factory New)@545.0@479.6
StatTrak™ USP-S | Kill Confirmed (Field-Tested)@156.56@137.7728
StatTrak™ USP-S | Kill Confirmed (Minimal Wear)@278.48@245.06240000000003
StatTrak™ USP-S | Kill Confirmed (Well-Worn)@108.0@95.04
StatTrak™ USP-S | Lead Conduit (Battle-Scarred)@2.46@2.1648
StatTrak™ USP-S | Lead Conduit (Factory New)@22.0@19.36
StatTrak™ USP-S | Lead Conduit (Field-Tested)@2.62@2.3056
StatTrak™ USP-S | Lead Conduit (Minimal Wear)@5.06@4.4528
StatTrak™ USP-S | Lead Conduit (Well-Worn)@2.74@2.4112
StatTrak™ USP-S | Monster Mashup (Battle-Scarred)@26.99@23.751199999999997
StatTrak™ USP-S | Monster Mashup (Factory New)@99.98@87.9824
StatTrak™ USP-S | Monster Mashup (Field-Tested)@31.72@27.9136
StatTrak™ USP-S | Monster Mashup (Minimal Wear)@57.74@50.8112
StatTrak™ USP-S | Monster Mashup (Well-Worn)@32.27@28.397600000000004
StatTrak™ USP-S | Neo-Noir (Battle-Scarred)@48.98@43.102399999999996
StatTrak™ USP-S | Neo-Noir (Factory New)@108.46@95.4448
StatTrak™ USP-S | Neo-Noir (Field-Tested)@42.68@37.5584
StatTrak™ USP-S | Neo-Noir (Minimal Wear)@53.4@46.992
StatTrak™ USP-S | Neo-Noir (Well-Worn)@@
StatTrak™ USP-S | Orion (Battle-Scarred)@@
StatTrak™ USP-S | Orion (Factory New)@118.88@104.6144
StatTrak™ USP-S | Orion (Field-Tested)@102.56@90.25280000000001
StatTrak™ USP-S | Orion (Minimal Wear)@101.3@89.14399999999999
StatTrak™ USP-S | Orion (Well-Worn)@@
StatTrak™ USP-S | Overgrowth (Battle-Scarred)@184.19@162.0872
StatTrak™ USP-S | Overgrowth (Factory New)@1999.0@1759.1200000000001
StatTrak™ USP-S | Overgrowth (Field-Tested)@40.5@35.64
StatTrak™ USP-S | Overgrowth (Minimal Wear)@59.86@52.6768
StatTrak™ USP-S | Overgrowth (Well-Worn)@94.93@83.53840000000001
StatTrak™ USP-S | Printstream (Battle-Scarred)@67.94@59.7872
StatTrak™ USP-S | Printstream (Factory New)@272.1@239.448
StatTrak™ USP-S | Printstream (Field-Tested)@70.0@61.6
StatTrak™ USP-S | Printstream (Minimal Wear)@129.14@113.6432
StatTrak™ USP-S | Printstream (Well-Worn)@109.99@96.79119999999999
StatTrak™ USP-S | Serum (Factory New)@57.92@50.9696
StatTrak™ USP-S | Serum (Field-Tested)@44.64@39.2832
StatTrak™ USP-S | Serum (Minimal Wear)@50.04@44.035199999999996
StatTrak™ USP-S | Stainless (Battle-Scarred)@17.17@15.109600000000002
StatTrak™ USP-S | Stainless (Factory New)@103.96@91.48479999999999
StatTrak™ USP-S | Stainless (Field-Tested)@16.88@14.8544
StatTrak™ USP-S | Stainless (Minimal Wear)@33.96@29.884800000000002
StatTrak™ USP-S | Stainless (Well-Worn)@157.48@138.58239999999998
StatTrak™ USP-S | The Traitor (Battle-Scarred)@32.0@28.16
StatTrak™ USP-S | The Traitor (Factory New)@179.59@158.0392
StatTrak™ USP-S | The Traitor (Field-Tested)@37.19@32.727199999999996
StatTrak™ USP-S | The Traitor (Minimal Wear)@57.79@50.855199999999996
StatTrak™ USP-S | The Traitor (Well-Worn)@37.14@32.6832
StatTrak™ USP-S | Ticket to Hell (Battle-Scarred)@0.88@0.7744
StatTrak™ USP-S | Ticket to Hell (Factory New)@6.59@5.7992
StatTrak™ USP-S | Ticket to Hell (Field-Tested)@1.35@1.1880000000000002
StatTrak™ USP-S | Ticket to Hell (Minimal Wear)@2.62@2.3056
StatTrak™ USP-S | Ticket to Hell (Well-Worn)@2.04@1.7952000000000001
StatTrak™ USP-S | Torque (Battle-Scarred)@3.83@3.3704
StatTrak™ USP-S | Torque (Factory New)@5.65@4.972
StatTrak™ USP-S | Torque (Field-Tested)@2.65@2.332
StatTrak™ USP-S | Torque (Minimal Wear)@3.68@3.2384
StatTrak™ USP-S | Torque (Well-Worn)@2.32@2.0416
StatTrak™ XM1014 | Black Tie (Battle-Scarred)@0.72@0.6335999999999999
StatTrak™ XM1014 | Black Tie (Factory New)@12.06@10.6128
StatTrak™ XM1014 | Black Tie (Field-Tested)@1.03@0.9064
StatTrak™ XM1014 | Black Tie (Minimal Wear)@4.06@3.5727999999999995
StatTrak™ XM1014 | Black Tie (Well-Worn)@3.08@2.7104
StatTrak™ XM1014 | Entombed (Battle-Scarred)@4.46@3.9248
StatTrak™ XM1014 | Entombed (Factory New)@14.97@13.1736
StatTrak™ XM1014 | Entombed (Field-Tested)@4.66@4.1008000000000004
StatTrak™ XM1014 | Entombed (Minimal Wear)@6.95@6.1160000000000005
StatTrak™ XM1014 | Entombed (Well-Worn)@7.99@7.0312
StatTrak™ XM1014 | Heaven Guard (Battle-Scarred)@@
StatTrak™ XM1014 | Heaven Guard (Factory New)@35.0@30.8
StatTrak™ XM1014 | Heaven Guard (Field-Tested)@12.67@11.1496
StatTrak™ XM1014 | Heaven Guard (Minimal Wear)@14.23@12.522400000000001
StatTrak™ XM1014 | Heaven Guard (Well-Worn)@@
StatTrak™ XM1014 | Incinegator (Battle-Scarred)@3.3@2.904
StatTrak™ XM1014 | Incinegator (Field-Tested)@3.56@3.1328
StatTrak™ XM1014 | Incinegator (Minimal Wear)@53.97@47.4936
StatTrak™ XM1014 | Incinegator (Well-Worn)@4.7@4.136
StatTrak™ XM1014 | Irezumi (Battle-Scarred)@0.15@0.132
StatTrak™ XM1014 | Irezumi (Factory New)@1.0@0.88
StatTrak™ XM1014 | Irezumi (Field-Tested)@0.18@0.15839999999999999
StatTrak™ XM1014 | Irezumi (Minimal Wear)@0.47@0.41359999999999997
StatTrak™ XM1014 | Irezumi (Well-Worn)@0.24@0.2112
StatTrak™ XM1014 | Oxide Blaze (Battle-Scarred)@0.17@0.1496
StatTrak™ XM1014 | Oxide Blaze (Factory New)@0.86@0.7568
StatTrak™ XM1014 | Oxide Blaze (Field-Tested)@0.11@0.0968
StatTrak™ XM1014 | Oxide Blaze (Minimal Wear)@0.32@0.2816
StatTrak™ XM1014 | Oxide Blaze (Well-Worn)@0.24@0.2112
StatTrak™ XM1014 | Quicksilver (Battle-Scarred)@0.67@0.5896
StatTrak™ XM1014 | Quicksilver (Factory New)@1.41@1.2408
StatTrak™ XM1014 | Quicksilver (Field-Tested)@0.55@0.48400000000000004
StatTrak™ XM1014 | Quicksilver (Minimal Wear)@0.85@0.748
StatTrak™ XM1014 | Quicksilver (Well-Worn)@1.31@1.1528
StatTrak™ XM1014 | Red Python (Battle-Scarred)@@
StatTrak™ XM1014 | Red Python (Field-Tested)@2.37@2.0856
StatTrak™ XM1014 | Red Python (Minimal Wear)@3.99@3.5112
StatTrak™ XM1014 | Red Python (Well-Worn)@@
StatTrak™ XM1014 | Scumbria (Battle-Scarred)@0.45@0.396
StatTrak™ XM1014 | Scumbria (Factory New)@3.5@3.08
StatTrak™ XM1014 | Scumbria (Field-Tested)@0.39@0.3432
StatTrak™ XM1014 | Scumbria (Minimal Wear)@0.79@0.6952
StatTrak™ XM1014 | Scumbria (Well-Worn)@0.33@0.2904
StatTrak™ XM1014 | Seasons (Battle-Scarred)@3.4@2.992
StatTrak™ XM1014 | Seasons (Factory New)@5.91@5.2008
StatTrak™ XM1014 | Seasons (Field-Tested)@3.63@3.1944
StatTrak™ XM1014 | Seasons (Minimal Wear)@4.0@3.52
StatTrak™ XM1014 | Seasons (Well-Worn)@4.24@3.7312000000000003
StatTrak™ XM1014 | Slipstream (Battle-Scarred)@0.35@0.308
StatTrak™ XM1014 | Slipstream (Factory New)@1.55@1.364
StatTrak™ XM1014 | Slipstream (Field-Tested)@0.26@0.2288
StatTrak™ XM1014 | Slipstream (Minimal Wear)@0.75@0.66
StatTrak™ XM1014 | Slipstream (Well-Worn)@0.52@0.4576
StatTrak™ XM1014 | Teclu Burner (Battle-Scarred)@4.4@3.8720000000000003
StatTrak™ XM1014 | Teclu Burner (Factory New)@7.83@6.8904000000000005
StatTrak™ XM1014 | Teclu Burner (Field-Tested)@2.0@1.76
StatTrak™ XM1014 | Teclu Burner (Minimal Wear)@4.59@4.0392
StatTrak™ XM1014 | Teclu Burner (Well-Worn)@2.93@2.5784000000000002
StatTrak™ XM1014 | Tranquility (Battle-Scarred)@@
StatTrak™ XM1014 | Tranquility (Factory New)@71.5@62.92
StatTrak™ XM1014 | Tranquility (Field-Tested)@20.07@17.6616
StatTrak™ XM1014 | Tranquility (Minimal Wear)@35.35@31.108
StatTrak™ XM1014 | Tranquility (Well-Worn)@@
StatTrak™ XM1014 | Watchdog (Battle-Scarred)@1.64@1.4431999999999998
StatTrak™ XM1014 | Watchdog (Factory New)@30.0@26.4
StatTrak™ XM1014 | Watchdog (Field-Tested)@2.5@2.2
StatTrak™ XM1014 | Watchdog (Minimal Wear)@4.37@3.8456
StatTrak™ XM1014 | Watchdog (Well-Worn)@1.77@1.5576
StatTrak™ XM1014 | XOXO (Battle-Scarred)@5.0@4.4
StatTrak™ XM1014 | XOXO (Factory New)@24.99@21.9912
StatTrak™ XM1014 | XOXO (Field-Tested)@4.0@3.52
StatTrak™ XM1014 | XOXO (Minimal Wear)@8.6@7.568
StatTrak™ XM1014 | XOXO (Well-Worn)@4.34@3.8192
StatTrak™ XM1014 | Ziggy (Battle-Scarred)@0.84@0.7392
StatTrak™ XM1014 | Ziggy (Factory New)@3.56@3.1328
StatTrak™ XM1014 | Ziggy (Field-Tested)@0.85@0.748
StatTrak™ XM1014 | Ziggy (Minimal Wear)@1.97@1.7336
StatTrak™ XM1014 | Ziggy (Well-Worn)@1.67@1.4696
StatTrak™ XM1014 | Zombie Offensive (Battle-Scarred)@2.06@1.8128
StatTrak™ XM1014 | Zombie Offensive (Factory New)@2.35@2.068
StatTrak™ XM1014 | Zombie Offensive (Field-Tested)@0.37@0.3256
StatTrak™ XM1014 | Zombie Offensive (Minimal Wear)@0.86@0.7568
StatTrak™ XM1014 | Zombie Offensive (Well-Worn)@0.41@0.36079999999999995
StatTrak™ Zeus x27 | Olympus (Battle-Scarred)@13.67@12.0296
StatTrak™ Zeus x27 | Olympus (Factory New)@42.47@37.373599999999996
StatTrak™ Zeus x27 | Olympus (Field-Tested)@14.58@12.830400000000001
StatTrak™ Zeus x27 | Olympus (Minimal Wear)@24.99@21.9912
StatTrak™ Zeus x27 | Olympus (Well-Worn)@16.48@14.5024
Sticker | 00 Nation (Glitter) | Rio 2022@1.14@1.0031999999999999
Sticker | 00 Nation (Gold) | Rio 2022@6.69@5.8872
Sticker | 00 Nation (Holo) | Rio 2022@3.94@3.4672
Sticker | 00 Nation | Rio 2022@0.26@0.2288
Sticker | 100 Thieves | 2020 RMR@0.02@0.0176
Sticker | 100 Thieves | Boston 2018@27.99@24.6312
Sticker | 100 Thieves (Foil) | 2020 RMR@0.25@0.22
Sticker | 100 Thieves (Foil) | Boston 2018@569.0@500.72
Sticker | 100 Thieves (Gold) | 2020 RMR@1.66@1.4607999999999999
Sticker | 100 Thieves (Holo) | 2020 RMR@0.1@0.08800000000000001
Sticker | 100 Thieves (Holo) | Boston 2018@1137.39@1000.9032000000001
Sticker | 360 No Scope@0.4@0.35200000000000004
Sticker | 3DMAX (Foil) | Katowice 2015@279.99@246.3912
Sticker | 3DMAX (Glitter) | Shanghai 2024@0.09@0.07919999999999999
Sticker | 3DMAX (Gold) | Shanghai 2024@2.11@1.8568
Sticker | 3DMAX (Holo) | Katowice 2014@3399.0@2991.12
Sticker | 3DMAX (Holo) | Katowice 2015@189.86@167.07680000000002
Sticker | 3DMAX (Holo) | Shanghai 2024@1.9@1.672
Sticker | 3DMAX | Katowice 2014@425.0@374.0
Sticker | 3DMAX | Katowice 2015@75.0@66.0
Sticker | 3DMAX | Shanghai 2024@0.02@0.0176
Sticker | 910 | Copenhagen 2024@0.02@0.0176
Sticker | 910 (Glitter) | Copenhagen 2024@0.15@0.132
Sticker | 910 (Glitter) | Shanghai 2024@0.99@0.8712
Sticker | 910 (Gold) | Copenhagen 2024@31.38@27.6144
Sticker | 910 (Gold) | Shanghai 2024@@
Sticker | 910 (Holo) | Copenhagen 2024@0.75@0.66
Sticker | 910 (Holo) | Shanghai 2024@31.8@27.984
Sticker | 910 | Shanghai 2024@0.04@0.0352
Sticker | 9INE (Glitter) | Paris 2023@0.05@0.044000000000000004
Sticker | 9INE (Gold) | Paris 2023@1.5@1.32
Sticker | 9INE (Holo) | Paris 2023@1.2@1.056
Sticker | 9INE | Paris 2023@0.02@0.0176
Sticker | 9z Team | Antwerp 2022@0.32@0.2816
Sticker | 9z Team (Glitter) | Antwerp 2022@1.35@1.1880000000000002
Sticker | 9z Team (Glitter) | Rio 2022@0.91@0.8008000000000001
Sticker | 9z Team (Gold) | Antwerp 2022@3.52@3.0976
Sticker | 9z Team (Gold) | Rio 2022@3.99@3.5112
Sticker | 9z Team (Holo) | Antwerp 2022@5.94@5.227200000000001
Sticker | 9z Team (Holo) | Rio 2022@1.92@1.6896
Sticker | 9z Team | Rio 2022@0.08@0.0704
Sticker | Abalone Strafe (Holo)@5.21@4.5848
Sticker | abE (Foil) | MLG Columbus 2016@15.99@14.071200000000001
Sticker | abE | MLG Columbus 2016@34.08@29.990399999999998
Sticker | ableJ | Berlin 2019@0.25@0.22
Sticker | ableJ (Foil) | Berlin 2019@1.46@1.2848
Sticker | ableJ (Foil) | Katowice 2019@2.34@2.0591999999999997
Sticker | ableJ (Gold) | Berlin 2019@@
Sticker | ableJ (Gold) | Katowice 2019@@
Sticker | ableJ | Katowice 2019@0.71@0.6248
Sticker | Ace Clutch Co. (Holo)@1.2@1.056
Sticker | Ace Devil (Foil)@5.38@4.7344
Sticker | Aces High@1.22@1.0735999999999999
Sticker | Aces High (Holo)@3.31@2.9128000000000003
Sticker | acoR | Copenhagen 2024@0.02@0.0176
Sticker | acoR (Glitter) | Copenhagen 2024@0.03@0.0264
Sticker | acoR (Glitter) | Paris 2023@0.03@0.0264
Sticker | acoR (Glitter) | Rio 2022@0.2@0.17600000000000002
Sticker | acoR (Gold) | Copenhagen 2024@4.0@3.52
Sticker | acoR (Gold) | Paris 2023@1.3@1.1440000000000001
Sticker | acoR (Gold) | Rio 2022@6.05@5.324
Sticker | acoR (Holo) | Copenhagen 2024@2.06@1.8128
Sticker | acoR (Holo) | Paris 2023@0.49@0.43119999999999997
Sticker | acoR (Holo) | Rio 2022@0.61@0.5367999999999999
Sticker | acoR | Paris 2023@0.02@0.0176
Sticker | acoR | Rio 2022@0.02@0.0176
Sticker | adamS | Copenhagen 2024@0.02@0.0176
Sticker | adamS (Glitter) | Copenhagen 2024@0.49@0.43119999999999997
Sticker | adamS (Gold) | Copenhagen 2024@@
Sticker | adamS (Holo) | Copenhagen 2024@2.29@2.0152
Sticker | Adepta Sororitas@0.31@0.2728
Sticker | AdreN | Atlanta 2017@6.64@5.8431999999999995
Sticker | AdreN | Berlin 2019@0.29@0.2552
Sticker | AdreN | Boston 2018@1.99@1.7512
Sticker | adreN | Cluj-Napoca 2015@@
Sticker | AdreN | Cologne 2016@49.27@43.357600000000005
Sticker | AdreN (Foil) | Atlanta 2017@@
Sticker | AdreN (Foil) | Berlin 2019@1.35@1.1880000000000002
Sticker | AdreN (Foil) | Boston 2018@8.9@7.832000000000001
Sticker | adreN (Foil) | Cluj-Napoca 2015@20.26@17.8288
Sticker | AdreN (Foil) | Cologne 2016@@
Sticker | AdreN (Foil) | Katowice 2019@2.5@2.2
Sticker | AdreN (Foil) | Krakow 2017@18.61@16.3768
Sticker | AdreN (Foil) | London 2018@@
Sticker | adreN (Foil) | MLG Columbus 2016@24.49@21.551199999999998
Sticker | AdreN (Foil)  | MLG Columbus 2016@@
Sticker | AdreN (Gold) | Berlin 2019@@
Sticker | AdreN (Gold) | Boston 2018@@
Sticker | AdreN (Gold) | Katowice 2019@@
Sticker | AdreN (Gold) | Krakow 2017@@
Sticker | AdreN (Gold) | London 2018@@
Sticker | AdreN | Katowice 2019@1.29@1.1352
Sticker | AdreN | Krakow 2017@3.86@3.3968
Sticker | AdreN | London 2018@3.0@2.64
Sticker | adreN | MLG Columbus 2016@23.7@20.855999999999998
Sticker | AdreN  | MLG Columbus 2016@@
Sticker | advent (Foil) | Katowice 2019@@
Sticker | advent (Gold) | Katowice 2019@@
Sticker | advent | Katowice 2019@5.99@5.2712
Sticker | Aeldari Avatar@0.09@0.07919999999999999
Sticker | Aerial | Berlin 2019@0.35@0.308
Sticker | Aerial (Foil) | Berlin 2019@1.39@1.2231999999999998
Sticker | Aerial (Foil) | Katowice 2019@3.99@3.5112
Sticker | Aerial (Gold) | Berlin 2019@10.99@9.6712
Sticker | Aerial (Gold) | Katowice 2019@35.0@30.8
Sticker | Aerial | Katowice 2019@0.71@0.6248
Sticker | afro (Glitter) | Shanghai 2024@0.19@0.16720000000000002
Sticker | afro (Gold) | Shanghai 2024@@
Sticker | afro (Holo) | Shanghai 2024@0.99@0.8712
Sticker | afro | Shanghai 2024@0.02@0.0176
Sticker | After Hours Stabbyfish@0.21@0.1848
Sticker | Agent Select@0.04@0.0352
Sticker | Aim And Fire@0.02@0.0176
Sticker | aizy | Atlanta 2017@5.61@4.936800000000001
Sticker | aizy | Berlin 2019@0.49@0.43119999999999997
Sticker | aizy | Boston 2018@12.92@11.3696
Sticker | aizy | Cluj-Napoca 2015@@
Sticker | aizy | Cologne 2016@41.63@36.6344
Sticker | aizy (Foil) | Atlanta 2017@@
Sticker | aizy (Foil) | Berlin 2019@1.42@1.2496
Sticker | aizy (Foil) | Boston 2018@@
Sticker | aizy (Foil) | Cluj-Napoca 2015@45.0@39.6
Sticker | aizy (Foil) | Cologne 2016@@
Sticker | aizy (Foil) | Krakow 2017@18.83@16.5704
Sticker | aizy (Foil) | London 2018@@
Sticker | aizy (Foil) | MLG Columbus 2016@72.05@63.403999999999996
Sticker | aizy (Gold) | Berlin 2019@14.99@13.1912
Sticker | aizy (Gold) | Boston 2018@@
Sticker | aizy (Gold) | Krakow 2017@334.79@294.6152
Sticker | aizy (Gold) | London 2018@575.51@506.4488
Sticker | aizy | Krakow 2017@1.99@1.7512
Sticker | aizy | London 2018@1.9@1.672
Sticker | aizy | MLG Columbus 2016@2.62@2.3056
Sticker | AKickflip-47@0.09@0.07919999999999999
Sticker | Akihabara Accept Surf Ava (Foil)@6.05@5.324
Sticker | Aleksib | Antwerp 2022@0.03@0.0264
Sticker | Aleksib | Berlin 2019@0.35@0.308
Sticker | Aleksib (Champion) | Copenhagen 2024@0.02@0.0176
Sticker | Aleksib | Copenhagen 2024@0.02@0.0176
Sticker | Aleksib (Foil) | Berlin 2019@1.19@1.0472
Sticker | Aleksib (Foil) | Katowice 2019@63.02@55.457600000000006
Sticker | Aleksib (Glitter) | Antwerp 2022@0.15@0.132
Sticker | Aleksib (Glitter, Champion) | Copenhagen 2024@0.03@0.0264
Sticker | Aleksib (Glitter) | Copenhagen 2024@0.15@0.132
Sticker | Aleksib (Glitter) | Paris 2023@0.15@0.132
Sticker | Aleksib (Glitter) | Rio 2022@0.3@0.264
Sticker | Aleksib (Glitter) | Shanghai 2024@0.02@0.0176
Sticker | Aleksib (Gold) | Antwerp 2022@18.0@15.84
Sticker | Aleksib (Gold) | Berlin 2019@@
Sticker | Aleksib (Gold, Champion) | Copenhagen 2024@4.9@4.312
