name@price@price_after_sell
10 Year Birthday Sticker Capsule@0.72@0.6335999999999999
1st Lieutenant Farlow | SWAT@6.22@5.4736
★ StatTrak™ Stiletto Knife | Marble Fade (Minimal Wear)@@
★ StatTrak™ Stiletto Knife | Night Stripe (Battle-Scarred)@@
★ StatTrak™ Stiletto Knife | Night Stripe (Factory New)@@
★ StatTrak™ Stiletto Knife | Night Stripe (Field-Tested)@255.78@225.0864
★ StatTrak™ Stiletto Knife | Night Stripe (Minimal Wear)@@
★ StatTrak™ Stiletto Knife | Night Stripe (Well-Worn)@@
★ StatTrak™ Stiletto Knife | Rust Coat (Battle-Scarred)@313.76@276.1088
★ StatTrak™ Stiletto Knife | Rust Coat (Well-Worn)@@
★ StatTrak™ Stiletto Knife | Safari Mesh (Battle-Scarred)@@
★ StatTrak™ Stiletto Knife | Safari Mesh (Factory New)@@
★ StatTrak™ Stiletto Knife | Safari Mesh (Field-Tested)@@
★ StatTrak™ Stiletto Knife | Safari Mesh (Minimal Wear)@@
★ StatTrak™ Stiletto Knife | Safari Mesh (Well-Worn)@@
★ StatTrak™ Stiletto Knife | Scorched (Battle-Scarred)@@
★ StatTrak™ Stiletto Knife | Scorched (Factory New)@@
★ StatTrak™ Stiletto Knife | Scorched (Field-Tested)@299.0@263.12
★ StatTrak™ Stiletto Knife | Scorched (Minimal Wear)@@
★ StatTrak™ Stiletto Knife | Scorched (Well-Worn)@@
★ StatTrak™ Stiletto Knife | Slaughter (Factory New)@@
★ StatTrak™ Stiletto Knife | Slaughter (Field-Tested)@@
★ StatTrak™ Stiletto Knife | Slaughter (Minimal Wear)@@
★ StatTrak™ Stiletto Knife | Stained (Battle-Scarred)@414.15@364.452
★ StatTrak™ Stiletto Knife | Stained (Factory New)@@
★ StatTrak™ Stiletto Knife | Stained (Field-Tested)@@
★ StatTrak™ Stiletto Knife | Stained (Minimal Wear)@@
★ StatTrak™ Stiletto Knife | Stained (Well-Worn)@@
★ StatTrak™ Stiletto Knife | Tiger Tooth (Factory New)@570.02@501.6176
★ StatTrak™ Stiletto Knife | Tiger Tooth (Minimal Wear)@@
★ StatTrak™ Stiletto Knife | Ultraviolet (Battle-Scarred)@380.36@334.71680000000003
★ StatTrak™ Stiletto Knife | Ultraviolet (Factory New)@@
★ StatTrak™ Stiletto Knife | Ultraviolet (Field-Tested)@@
★ StatTrak™ Stiletto Knife | Ultraviolet (Minimal Wear)@390.0@343.2
★ StatTrak™ Stiletto Knife | Ultraviolet (Well-Worn)@@
★ StatTrak™ Stiletto Knife | Urban Masked (Battle-Scarred)@@
★ StatTrak™ Stiletto Knife | Urban Masked (Factory New)@@
★ StatTrak™ Stiletto Knife | Urban Masked (Field-Tested)@@
★ StatTrak™ Stiletto Knife | Urban Masked (Minimal Wear)@@
★ StatTrak™ Stiletto Knife | Urban Masked (Well-Worn)@@
★ StatTrak™ Survival Knife@208.02@183.0576
★ StatTrak™ Survival Knife | Blue Steel (Battle-Scarred)@166.13@146.1944
★ StatTrak™ Survival Knife | Blue Steel (Factory New)@326.79@287.5752
★ StatTrak™ Survival Knife | Blue Steel (Field-Tested)@249.94@219.9472
★ StatTrak™ Survival Knife | Blue Steel (Minimal Wear)@@
★ StatTrak™ Survival Knife | Blue Steel (Well-Worn)@@
★ StatTrak™ Survival Knife | Boreal Forest (Battle-Scarred)@@
★ StatTrak™ Survival Knife | Boreal Forest (Factory New)@690.42@607.5695999999999
★ StatTrak™ Survival Knife | Boreal Forest (Field-Tested)@137.0@120.56
★ StatTrak™ Survival Knife | Boreal Forest (Minimal Wear)@@
★ StatTrak™ Survival Knife | Boreal Forest (Well-Worn)@@
★ StatTrak™ Survival Knife | Case Hardened (Battle-Scarred)@@
★ StatTrak™ Survival Knife | Case Hardened (Factory New)@@
★ StatTrak™ Survival Knife | Case Hardened (Field-Tested)@215.75@189.86
★ StatTrak™ Survival Knife | Case Hardened (Minimal Wear)@250.0@220.0
★ StatTrak™ Survival Knife | Case Hardened (Well-Worn)@@
★ StatTrak™ Survival Knife | Crimson Web (Battle-Scarred)@345.6@304.12800000000004
★ StatTrak™ Survival Knife | Crimson Web (Factory New)@@
★ StatTrak™ Survival Knife | Crimson Web (Field-Tested)@230.75@203.06
★ StatTrak™ Survival Knife | Crimson Web (Minimal Wear)@299.0@263.12
★ StatTrak™ Survival Knife | Crimson Web (Well-Worn)@159.86@140.67680000000001
★ StatTrak™ Survival Knife | Fade (Factory New)@361.0@317.68
★ StatTrak™ Survival Knife | Fade (Minimal Wear)@@
★ StatTrak™ Survival Knife | Forest DDPAT (Battle-Scarred)@@
★ StatTrak™ Survival Knife | Forest DDPAT (Factory New)@@
★ StatTrak™ Survival Knife | Forest DDPAT (Field-Tested)@@
★ StatTrak™ Survival Knife | Forest DDPAT (Minimal Wear)@115.87@101.96560000000001
★ StatTrak™ Survival Knife | Forest DDPAT (Well-Worn)@@
★ StatTrak™ Survival Knife | Night Stripe (Battle-Scarred)@@
★ StatTrak™ Survival Knife | Night Stripe (Factory New)@@
★ StatTrak™ Survival Knife | Night Stripe (Field-Tested)@@
★ StatTrak™ Survival Knife | Night Stripe (Minimal Wear)@@
★ StatTrak™ Survival Knife | Night Stripe (Well-Worn)@@
★ StatTrak™ Survival Knife | Safari Mesh (Battle-Scarred)@@
★ StatTrak™ Survival Knife | Safari Mesh (Factory New)@@
★ StatTrak™ Survival Knife | Safari Mesh (Field-Tested)@@
★ StatTrak™ Survival Knife | Safari Mesh (Minimal Wear)@@
★ StatTrak™ Survival Knife | Safari Mesh (Well-Worn)@@
★ StatTrak™ Survival Knife | Scorched (Battle-Scarred)@@
★ StatTrak™ Survival Knife | Scorched (Factory New)@@
★ StatTrak™ Survival Knife | Scorched (Field-Tested)@140.0@123.2
★ StatTrak™ Survival Knife | Scorched (Minimal Wear)@@
★ StatTrak™ Survival Knife | Scorched (Well-Worn)@@
★ StatTrak™ Survival Knife | Slaughter (Factory New)@300.0@264.0
★ StatTrak™ Survival Knife | Slaughter (Field-Tested)@@
★ StatTrak™ Survival Knife | Slaughter (Minimal Wear)@@
★ StatTrak™ Survival Knife | Stained (Battle-Scarred)@823.86@724.9968
★ StatTrak™ Survival Knife | Stained (Factory New)@@
★ StatTrak™ Survival Knife | Stained (Field-Tested)@139.0@122.32000000000001
★ StatTrak™ Survival Knife | Stained (Minimal Wear)@@
★ StatTrak™ Survival Knife | Stained (Well-Worn)@@
★ StatTrak™ Survival Knife | Urban Masked (Battle-Scarred)@133.98@117.90239999999999
★ StatTrak™ Survival Knife | Urban Masked (Factory New)@@
★ StatTrak™ Survival Knife | Urban Masked (Field-Tested)@139.0@122.32000000000001
★ StatTrak™ Survival Knife | Urban Masked (Minimal Wear)@@
★ StatTrak™ Survival Knife | Urban Masked (Well-Worn)@@
StatTrak™ Swap Tool@0.36@0.31679999999999997
StatTrak™ Tacticians Music Kit Box@10.73@9.442400000000001
★ StatTrak™ Talon Knife@554.82@488.24160000000006
★ StatTrak™ Talon Knife | Blue Steel (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Blue Steel (Factory New)@@
★ StatTrak™ Talon Knife | Blue Steel (Field-Tested)@@
★ StatTrak™ Talon Knife | Blue Steel (Minimal Wear)@600.0@528.0
★ StatTrak™ Talon Knife | Blue Steel (Well-Worn)@@
★ StatTrak™ Talon Knife | Boreal Forest (Battle-Scarred)@352.14@309.8832
★ StatTrak™ Talon Knife | Boreal Forest (Factory New)@@
★ StatTrak™ Talon Knife | Boreal Forest (Field-Tested)@374.0@329.12
★ StatTrak™ Talon Knife | Boreal Forest (Minimal Wear)@409.38@360.2544
★ StatTrak™ Talon Knife | Boreal Forest (Well-Worn)@@
★ StatTrak™ Talon Knife | Case Hardened (Battle-Scarred)@909.9@800.712
★ StatTrak™ Talon Knife | Case Hardened (Factory New)@@
★ StatTrak™ Talon Knife | Case Hardened (Field-Tested)@644.0@566.72
★ StatTrak™ Talon Knife | Case Hardened (Minimal Wear)@810.45@713.196
★ StatTrak™ Talon Knife | Case Hardened (Well-Worn)@568.3@500.104
★ StatTrak™ Talon Knife | Crimson Web (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Crimson Web (Factory New)@@
★ StatTrak™ Talon Knife | Crimson Web (Field-Tested)@@
★ StatTrak™ Talon Knife | Crimson Web (Minimal Wear)@@
★ StatTrak™ Talon Knife | Crimson Web (Well-Worn)@@
★ StatTrak™ Talon Knife | Damascus Steel (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Damascus Steel (Factory New)@@
★ StatTrak™ Talon Knife | Damascus Steel (Field-Tested)@449.95@395.956
★ StatTrak™ Talon Knife | Damascus Steel (Minimal Wear)@@
★ StatTrak™ Talon Knife | Damascus Steel (Well-Worn)@@
★ StatTrak™ Talon Knife | Doppler (Factory New)@1180.01@1038.4088
★ StatTrak™ Talon Knife | Doppler (Minimal Wear)@@
★ StatTrak™ Talon Knife | Fade (Factory New)@1657.72@1458.7936
★ StatTrak™ Talon Knife | Fade (Minimal Wear)@1832.72@1612.7936
★ StatTrak™ Talon Knife | Forest DDPAT (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Forest DDPAT (Factory New)@@
★ StatTrak™ Talon Knife | Forest DDPAT (Field-Tested)@382.33@336.4504
★ StatTrak™ Talon Knife | Forest DDPAT (Minimal Wear)@453.36@398.9568
★ StatTrak™ Talon Knife | Forest DDPAT (Well-Worn)@@
★ StatTrak™ Talon Knife | Marble Fade (Factory New)@870.0@765.6
★ StatTrak™ Talon Knife | Marble Fade (Minimal Wear)@@
★ StatTrak™ Talon Knife | Night Stripe (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Night Stripe (Factory New)@@
★ StatTrak™ Talon Knife | Night Stripe (Field-Tested)@440.0@387.2
★ StatTrak™ Talon Knife | Night Stripe (Minimal Wear)@@
★ StatTrak™ Talon Knife | Night Stripe (Well-Worn)@@
★ StatTrak™ Talon Knife | Rust Coat (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Rust Coat (Well-Worn)@@
★ StatTrak™ Talon Knife | Safari Mesh (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Safari Mesh (Factory New)@@
★ StatTrak™ Talon Knife | Safari Mesh (Field-Tested)@@
★ StatTrak™ Talon Knife | Safari Mesh (Minimal Wear)@480.0@422.4
★ StatTrak™ Talon Knife | Safari Mesh (Well-Worn)@@
★ StatTrak™ Talon Knife | Scorched (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Scorched (Factory New)@@
★ StatTrak™ Talon Knife | Scorched (Field-Tested)@@
★ StatTrak™ Talon Knife | Scorched (Minimal Wear)@@
★ StatTrak™ Talon Knife | Scorched (Well-Worn)@340.0@299.2
★ StatTrak™ Talon Knife | Slaughter (Factory New)@1283.34@1129.3392
★ StatTrak™ Talon Knife | Slaughter (Field-Tested)@@
★ StatTrak™ Talon Knife | Slaughter (Minimal Wear)@@
★ StatTrak™ Talon Knife | Stained (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Stained (Factory New)@@
★ StatTrak™ Talon Knife | Stained (Field-Tested)@417.65@367.532
★ StatTrak™ Talon Knife | Stained (Minimal Wear)@@
★ StatTrak™ Talon Knife | Stained (Well-Worn)@@
★ StatTrak™ Talon Knife | Tiger Tooth (Factory New)@829.0@729.52
★ StatTrak™ Talon Knife | Tiger Tooth (Minimal Wear)@@
★ StatTrak™ Talon Knife | Ultraviolet (Battle-Scarred)@409.72@360.5536
★ StatTrak™ Talon Knife | Ultraviolet (Factory New)@@
★ StatTrak™ Talon Knife | Ultraviolet (Field-Tested)@419.93@369.5384
★ StatTrak™ Talon Knife | Ultraviolet (Minimal Wear)@@
★ StatTrak™ Talon Knife | Ultraviolet (Well-Worn)@@
★ StatTrak™ Talon Knife | Urban Masked (Battle-Scarred)@@
★ StatTrak™ Talon Knife | Urban Masked (Factory New)@@
★ StatTrak™ Talon Knife | Urban Masked (Field-Tested)@@
★ StatTrak™ Talon Knife | Urban Masked (Minimal Wear)@@
★ StatTrak™ Talon Knife | Urban Masked (Well-Worn)@@
StatTrak™ Tec-9 | Avalanche (Battle-Scarred)@3.31@2.9128000000000003
StatTrak™ Tec-9 | Avalanche (Factory New)@21.41@18.8408
StatTrak™ Tec-9 | Avalanche (Field-Tested)@3.99@3.5112
StatTrak™ Tec-9 | Avalanche (Minimal Wear)@8.75@7.7
StatTrak™ Tec-9 | Avalanche (Well-Worn)@2.44@2.1471999999999998
StatTrak™ Tec-9 | Bamboozle (Battle-Scarred)@1.24@1.0912
StatTrak™ Tec-9 | Bamboozle (Factory New)@7.49@6.591200000000001
StatTrak™ Tec-9 | Bamboozle (Field-Tested)@1.01@0.8888
StatTrak™ Tec-9 | Bamboozle (Minimal Wear)@2.78@2.4463999999999997
StatTrak™ Tec-9 | Bamboozle (Well-Worn)@5.55@4.8839999999999995
StatTrak™ Tec-9 | Blue Titanium (Factory New)@11.95@10.516
StatTrak™ Tec-9 | Brother (Battle-Scarred)@0.45@0.396
StatTrak™ Tec-9 | Brother (Factory New)@3.1@2.728
StatTrak™ Tec-9 | Brother (Field-Tested)@0.51@0.44880000000000003
StatTrak™ Tec-9 | Brother (Minimal Wear)@1.31@1.1528
StatTrak™ Tec-9 | Brother (Well-Worn)@0.45@0.396
StatTrak™ Tec-9 | Cracked Opal (Battle-Scarred)@0.15@0.132
StatTrak™ Tec-9 | Cracked Opal (Factory New)@2.51@2.2087999999999997
StatTrak™ Tec-9 | Cracked Opal (Field-Tested)@0.27@0.2376
StatTrak™ Tec-9 | Cracked Opal (Minimal Wear)@0.51@0.44880000000000003
StatTrak™ Tec-9 | Cracked Opal (Well-Worn)@0.15@0.132
StatTrak™ Tec-9 | Cut Out (Battle-Scarred)@4.24@3.7312000000000003
StatTrak™ Tec-9 | Cut Out (Factory New)@25.99@22.871199999999998
StatTrak™ Tec-9 | Cut Out (Field-Tested)@5.05@4.444
StatTrak™ Tec-9 | Cut Out (Minimal Wear)@10.99@9.6712
StatTrak™ Tec-9 | Cut Out (Well-Worn)@5.09@4.4792
StatTrak™ Tec-9 | Decimator (Battle-Scarred)@@
StatTrak™ Tec-9 | Decimator (Factory New)@170.0@149.6
StatTrak™ Tec-9 | Decimator (Field-Tested)@35.0@30.8
StatTrak™ Tec-9 | Decimator (Minimal Wear)@68.93@60.65840000000001
StatTrak™ Tec-9 | Decimator (Well-Worn)@@
StatTrak™ Tec-9 | Flash Out (Battle-Scarred)@0.24@0.2112
StatTrak™ Tec-9 | Flash Out (Factory New)@1.58@1.3904
StatTrak™ Tec-9 | Flash Out (Field-Tested)@0.23@0.2024
StatTrak™ Tec-9 | Flash Out (Minimal Wear)@0.65@0.5720000000000001
StatTrak™ Tec-9 | Flash Out (Well-Worn)@0.45@0.396
StatTrak™ Tec-9 | Fubar (Battle-Scarred)@0.11@0.0968
StatTrak™ Tec-9 | Fubar (Field-Tested)@0.15@0.132
StatTrak™ Tec-9 | Fubar (Minimal Wear)@2.4@2.112
StatTrak™ Tec-9 | Fubar (Well-Worn)@0.12@0.1056
StatTrak™ Tec-9 | Fuel Injector (Battle-Scarred)@5.5@4.84
StatTrak™ Tec-9 | Fuel Injector (Factory New)@50.0@44.0
StatTrak™ Tec-9 | Fuel Injector (Field-Tested)@9.82@8.6416
StatTrak™ Tec-9 | Fuel Injector (Minimal Wear)@20.67@18.189600000000002
StatTrak™ Tec-9 | Fuel Injector (Well-Worn)@7.37@6.4856
StatTrak™ Tec-9 | Ice Cap (Battle-Scarred)@@
StatTrak™ Tec-9 | Ice Cap (Factory New)@2.45@2.156
StatTrak™ Tec-9 | Ice Cap (Field-Tested)@0.58@0.5104
StatTrak™ Tec-9 | Ice Cap (Minimal Wear)@1.19@1.0472
StatTrak™ Tec-9 | Ice Cap (Well-Worn)@0.68@0.5984
StatTrak™ Tec-9 | Isaac (Battle-Scarred)@3.3@2.904
StatTrak™ Tec-9 | Isaac (Factory New)@34.68@30.5184
StatTrak™ Tec-9 | Isaac (Field-Tested)@4.11@3.6168000000000005
StatTrak™ Tec-9 | Isaac (Minimal Wear)@7.2@6.336
StatTrak™ Tec-9 | Isaac (Well-Worn)@3.86@3.3968
StatTrak™ Tec-9 | Jambiya (Battle-Scarred)@0.45@0.396
StatTrak™ Tec-9 | Jambiya (Factory New)@6.2@5.456
StatTrak™ Tec-9 | Jambiya (Field-Tested)@0.69@0.6072
StatTrak™ Tec-9 | Jambiya (Minimal Wear)@1.31@1.1528
StatTrak™ Tec-9 | Jambiya (Well-Worn)@0.71@0.6248
StatTrak™ Tec-9 | Rebel (Battle-Scarred)@0.09@0.07919999999999999
StatTrak™ Tec-9 | Rebel (Factory New)@1.06@0.9328000000000001
StatTrak™ Tec-9 | Rebel (Field-Tested)@0.11@0.0968
StatTrak™ Tec-9 | Rebel (Minimal Wear)@0.25@0.22
StatTrak™ Tec-9 | Rebel (Well-Worn)@0.08@0.0704
StatTrak™ Tec-9 | Re-Entry (Factory New)@4.86@4.276800000000001
StatTrak™ Tec-9 | Re-Entry (Field-Tested)@1.23@1.0824
StatTrak™ Tec-9 | Re-Entry (Minimal Wear)@2.07@1.8215999999999999
StatTrak™ Tec-9 | Re-Entry (Well-Worn)@1.88@1.6543999999999999
StatTrak™ Tec-9 | Sandstorm (Battle-Scarred)@0.9@0.792
StatTrak™ Tec-9 | Sandstorm (Field-Tested)@0.76@0.6688000000000001
StatTrak™ Tec-9 | Sandstorm (Minimal Wear)@4.75@4.18
StatTrak™ Tec-9 | Sandstorm (Well-Worn)@1.28@1.1264
StatTrak™ Tec-9 | Slag (Battle-Scarred)@0.13@0.1144
StatTrak™ Tec-9 | Slag (Factory New)@1.01@0.8888
StatTrak™ Tec-9 | Slag (Field-Tested)@0.18@0.15839999999999999
StatTrak™ Tec-9 | Slag (Minimal Wear)@0.38@0.33440000000000003
StatTrak™ Tec-9 | Slag (Well-Worn)@0.16@0.1408
StatTrak™ Tec-9 | Snek-9 (Battle-Scarred)@0.3@0.264
StatTrak™ Tec-9 | Snek-9 (Factory New)@4.75@4.18
StatTrak™ Tec-9 | Snek-9 (Field-Tested)@0.49@0.43119999999999997
StatTrak™ Tec-9 | Snek-9 (Minimal Wear)@1.2@1.056
StatTrak™ Tec-9 | Snek-9 (Well-Worn)@0.36@0.31679999999999997
StatTrak™ Tec-9 | Titanium Bit (Factory New)@19.96@17.5648
StatTrak™ Tec-9 | Titanium Bit (Field-Tested)@17.31@15.2328
StatTrak™ Tec-9 | Titanium Bit (Minimal Wear)@11.53@10.1464
StatTrak™ UMP-45 | Arctic Wolf (Battle-Scarred)@0.92@0.8096
StatTrak™ UMP-45 | Arctic Wolf (Factory New)@3.39@2.9832
StatTrak™ UMP-45 | Arctic Wolf (Field-Tested)@0.59@0.5192
StatTrak™ UMP-45 | Arctic Wolf (Minimal Wear)@1.27@1.1176
StatTrak™ UMP-45 | Arctic Wolf (Well-Worn)@0.74@0.6512
StatTrak™ UMP-45 | Bone Pile (Factory New)@36.83@32.410399999999996
StatTrak™ UMP-45 | Bone Pile (Field-Tested)@6.69@5.8872
StatTrak™ UMP-45 | Bone Pile (Minimal Wear)@11.94@10.5072
StatTrak™ UMP-45 | Briefing (Battle-Scarred)@0.17@0.1496
StatTrak™ UMP-45 | Briefing (Factory New)@1.49@1.3112
StatTrak™ UMP-45 | Briefing (Field-Tested)@0.13@0.1144
StatTrak™ UMP-45 | Briefing (Minimal Wear)@0.29@0.2552
StatTrak™ UMP-45 | Briefing (Well-Worn)@0.11@0.0968
StatTrak™ UMP-45 | Corporal (Battle-Scarred)@0.85@0.748
StatTrak™ UMP-45 | Corporal (Factory New)@2.41@2.1208
StatTrak™ UMP-45 | Corporal (Field-Tested)@0.81@0.7128000000000001
StatTrak™ UMP-45 | Corporal (Minimal Wear)@1.21@1.0648
StatTrak™ UMP-45 | Corporal (Well-Worn)@0.87@0.7656
StatTrak™ UMP-45 | Delusion (Factory New)@5.1@4.4879999999999995
StatTrak™ UMP-45 | Delusion (Field-Tested)@1.22@1.0735999999999999
StatTrak™ UMP-45 | Delusion (Minimal Wear)@1.54@1.3552
StatTrak™ UMP-45 | Exposure (Battle-Scarred)@0.86@0.7568
StatTrak™ UMP-45 | Exposure (Factory New)@3.89@3.4232
StatTrak™ UMP-45 | Exposure (Field-Tested)@0.84@0.7392
StatTrak™ UMP-45 | Exposure (Minimal Wear)@1.72@1.5136
StatTrak™ UMP-45 | Exposure (Well-Worn)@1.29@1.1352
StatTrak™ UMP-45 | Gold Bismuth (Battle-Scarred)@5.23@4.6024
StatTrak™ UMP-45 | Gold Bismuth (Factory New)@11.06@9.732800000000001
StatTrak™ UMP-45 | Gold Bismuth (Field-Tested)@6.0@5.28
StatTrak™ UMP-45 | Gold Bismuth (Minimal Wear)@7.52@6.6175999999999995
StatTrak™ UMP-45 | Gold Bismuth (Well-Worn)@3.92@3.4495999999999998
StatTrak™ UMP-45 | Grand Prix (Field-Tested)@0.82@0.7215999999999999
StatTrak™ UMP-45 | Labyrinth (Factory New)@0.86@0.7568
StatTrak™ UMP-45 | Labyrinth (Field-Tested)@0.27@0.2376
StatTrak™ UMP-45 | Labyrinth (Minimal Wear)@0.46@0.4048
StatTrak™ UMP-45 | Labyrinth (Well-Worn)@@
StatTrak™ UMP-45 | Metal Flowers (Battle-Scarred)@@
StatTrak™ UMP-45 | Metal Flowers (Factory New)@10.52@9.2576
StatTrak™ UMP-45 | Metal Flowers (Field-Tested)@4.89@4.3031999999999995
StatTrak™ UMP-45 | Metal Flowers (Minimal Wear)@6.23@5.4824
StatTrak™ UMP-45 | Metal Flowers (Well-Worn)@@
StatTrak™ UMP-45 | Momentum (Battle-Scarred)@8.0@7.04
StatTrak™ UMP-45 | Momentum (Factory New)@17.46@15.3648
StatTrak™ UMP-45 | Momentum (Field-Tested)@7.77@6.837599999999999
StatTrak™ UMP-45 | Momentum (Minimal Wear)@10.64@9.3632
StatTrak™ UMP-45 | Momentum (Well-Worn)@9.81@8.632800000000001
StatTrak™ UMP-45 | Moonrise (Factory New)@2.8@2.464
StatTrak™ UMP-45 | Moonrise (Field-Tested)@0.6@0.528
StatTrak™ UMP-45 | Moonrise (Minimal Wear)@1.2@1.056
StatTrak™ UMP-45 | Moonrise (Well-Worn)@1.93@1.6984
StatTrak™ UMP-45 | Motorized (Battle-Scarred)@0.13@0.1144
StatTrak™ UMP-45 | Motorized (Factory New)@0.84@0.7392
StatTrak™ UMP-45 | Motorized (Field-Tested)@0.18@0.15839999999999999
StatTrak™ UMP-45 | Motorized (Minimal Wear)@0.43@0.3784
StatTrak™ UMP-45 | Motorized (Well-Worn)@0.39@0.3432
StatTrak™ UMP-45 | Neo-Noir (Battle-Scarred)@6.45@5.676
StatTrak™ UMP-45 | Neo-Noir (Factory New)@32.56@28.652800000000003
StatTrak™ UMP-45 | Neo-Noir (Field-Tested)@9.34@8.2192
StatTrak™ UMP-45 | Neo-Noir (Minimal Wear)@15.08@13.2704
StatTrak™ UMP-45 | Neo-Noir (Well-Worn)@6.46@5.6848
StatTrak™ UMP-45 | Oscillator (Battle-Scarred)@0.48@0.4224
StatTrak™ UMP-45 | Oscillator (Factory New)@1.5@1.32
StatTrak™ UMP-45 | Oscillator (Field-Tested)@0.42@0.3696
StatTrak™ UMP-45 | Oscillator (Minimal Wear)@0.72@0.6335999999999999
StatTrak™ UMP-45 | Oscillator (Well-Worn)@0.61@0.5367999999999999
StatTrak™ UMP-45 | Plastique (Battle-Scarred)@0.95@0.836
StatTrak™ UMP-45 | Plastique (Factory New)@5.52@4.8576
StatTrak™ UMP-45 | Plastique (Field-Tested)@1.05@0.924
StatTrak™ UMP-45 | Plastique (Minimal Wear)@5.19@4.567200000000001
StatTrak™ UMP-45 | Plastique (Well-Worn)@1.89@1.6632
StatTrak™ UMP-45 | Primal Saber (Battle-Scarred)@7.04@6.1952
StatTrak™ UMP-45 | Primal Saber (Factory New)@34.08@29.990399999999998
StatTrak™ UMP-45 | Primal Saber (Field-Tested)@6.7@5.896
StatTrak™ UMP-45 | Primal Saber (Minimal Wear)@11.99@10.5512
StatTrak™ UMP-45 | Primal Saber (Well-Worn)@@
StatTrak™ UMP-45 | Riot (Battle-Scarred)@0.39@0.3432
StatTrak™ UMP-45 | Riot (Factory New)@1.7@1.496
StatTrak™ UMP-45 | Riot (Field-Tested)@0.43@0.3784
StatTrak™ UMP-45 | Riot (Minimal Wear)@0.76@0.6688000000000001
StatTrak™ UMP-45 | Riot (Well-Worn)@1.42@1.2496
StatTrak™ UMP-45 | Roadblock (Battle-Scarred)@0.09@0.07919999999999999
StatTrak™ UMP-45 | Roadblock (Factory New)@0.71@0.6248
StatTrak™ UMP-45 | Roadblock (Field-Tested)@0.1@0.08800000000000001
StatTrak™ UMP-45 | Roadblock (Minimal Wear)@0.21@0.1848
StatTrak™ UMP-45 | Roadblock (Well-Worn)@0.08@0.0704
StatTrak™ UMP-45 | Scaffold (Battle-Scarred)@2.09@1.8392
StatTrak™ UMP-45 | Scaffold (Factory New)@8.05@7.0840000000000005
StatTrak™ UMP-45 | Scaffold (Field-Tested)@2.4@2.112
StatTrak™ UMP-45 | Scaffold (Minimal Wear)@3.51@3.0888
StatTrak™ UMP-45 | Scaffold (Well-Worn)@3.16@2.7808
StatTrak™ UMP-45 | Wild Child (Battle-Scarred)@2.04@1.7952000000000001
StatTrak™ UMP-45 | Wild Child (Factory New)@22.47@19.7736
StatTrak™ UMP-45 | Wild Child (Field-Tested)@3.15@2.772
StatTrak™ UMP-45 | Wild Child (Minimal Wear)@7.17@6.3096
StatTrak™ UMP-45 | Wild Child (Well-Worn)@1.99@1.7512
★ StatTrak™ Ursus Knife@198.14@174.36319999999998
★ StatTrak™ Ursus Knife | Blue Steel (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Blue Steel (Factory New)@@
★ StatTrak™ Ursus Knife | Blue Steel (Field-Tested)@@
★ StatTrak™ Ursus Knife | Blue Steel (Minimal Wear)@215.34@189.4992
★ StatTrak™ Ursus Knife | Blue Steel (Well-Worn)@@
★ StatTrak™ Ursus Knife | Boreal Forest (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Boreal Forest (Factory New)@@
★ StatTrak™ Ursus Knife | Boreal Forest (Field-Tested)@160.24@141.0112
★ StatTrak™ Ursus Knife | Boreal Forest (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Boreal Forest (Well-Worn)@@
★ StatTrak™ Ursus Knife | Case Hardened (Battle-Scarred)@699.99@615.9912
★ StatTrak™ Ursus Knife | Case Hardened (Factory New)@@
★ StatTrak™ Ursus Knife | Case Hardened (Field-Tested)@@
★ StatTrak™ Ursus Knife | Case Hardened (Minimal Wear)@419.99@369.5912
★ StatTrak™ Ursus Knife | Case Hardened (Well-Worn)@@
★ StatTrak™ Ursus Knife | Crimson Web (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Crimson Web (Factory New)@@
★ StatTrak™ Ursus Knife | Crimson Web (Field-Tested)@280.0@246.4
★ StatTrak™ Ursus Knife | Crimson Web (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Crimson Web (Well-Worn)@@
★ StatTrak™ Ursus Knife | Damascus Steel (Battle-Scarred)@@
★ StatTrak™ Ursus Knife | Damascus Steel (Factory New)@200.0@176.0
★ StatTrak™ Ursus Knife | Damascus Steel (Field-Tested)@@
★ StatTrak™ Ursus Knife | Damascus Steel (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Damascus Steel (Well-Worn)@@
★ StatTrak™ Ursus Knife | Doppler (Factory New)@495.0@435.6
★ StatTrak™ Ursus Knife | Doppler (Minimal Wear)@@
★ StatTrak™ Ursus Knife | Fade (Factory New)@465.35@409.50800000000004
★ StatTrak™ Ursus Knife | Fade (Minimal Wear)@@
