name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
★ StatTrak™ Stiletto Knife@388.38@341.7744@552.01@524.4095@skinport@shadowpay@136.03
★ StatTrak™ Stiletto Knife@388.38@341.7744@475.0@465.5@skinport@csdeals@77.12
★ StatTrak™ Stiletto Knife@475.0@465.5@552.01@524.4095@csdeals@shadowpay@49.41
★ StatTrak™ Skeleton Knife | Stained (Well-Worn)@341.52@300.5376@396.86@377.017@skinport@shadowpay@35.5
★ StatTrak™ Skeleton Knife | Slaughter (Minimal Wear)@862.0@818.9@1000.0@880.0@shadowpay@skinport@18.0
★ StatTrak™ Skeleton Knife | Slaughter (Factory New)@977.0@859.76@1090.35@1035.8324999999998@skinport@shadowpay@58.83
★ StatTrak™ Skeleton Knife | Slaughter (Factory New)@977.0@859.76@1050.0@1029.0@skinport@csdeals@52.0
★ StatTrak™ Skeleton Knife | Scorched (Field-Tested)@280.0@246.4@324.45@308.2275@skinport@shadowpay@28.23
★ StatTrak™ Skeleton Knife | Night Stripe (Minimal Wear)@390.0@370.5@599.99@527.9912@shadowpay@skinport@137.99
★ StatTrak™ Skeleton Knife | Night Stripe (Field-Tested)@295.37@259.92560000000003@321.47@305.3965@skinport@shadowpay@10.03
★ StatTrak™ Skeleton Knife | Night Stripe (Field-Tested)@295.37@259.92560000000003@425.0@416.5@skinport@csdeals@121.13
★ StatTrak™ Skeleton Knife | Night Stripe (Field-Tested)@321.47@305.3965@425.0@416.5@shadowpay@csdeals@95.03
★ StatTrak™ Skeleton Knife | Forest DDPAT (Field-Tested)@230.0@202.4@301.39@286.3205@skinport@shadowpay@56.32
★ StatTrak™ Skeleton Knife | Fade (Minimal Wear)@1304.5@1239.275@1625.62@1430.5456@shadowpay@skinport@126.05
★ StatTrak™ Skeleton Knife | Fade (Factory New)@1215.04@1069.2352@1421.72@1350.634@skinport@shadowpay@135.59
★ StatTrak™ Skeleton Knife | Fade (Factory New)@1215.04@1069.2352@1999.99@1959.9902@skinport@csdeals@744.95
★ StatTrak™ Skeleton Knife | Fade (Factory New)@1421.72@1350.634@1999.99@1959.9902@shadowpay@csdeals@538.27
★ StatTrak™ Skeleton Knife | Crimson Web (Minimal Wear)@887.38@780.8944@985.0@935.75@skinport@shadowpay@48.37
★ StatTrak™ Skeleton Knife | Crimson Web (Field-Tested)@599.99@527.9912@668.04@634.6379999999999@skinport@shadowpay@34.65
★ StatTrak™ Skeleton Knife | Crimson Web (Battle-Scarred)@539.87@475.0856@674.31@640.5944999999999@skinport@shadowpay@100.72
★ StatTrak™ Skeleton Knife | Case Hardened (Well-Worn)@510.53@485.0035@11999.95@10559.956@shadowpay@skinport@10049.43
★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear)@544.58@479.2304@726.0@689.6999999999999@skinport@shadowpay@145.12
★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear)@544.58@479.2304@775.0@759.5@skinport@csdeals@214.92
★ StatTrak™ Skeleton Knife | Case Hardened (Minimal Wear)@726.0@689.6999999999999@775.0@759.5@shadowpay@csdeals@33.5
★ StatTrak™ Skeleton Knife | Case Hardened (Field-Tested)@460.0@404.8@624.0@592.8@skinport@shadowpay@132.8
★ StatTrak™ Skeleton Knife@662.9@583.352@716.99@681.1405@skinport@shadowpay@18.24
★ StatTrak™ Skeleton Knife@662.9@583.352@1025.0@1004.5@skinport@csdeals@341.6
★ StatTrak™ Skeleton Knife@716.99@681.1405@1025.0@1004.5@shadowpay@csdeals@287.51
★ StatTrak™ Shadow Daggers | Safari Mesh (Minimal Wear)@176.4@167.57999999999998@260.48@229.2224@shadowpay@skinport@52.82
★ StatTrak™ Shadow Daggers | Marble Fade (Factory New)@201.77@177.5576@244.48@232.256@skinport@shadowpay@30.49
★ StatTrak™ Shadow Daggers | Lore (Well-Worn)@139.0@122.32@185.67@176.38649999999998@skinport@shadowpay@37.39
★ StatTrak™ Shadow Daggers | Lore (Field-Tested)@140.0@123.2@169.78@161.291@skinport@shadowpay@21.29
★ StatTrak™ Shadow Daggers | Fade (Factory New)@290.0@255.2@339.99@322.9905@skinport@shadowpay@32.99
★ StatTrak™ Shadow Daggers | Doppler (Factory New)@251.0@220.88@585.49@556.2155@skinport@shadowpay@305.22
★ StatTrak™ Shadow Daggers | Doppler (Factory New)@251.0@220.88@303.0@287.85@skinport@shadowpay@36.85
★ StatTrak™ Shadow Daggers | Doppler (Factory New)@251.0@220.88@900.46@855.437@skinport@shadowpay@604.44
★ StatTrak™ Shadow Daggers | Damascus Steel (Field-Tested)@128.99@113.5112@150.65@143.1175@skinport@shadowpay@14.13
★ StatTrak™ Shadow Daggers | Damascus Steel (Factory New)@149.46@131.5248@181.18@172.121@skinport@shadowpay@22.66
★ StatTrak™ Shadow Daggers | Crimson Web (Field-Tested)@151.04@132.9152@211.0@200.45@skinport@shadowpay@49.41
★ StatTrak™ Shadow Daggers | Case Hardened (Minimal Wear)@246.26@233.947@324.29@285.3752@shadowpay@skinport@39.12
★ StatTrak™ Shadow Daggers | Case Hardened (Battle-Scarred)@225.0@213.75@267.68@235.5584@shadowpay@skinport@10.56
★ StatTrak™ Shadow Daggers | Black Laminate (Factory New)@1208.86@1148.417@1531.44@1347.6672@shadowpay@skinport@138.81
★ StatTrak™ Shadow Daggers | Black Laminate (Battle-Scarred)@110.25@97.02@156.41@148.5895@skinport@shadowpay@38.34
★ StatTrak™ Shadow Daggers@174.99@153.99120000000002@196.95@187.1025@skinport@shadowpay@12.11
★ StatTrak™ Paracord Knife | Urban Masked (Minimal Wear)@165.5@157.225@249.99@219.9912@shadowpay@skinport@54.49
★ StatTrak™ Paracord Knife | Urban Masked (Battle-Scarred)@134.59@118.4392@160.99@152.9405@skinport@shadowpay@18.35
★ StatTrak™ Paracord Knife | Stained (Battle-Scarred)@162.29@154.17549999999997@213.18@187.5984@shadowpay@skinport@25.31
★ StatTrak™ Paracord Knife | Slaughter (Factory New)@358.18@315.1984@389.07@369.6165@skinport@shadowpay@11.44
★ StatTrak™ Paracord Knife | Scorched (Well-Worn)@111.3@97.944@143.66@136.477@skinport@shadowpay@25.18
★ StatTrak™ Paracord Knife | Scorched (Minimal Wear)@137.01@120.5688@180.0@171.0@skinport@shadowpay@33.99
★ StatTrak™ Paracord Knife | Scorched (Field-Tested)@116.63@102.6344@139.78@132.791@skinport@shadowpay@16.16
★ StatTrak™ Paracord Knife | Safari Mesh (Field-Tested)@114.0@100.32@138.29@131.3755@skinport@shadowpay@17.38
★ StatTrak™ Paracord Knife | Forest DDPAT (Battle-Scarred)@120.54@106.0752@157.84@149.948@skinport@shadowpay@29.41
★ StatTrak™ Paracord Knife | Fade (Factory New)@455.0@400.4@526.51@500.1845@skinport@shadowpay@45.18
★ StatTrak™ Paracord Knife | Crimson Web (Minimal Wear)@258.45@227.436@338.53@321.60349999999994@skinport@shadowpay@63.15
★ StatTrak™ Paracord Knife | Boreal Forest (Field-Tested)@105.0@92.4@166.0@157.7@skinport@shadowpay@52.7
★ StatTrak™ Paracord Knife | Blue Steel (Minimal Wear)@230.04@202.4352@260.0@247.0@skinport@shadowpay@16.96
★ StatTrak™ Paracord Knife@195.0@171.6@230.44@218.918@skinport@shadowpay@23.92
★ StatTrak™ Nomad Knife | Slaughter (Minimal Wear)@520.0@509.6@637.4@605.53@csdeals@shadowpay@85.53
★ StatTrak™ Nomad Knife | Slaughter (Factory New)@599.84@569.848@695.0@611.6@shadowpay@skinport@11.76
★ StatTrak™ Nomad Knife | Night Stripe (Field-Tested)@197.11@187.2545@229.99@225.3902@shadowpay@csdeals@28.28
★ StatTrak™ Nomad Knife | Night Stripe (Battle-Scarred)@189.99@186.1902@280.0@266.0@csdeals@shadowpay@76.01
★ StatTrak™ Nomad Knife | Case Hardened (Well-Worn)@347.3@329.935@620.0@545.6@shadowpay@skinport@198.3
★ StatTrak™ Nomad Knife | Case Hardened (Minimal Wear)@1215.0@1154.25@3999.99@3519.9912@shadowpay@skinport@2304.99
★ StatTrak™ Nomad Knife | Case Hardened (Minimal Wear)@879.88@862.2823999999999@3999.99@3519.9912@csdeals@skinport@2640.11
★ StatTrak™ Nomad Knife | Case Hardened (Minimal Wear)@879.88@862.2823999999999@1215.0@1154.25@csdeals@shadowpay@274.37
★ StatTrak™ Nomad Knife | Case Hardened (Field-Tested)@525.0@498.75@1749.99@1539.9912@shadowpay@skinport@1014.99
★ StatTrak™ Nomad Knife | Blue Steel (Battle-Scarred)@329.99@323.3902@362.23@344.1185@csdeals@shadowpay@14.13
★ StatTrak™ Nomad Knife@422.93@372.1784@585.0@573.3@skinport@csdeals@150.37
★ StatTrak™ Nomad Knife@455.0@432.25@585.0@573.3@shadowpay@csdeals@118.3
★ StatTrak™ Navaja Knife | Ultraviolet (Minimal Wear)@154.0@135.52@179.84@170.84799999999998@skinport@shadowpay@16.85
★ StatTrak™ Navaja Knife | Tiger Tooth (Factory New)@162.99@143.43120000000002@187.39@178.02049999999997@skinport@shadowpay@15.03
★ StatTrak™ Navaja Knife | Slaughter (Minimal Wear)@146.76@129.1488@196.4@186.58@skinport@shadowpay@39.82
★ StatTrak™ Navaja Knife | Marble Fade (Factory New)@220.34@193.8992@248.1@235.695@skinport@shadowpay@15.35
★ StatTrak™ Navaja Knife | Fade (Factory New)@241.0@212.08@309.98@294.481@skinport@shadowpay@53.48
★ StatTrak™ Navaja Knife | Fade (Factory New)@241.0@212.08@425.0@416.5@skinport@csdeals@175.5
★ StatTrak™ Navaja Knife | Fade (Factory New)@309.98@294.481@425.0@416.5@shadowpay@csdeals@106.52
★ StatTrak™ Navaja Knife | Doppler (Factory New)@241.54@212.5552@328.15@311.74249999999995@skinport@shadowpay@70.2
★ StatTrak™ Navaja Knife | Doppler (Factory New)@241.54@212.5552@461.99@438.8905@skinport@shadowpay@197.35
★ StatTrak™ Navaja Knife | Case Hardened (Field-Tested)@189.99@167.1912@236.2@224.39@skinport@shadowpay@34.4
★ StatTrak™ Navaja Knife@122.99@108.2312@150.0@147.0@skinport@csdeals@24.01
★ StatTrak™ Navaja Knife@129.02@122.569@150.0@147.0@shadowpay@csdeals@17.98
★ StatTrak™ M9 Bayonet | Ultraviolet (Minimal Wear)@859.99@842.7902@919.0@873.05@csdeals@shadowpay@13.06
★ StatTrak™ M9 Bayonet | Tiger Tooth (Minimal Wear)@1199.99@1175.9902@1508.31@1432.8945@csdeals@shadowpay@232.9
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New)@1072.22@943.5536@1278.66@1214.727@skinport@shadowpay@142.51
★ StatTrak™ M9 Bayonet | Tiger Tooth (Factory New)@1072.22@943.5536@1250.0@1225.0@skinport@csdeals@152.78
★ StatTrak™ M9 Bayonet | Slaughter (Minimal Wear)@1106.7@973.896@1373.6@1304.9199999999998@skinport@shadowpay@198.22
★ StatTrak™ M9 Bayonet | Slaughter (Minimal Wear)@1099.99@1077.9902@1373.6@1304.9199999999998@csdeals@shadowpay@204.93
★ StatTrak™ M9 Bayonet | Slaughter (Factory New)@1349.0@1187.12@1450.44@1377.918@skinport@shadowpay@28.92
★ StatTrak™ M9 Bayonet | Scorched (Field-Tested)@580.97@511.2536@675.1@641.345@skinport@shadowpay@60.38
★ StatTrak™ M9 Bayonet | Night (Field-Tested)@615.56@541.6927999999999@650.0@637.0@skinport@csdeals@21.44
★ StatTrak™ M9 Bayonet | Marble Fade (Factory New)@1385.01@1218.8088@1549.99@1518.9902@skinport@csdeals@133.98
★ StatTrak™ M9 Bayonet | Marble Fade (Factory New)@1454.79@1382.0504999999998@1549.99@1518.9902@shadowpay@csdeals@64.2
★ StatTrak™ M9 Bayonet | Lore (Minimal Wear)@1749.95@1539.956@1875.0@1781.25@skinport@shadowpay@31.3
★ StatTrak™ M9 Bayonet | Lore (Minimal Wear)@1749.95@1539.956@2599.99@2547.9902@skinport@csdeals@798.04
★ StatTrak™ M9 Bayonet | Lore (Minimal Wear)@1875.0@1781.25@2599.99@2547.9902@shadowpay@csdeals@672.99
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New)@2127.66@1872.3408@3700.0@3515.0@skinport@shadowpay@1387.34
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New)@2127.66@1872.3408@2319.72@2203.734@skinport@shadowpay@76.07
★ StatTrak™ M9 Bayonet | Gamma Doppler (Factory New)@2127.66@1872.3408@2319.71@2203.7245@skinport@shadowpay@76.06
★ StatTrak™ M9 Bayonet | Fade (Factory New)@1751.37@1541.2056@1933.19@1836.5305@skinport@shadowpay@85.16
★ StatTrak™ M9 Bayonet | Fade (Factory New)@1751.37@1541.2056@1999.99@1959.9902@skinport@csdeals@208.62
★ StatTrak™ M9 Bayonet | Fade (Factory New)@1933.19@1836.5305@1999.99@1959.9902@shadowpay@csdeals@26.8
★ StatTrak™ M9 Bayonet | Doppler (Factory New)@1427.04@1255.7952@1690.76@1606.222@skinport@shadowpay@179.18
★ StatTrak™ M9 Bayonet | Doppler (Factory New)@1427.04@1255.7952@1690.75@1606.2125@skinport@shadowpay@179.17
★ StatTrak™ M9 Bayonet | Damascus Steel (Minimal Wear)@800.0@704.0@870.0@826.5@skinport@shadowpay@26.5
★ StatTrak™ M9 Bayonet | Crimson Web (Well-Worn)@742.16@727.3168@850.0@807.5@csdeals@shadowpay@65.34
★ StatTrak™ M9 Bayonet | Case Hardened (Minimal Wear)@1032.86@908.9168@4000.0@3800.0@skinport@shadowpay@2767.14
★ StatTrak™ M9 Bayonet | Black Laminate (Field-Tested)@849.99@832.9902@1113.12@979.5456@csdeals@skinport@129.56
★ StatTrak™ M9 Bayonet | Autotronic (Field-Tested)@1100.0@968.0@1249.46@1186.987@skinport@shadowpay@86.99
★ StatTrak™ M9 Bayonet | Autotronic (Field-Tested)@1099.99@1077.9902@1249.46@1186.987@csdeals@shadowpay@87.0
★ StatTrak™ M9 Bayonet@1406.68@1237.8784@1449.99@1420.9902@skinport@csdeals@14.31
★ StatTrak™ Kukri Knife | Stained (Minimal Wear)@235.5@223.725@280.0@246.4@shadowpay@skinport@10.9
★ StatTrak™ Kukri Knife | Slaughter (Minimal Wear)@340.0@299.2@403.5@383.325@skinport@shadowpay@43.32
★ StatTrak™ Kukri Knife | Slaughter (Field-Tested)@363.25@319.66@417.85@396.9575@skinport@shadowpay@33.71
★ StatTrak™ Kukri Knife | Scorched (Field-Tested)@132.82@116.8816@153.29@145.6255@skinport@shadowpay@12.81
★ StatTrak™ Kukri Knife | Safari Mesh (Well-Worn)@125.0@110.0@150.06@142.557@skinport@shadowpay@17.56
★ StatTrak™ Kukri Knife | Safari Mesh (Minimal Wear)@132.84@116.8992@167.27@158.9065@skinport@shadowpay@26.07
★ StatTrak™ Kukri Knife | Night Stripe (Minimal Wear)@185.53@163.2664@209.86@199.367@skinport@shadowpay@13.84
★ StatTrak™ Kukri Knife | Night Stripe (Field-Tested)@144.97@127.5736@190.49@180.9655@skinport@shadowpay@36.0
★ StatTrak™ Kukri Knife | Forest DDPAT (Minimal Wear)@142.4@125.312@179.84@170.84799999999998@skinport@shadowpay@28.45
★ StatTrak™ Kukri Knife | Crimson Web (Well-Worn)@244.13@214.8344@276.44@262.618@skinport@shadowpay@18.49
★ StatTrak™ Kukri Knife | Case Hardened (Well-Worn)@274.0@260.3@339.28@298.5664@shadowpay@skinport@24.57
★ StatTrak™ Kukri Knife | Case Hardened (Minimal Wear)@340.0@299.2@465.0@441.75@skinport@shadowpay@101.75
★ StatTrak™ Kukri Knife | Case Hardened (Field-Tested)@293.85@279.1575@387.67@341.1496@shadowpay@skinport@47.3
★ StatTrak™ Kukri Knife | Case Hardened (Factory New)@538.33@473.7304@874.18@830.4709999999999@skinport@shadowpay@292.14
★ StatTrak™ Kukri Knife | Boreal Forest (Well-Worn)@142.0@124.96@177.09@168.2355@skinport@shadowpay@26.24
★ StatTrak™ Kukri Knife | Boreal Forest (Battle-Scarred)@141.0@124.08@206.82@196.479@skinport@shadowpay@55.48
★ StatTrak™ Kukri Knife | Blue Steel (Minimal Wear)@284.32@250.2016@417.92@397.024@skinport@shadowpay@112.7
★ StatTrak™ Kukri Knife | Blue Steel (Field-Tested)@242.0@212.96@275.52@261.744@skinport@shadowpay@19.74
★ StatTrak™ Kukri Knife | Blue Steel (Factory New)@431.82@380.0016@784.0@744.8@skinport@shadowpay@312.98
★ StatTrak™ Kukri Knife | Blue Steel (Battle-Scarred)@200.93@176.8184@231.75@220.1625@skinport@shadowpay@19.23
★ StatTrak™ Kukri Knife@297.84@262.0992@343.0@325.85@skinport@shadowpay@28.01
★ StatTrak™ Karambit | Tiger Tooth (Factory New)@1321.32@1162.7616@1539.98@1462.981@skinport@shadowpay@141.66
★ StatTrak™ Karambit | Tiger Tooth (Factory New)@1321.32@1162.7616@1599.99@1567.9902@skinport@csdeals@246.67
★ StatTrak™ Karambit | Tiger Tooth (Factory New)@1539.98@1462.981@1599.99@1567.9902@shadowpay@csdeals@28.01
★ StatTrak™ Karambit | Safari Mesh (Battle-Scarred)@705.0@669.75@830.72@731.0336@shadowpay@skinport@26.03
★ StatTrak™ Karambit | Safari Mesh (Battle-Scarred)@658.31@645.1437999999999@830.72@731.0336@csdeals@skinport@72.72
★ StatTrak™ Karambit | Safari Mesh (Battle-Scarred)@658.31@645.1437999999999@705.0@669.75@csdeals@shadowpay@11.44
★ StatTrak™ Karambit | Marble Fade (Factory New)@1667.9@1467.7520000000002@1949.99@1852.4905@skinport@shadowpay@184.59
★ StatTrak™ Karambit | Marble Fade (Factory New)@1667.9@1467.7520000000002@1799.99@1763.9902@skinport@csdeals@96.09
★ StatTrak™ Karambit | Marble Fade (Factory New)@1799.99@1763.9902@1949.99@1852.4905@csdeals@shadowpay@52.5
★ StatTrak™ Karambit | Lore (Minimal Wear)@1557.47@1370.5736@2299.99@2253.9902@skinport@csdeals@696.52
★ StatTrak™ Karambit | Gamma Doppler (Factory New)@2676.76@2355.5488@3299.85@3134.8575@skinport@shadowpay@458.1
★ StatTrak™ Karambit | Gamma Doppler (Factory New)@2676.76@2355.5488@3184.99@3025.7404999999994@skinport@shadowpay@348.98
★ StatTrak™ Karambit | Gamma Doppler (Factory New)@2676.76@2355.5488@3164.99@3006.7404999999994@skinport@shadowpay@329.98
★ StatTrak™ Karambit | Freehand (Minimal Wear)@926.0@814.88@1003.54@953.363@skinport@shadowpay@27.36
★ StatTrak™ Karambit | Freehand (Minimal Wear)@925.0@906.5@1003.54@953.363@csdeals@shadowpay@28.36
★ StatTrak™ Karambit | Freehand (Field-Tested)@783.7@689.6560000000001@895.34@850.573@skinport@shadowpay@66.87
★ StatTrak™ Karambit | Fade (Factory New)@2596.18@2284.6384@3415.21@3244.4495@skinport@shadowpay@648.27
★ StatTrak™ Karambit | Fade (Factory New)@2596.18@2284.6384@2749.99@2694.9902@skinport@csdeals@98.81
★ StatTrak™ Karambit | Fade (Factory New)@2749.99@2694.9902@3415.21@3244.4495@csdeals@shadowpay@494.46
★ StatTrak™ Karambit | Doppler (Factory New)@1752.62@1542.3056@2222.0@2110.9@skinport@shadowpay@358.28
★ StatTrak™ Karambit | Doppler (Factory New)@1752.62@1542.3056@2828.0@2686.6@skinport@shadowpay@933.98
★ StatTrak™ Karambit | Damascus Steel (Field-Tested)@953.21@838.8248@3134.42@2977.699@skinport@shadowpay@2024.49
★ StatTrak™ Karambit | Damascus Steel (Factory New)@1035.61@911.3368@1125.0@1068.75@skinport@shadowpay@33.14
★ StatTrak™ Karambit | Crimson Web (Field-Tested)@1035.0@1014.3@1184.99@1125.7405@csdeals@shadowpay@90.74
★ StatTrak™ Karambit | Case Hardened (Field-Tested)@1243.2@1181.04@1429.63@1258.0744000000002@shadowpay@skinport@14.87
★ StatTrak™ Karambit | Case Hardened (Factory New)@2860.74@2517.4512@4500.0@4275.0@skinport@shadowpay@1414.26
★ StatTrak™ Karambit | Black Laminate (Field-Tested)@1069.0@940.72@1700.0@1615.0@skinport@shadowpay@546.0
★ StatTrak™ Karambit | Autotronic (Field-Tested)@1239.68@1090.9184@1543.59@1466.4105@skinport@shadowpay@226.73
★ StatTrak™ Karambit | Autotronic (Field-Tested)@1239.68@1090.9184@1399.99@1371.9902@skinport@csdeals@132.31
★ StatTrak™ Karambit | Autotronic (Field-Tested)@1399.99@1371.9902@1543.59@1466.4105@csdeals@shadowpay@66.42
★ StatTrak™ Karambit | Autotronic (Battle-Scarred)@1050.0@924.0@1291.26@1226.697@skinport@shadowpay@176.7
★ StatTrak™ Karambit@1580.0@1390.4@1850.86@1758.3169999999998@skinport@shadowpay@178.32
★ StatTrak™ Karambit@1580.0@1390.4@1750.0@1715.0@skinport@csdeals@135.0
★ StatTrak™ Huntsman Knife | Tiger Tooth (Factory New)@348.34@306.5392@389.14@369.683@skinport@shadowpay@21.34
★ StatTrak™ Huntsman Knife | Tiger Tooth (Factory New)@348.34@306.5392@469.0@459.62@skinport@csdeals@111.28
★ StatTrak™ Huntsman Knife | Tiger Tooth (Factory New)@389.14@369.683@469.0@459.62@shadowpay@csdeals@70.48
★ StatTrak™ Huntsman Knife | Slaughter (Factory New)@645.99@568.4712000000001@888.0@843.5999999999999@skinport@shadowpay@197.61
★ StatTrak™ Huntsman Knife | Scorched (Field-Tested)@143.0@125.84@184.18@174.971@skinport@shadowpay@31.97
★ StatTrak™ Huntsman Knife | Rust Coat (Battle-Scarred)@140.0@123.2@166.74@158.403@skinport@shadowpay@18.4
★ StatTrak™ Huntsman Knife | Marble Fade (Factory New)@397.77@350.0376@464.58@441.351@skinport@shadowpay@43.58
★ StatTrak™ Huntsman Knife | Lore (Well-Worn)@213.43@187.8184@303.19@288.0305@skinport@shadowpay@74.6
★ StatTrak™ Huntsman Knife | Lore (Minimal Wear)@250.63@220.5544@285.14@270.883@skinport@shadowpay@20.25
★ StatTrak™ Huntsman Knife | Lore (Field-Tested)@238.27@209.6776@261.67@248.5865@skinport@shadowpay@10.32
★ StatTrak™ Huntsman Knife | Lore (Factory New)@345.99@304.4712@382.94@363.793@skinport@shadowpay@17.8
★ StatTrak™ Huntsman Knife | Gamma Doppler (Minimal Wear)@680.0@646.0@2155.0@1896.4@shadowpay@skinport@1216.4
★ StatTrak™ Huntsman Knife | Gamma Doppler (Factory New)@455.69@401.0072@667.83@634.4385@skinport@shadowpay@178.75
★ StatTrak™ Huntsman Knife | Gamma Doppler (Factory New)@455.69@401.0072@504.99@479.7405@skinport@shadowpay@24.05
★ StatTrak™ Huntsman Knife | Gamma Doppler (Factory New)@455.69@401.0072@505.0@479.75@skinport@shadowpay@24.06
★ StatTrak™ Huntsman Knife | Gamma Doppler (Factory New)@455.69@401.0072@506.42@481.099@skinport@shadowpay@25.41
★ StatTrak™ Huntsman Knife | Doppler (Factory New)@530.57@466.9016@874.53@830.8035@skinport@shadowpay@300.23
★ StatTrak™ Huntsman Knife | Doppler (Factory New)@530.57@466.9016@829.31@787.8444999999999@skinport@shadowpay@257.27
