name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
Sawed-Off | Kiss♥Love (Well-Worn)@4.12@3.6256@8.4@8.232@skinport@csdeals@4.11
Sawed-Off | Limelight (Factory New)@2.01@1.7688@10.0@9.8@skinport@csdeals@7.79
Sawed-Off | Morris (Factory New)@0.31@0.2728@4.0@3.92@skinport@csdeals@3.61
Sawed-Off | Spirit Board (Battle-Scarred)@0.04@0.0352@9.9@9.702@skinport@csdeals@9.66
Sawed-Off | The Kraken (Factory New)@8.9@7.832000000000001@19.0@18.62@skinport@csdeals@9.72
Sawed-Off | Yorick (Factory New)@0.87@0.7656@8.0@7.84@skinport@csdeals@6.97
SCAR-20 | Army Sheen (Factory New)@1.86@1.6368@4.0@3.92@skinport@csdeals@2.06
SCAR-20 | Assault (Factory New)@0.18@0.1583999999999999@5.0@4.9@skinport@csdeals@4.72
SCAR-20 | Cardiac (Field-Tested)@4.28@3.7664@9.0@8.82@skinport@csdeals@4.54
SCAR-20 | Cardiac (Well-Worn)@2.95@2.596@7.0@6.859999999999999@skinport@csdeals@3.91
SCAR-20 | Crimson Web (Factory New)@19.42@17.0896@50.0@49.0@skinport@csdeals@29.58
SCAR-20 | Fragments (Factory New)@0.38@0.3344@25.0@24.5@skinport@csdeals@24.12
SCAR-20 | Green Marine (Factory New)@0.56@0.4928@3.75@3.675@skinport@csdeals@3.12
SCAR-20 | Powercore (Factory New)@5.0@4.4@10.0@9.8@skinport@csdeals@4.8
Sealed Graffiti | Natus Vincere | Atlanta 2017@3.9@3.432@9.0@8.82@skinport@csdeals@4.92
SG 553 | Colony IV (Field-Tested)@8.1@7.128@17.0@16.66@skinport@csdeals@8.56
SG 553 | Damascus Steel (Factory New)@1.99@1.7512@20.0@19.6@skinport@csdeals@17.61
SG 553 | Darkwing (Factory New)@2.1@1.848@18.0@17.64@skinport@csdeals@15.54
SG 553 | Hazard Pay (Minimal Wear)@268.31@236.1128@370.0@362.6@skinport@csdeals@94.29
SG 553 | Phantom (Factory New)@1.16@1.0208@9.0@8.82@skinport@csdeals@7.66
SG 553 | Tiger Moth (Factory New)@3.33@2.9304@45.0@44.1@skinport@csdeals@40.77
SG 553 | Triarch (Factory New)@2.23@1.9624@18.0@17.64@skinport@csdeals@15.41
★ Shadow Daggers@189.5@166.76@210.43@206.2214@skinport@csdeals@16.72
★ Shadow Daggers | Bright Water (Factory New)@107.95@94.996@129.99@127.3902@skinport@csdeals@19.44
★ Shadow Daggers | Damascus Steel (Field-Tested)@94.6@83.24799999999999@112.45@110.201@skinport@csdeals@15.6
★ Shadow Daggers | Fade (Factory New)@367.24@323.1712@414.65@406.357@skinport@csdeals@39.12
★ Shadow Daggers | Marble Fade (Factory New)@220.6@194.128@235.0@230.3@skinport@csdeals@9.7
★ Shadow Daggers | Tiger Tooth (Factory New)@198.23@174.4424@210.0@205.8@skinport@csdeals@7.57
Sir Bloody Darryl Royale | The Professionals@22.15@19.492@25.09@24.5882@skinport@csdeals@2.44
Sir Bloody Miami Darryl | The Professionals@54.53@47.9864@65.99@64.6702@skinport@csdeals@10.14
★ Skeleton Knife | Blue Steel (Well-Worn)@420.69@370.2072@479.09@469.5082@skinport@csdeals@48.82
★ Skeleton Knife | Case Hardened (Battle-Scarred)@445.16@391.7408@890.66@872.8467999999999@skinport@csdeals@427.69
★ Skeleton Knife | Forest DDPAT (Field-Tested)@277.84@244.4992@320.0@313.6@skinport@csdeals@35.76
★ Skeleton Knife | Scorched (Field-Tested)@251.28@221.1264@399.9@391.902@skinport@csdeals@140.62
★ Skeleton Knife | Stained (Battle-Scarred)@395.69@348.2072@469.9@460.502@skinport@csdeals@64.81
Souvenir AK-47 | Panthera onca (Field-Tested)@183.63@161.5944@240.0@235.2@skinport@csdeals@51.57
Souvenir AUG | Radiation Hazard (Field-Tested)@2.23@1.9624@5.0@4.9@skinport@csdeals@2.67
Souvenir AWP | Pink DDPAT (Field-Tested)@27.0@23.76@36.99@36.2502@skinport@csdeals@9.25
Souvenir Desert Eagle | Urban DDPAT (Battle-Scarred)@0.86@0.7568@4.0@3.92@skinport@csdeals@3.06
Souvenir Desert Eagle | Urban DDPAT (Minimal Wear)@3.25@2.86@20.0@19.6@skinport@csdeals@16.35
Souvenir Dual Berettas | Cobalt Quartz (Minimal Wear)@372.82@328.0816@890.66@872.8467999999999@skinport@csdeals@500.03
Souvenir FAMAS | CaliCamo (Factory New)@0.08@0.0704@15.0@14.7@skinport@csdeals@14.62
Souvenir FAMAS | Faulty Wiring (Field-Tested)@0.04@0.0352@9.9@9.702@skinport@csdeals@9.66
Souvenir Five-SeveN | Coolant (Factory New)@1.4@1.232@15.0@14.7@skinport@csdeals@13.3
Souvenir Galil AR | Cerberus (Battle-Scarred)@20.98@18.4624@111.33@109.1034@skinport@csdeals@88.12
Souvenir MAG-7 | Rust Coat (Factory New)@0.43@0.3784@16.0@15.68@skinport@csdeals@15.25
Souvenir MP5-SD | Co-Processor (Factory New)@3.0@2.64@40.0@39.2@skinport@csdeals@36.2
Souvenir MP5-SD | Lab Rats (Factory New)@2.08@1.8304@24.0@23.52@skinport@csdeals@21.44
Souvenir MP7 | Fade (Factory New)@36.71@32.3048@40.0@39.2@skinport@csdeals@2.49
Souvenir Negev | Nuclear Waste (Minimal Wear)@1.32@1.1616@5.0@4.9@skinport@csdeals@3.58
Souvenir Nova | Green Apple (Factory New)@8.89@7.823200000000001@16.0@15.68@skinport@csdeals@6.79
Souvenir Nova | Mandrel (Factory New)@0.1@0.088@12.0@11.76@skinport@csdeals@11.66
Souvenir Nova | Walnut (Factory New)@12.7@11.176@35.0@34.3@skinport@csdeals@21.6
Souvenir P2000 | Chainmail (Factory New)@15.58@13.7104@25.0@24.5@skinport@csdeals@8.92
Souvenir P90 | Storm (Factory New)@13.58@11.9504@27.0@26.46@skinport@csdeals@12.88
Souvenir SSG 08 | Carbon Fiber (Minimal Wear)@2.88@2.5344@15.0@14.7@skinport@csdeals@11.82
Souvenir Tec-9 | Toxic (Field-Tested)@10.56@9.2928@12.99@12.7302@skinport@csdeals@2.17
Souvenir UMP-45 | Mechanism (Factory New)@4.44@3.907200000000001@15.0@14.7@skinport@csdeals@10.26
Souvenir USP-S | Purple DDPAT (Field-Tested)@3.81@3.3528@25.0@24.5@skinport@csdeals@20.69
★ Specialist Gloves | Fade (Field-Tested)@357.15@314.292@439.99@431.1902@skinport@csdeals@74.04
★ Specialist Gloves | Field Agent (Field-Tested)@329.84@290.2592@399.9@391.902@skinport@csdeals@62.06
★ Specialist Gloves | Foundation (Battle-Scarred)@148.0@130.24@159.99@156.7902@skinport@csdeals@8.79
★ Specialist Gloves | Tiger Strike (Battle-Scarred)@200.31@176.2728@334.0@327.32@skinport@csdeals@127.01
★ Specialist Gloves | Tiger Strike (Field-Tested)@517.49@455.3912@573.37@561.9026@skinport@csdeals@44.41
★ Sport Gloves | Bronze Morph (Battle-Scarred)@137.0@120.56@154.76@151.6648@skinport@csdeals@14.66
★ Sport Gloves | Nocts (Field-Tested)@309.07@271.9816@339.95@333.151@skinport@csdeals@24.08
★ Sport Gloves | Omega (Field-Tested)@727.83@640.4904@849.99@832.9902@skinport@csdeals@105.16
★ Sport Gloves | Omega (Well-Worn)@655.86@577.1568@699.9@685.9019999999999@skinport@csdeals@30.04
★ Sport Gloves | Scarlet Shamagh (Field-Tested)@284.89@250.7032@325.39@318.88219999999995@skinport@csdeals@33.99
★ Sport Gloves | Scarlet Shamagh (Minimal Wear)@667.73@587.6024@899.5@881.51@skinport@csdeals@213.78
★ Sport Gloves | Vice (Well-Worn)@1284.44@1130.3072@1599.99@1567.9902@skinport@csdeals@283.55
SSG 08 | Abyss (Factory New)@2.55@2.244@8.0@7.84@skinport@csdeals@5.29
SSG 08 | Carbon Fiber (Minimal Wear)@7.83@6.8904000000000005@15.0@14.7@skinport@csdeals@6.87
SSG 08 | Dragonfire (Factory New)@19.66@17.3008@25.99@25.4702@skinport@csdeals@5.81
SSG 08 | Dragonfire (Minimal Wear)@12.78@11.2464@39.0@38.22@skinport@csdeals@25.44
SSG 08 | Jungle Dashed (Factory New)@4.44@3.907200000000001@8.0@7.84@skinport@csdeals@3.4
SSG 08 | Mayan Dreams (Minimal Wear)@4.67@4.1096@6680.02@6546.4196@skinport@csdeals@6541.75
SSG 08 | Orange Filigree (Factory New)@27.47@24.1736@38.96@38.1808@skinport@csdeals@10.71
SSG 08 | Sea Calico (Factory New)@267.09@235.0392@278.34@272.7732@skinport@csdeals@5.68
SSG 08 | Threat Detected (Field-Tested)@15.02@13.2176@25.0@24.5@skinport@csdeals@9.48
SSG 08 | Turbo Peek (Field-Tested)@6.35@5.588@10.0@9.8@skinport@csdeals@3.45
StatTrak™ AK-47 | Asiimov (Field-Tested)@52.31@46.0328@64.72@63.4256@skinport@csdeals@11.12
StatTrak™ AK-47 | Blue Laminate (Field-Tested)@19.12@16.8256@24.09@23.6082@skinport@csdeals@4.49
StatTrak™ AK-47 | Blue Laminate (Minimal Wear)@19.66@17.3008@26.49@25.9602@skinport@csdeals@6.3
StatTrak™ AK-47 | Elite Build (Minimal Wear)@5.86@5.1568000000000005@9.22@9.0356@skinport@csdeals@3.18
StatTrak™ AK-47 | Fuel Injector (Battle-Scarred)@153.48@135.0624@179.99@176.3902@skinport@csdeals@22.91
StatTrak™ AK-47 | Fuel Injector (Field-Tested)@281.39@247.6232@349.99@342.9902@skinport@csdeals@61.6
StatTrak™ AK-47 | Ice Coaled (Minimal Wear)@35.87@31.5656@49.0@48.02@skinport@csdeals@12.15
StatTrak™ AK-47 | Nightwish (Battle-Scarred)@16.2@14.256@21.65@21.217@skinport@csdeals@5.02
StatTrak™ AK-47 | Orbit Mk01 (Minimal Wear)@38.02@33.457600000000006@49.99@48.9902@skinport@csdeals@10.97
StatTrak™ AK-47 | Phantom Disruptor (Factory New)@32.85@28.908@42.99@42.1302@skinport@csdeals@9.28
StatTrak™ AK-47 | Phantom Disruptor (Minimal Wear)@17.78@15.646400000000002@24.29@23.8042@skinport@csdeals@6.02
StatTrak™ AK-47 | Point Disarray (Battle-Scarred)@17.85@15.708000000000002@20.57@20.1586@skinport@csdeals@2.31
StatTrak™ AK-47 | Rat Rod (Factory New)@29.88@26.2944@36.62@35.8876@skinport@csdeals@6.01
StatTrak™ AK-47 | Rat Rod (Field-Tested)@8.0@7.04@11.14@10.9172@skinport@csdeals@2.92
StatTrak™ AK-47 | Slate (Factory New)@39.87@35.0856@42.99@42.1302@skinport@csdeals@2.26
StatTrak™ AK-47 | The Empress (Well-Worn)@51.96@45.7248@60.28@59.0744@skinport@csdeals@7.11
StatTrak™ AK-47 | Vulcan (Minimal Wear)@795.0@699.6@1049.99@1028.9902@skinport@csdeals@233.99
StatTrak™ AUG | Amber Slipstream (Factory New)@1.05@0.924@9.0@8.82@skinport@csdeals@7.77
StatTrak™ AUG | Arctic Wolf (Field-Tested)@4.5@3.96@10.0@9.8@skinport@csdeals@5.3
StatTrak™ AUG | Ricochet (Factory New)@2.57@2.2616@25.0@24.5@skinport@csdeals@21.93
StatTrak™ AUG | Stymphalian (Field-Tested)@2.95@2.596@6.0@5.88@skinport@csdeals@2.93
StatTrak™ AUG | Syd Mead (Field-Tested)@3.08@2.7104@8.0@7.84@skinport@csdeals@4.76
StatTrak™ AUG | Triqua (Factory New)@2.07@1.8216@5.0@4.9@skinport@csdeals@2.83
StatTrak™ AUG | Wings (Minimal Wear)@17.81@15.6728@40.0@39.2@skinport@csdeals@21.39
StatTrak™ AWP | Asiimov (Battle-Scarred)@135.12@118.9056@164.78@161.4844@skinport@csdeals@26.36
StatTrak™ AWP | Asiimov (Field-Tested)@277.1@243.848@445.33@436.4234@skinport@csdeals@159.32
StatTrak™ AWP | Atheris (Minimal Wear)@14.66@12.9008@20.05@19.649@skinport@csdeals@4.99
StatTrak™ AWP | BOOM (Minimal Wear)@193.04@169.8752@242.9@238.042@skinport@csdeals@45.0
StatTrak™ AWP | Duality (Battle-Scarred)@22.25@19.58@37.0@36.26@skinport@csdeals@14.01
StatTrak™ AWP | Duality (Field-Tested)@20.39@17.9432@55.0@53.9@skinport@csdeals@33.51
StatTrak™ AWP | Electric Hive (Field-Tested)@49.51@43.5688@60.99@59.7702@skinport@csdeals@10.26
StatTrak™ AWP | Exoskeleton (Factory New)@31.01@27.2888@33.95@33.271@skinport@csdeals@2.26
StatTrak™ AWP | Exoskeleton (Field-Tested)@5.01@4.4088@7.24@7.0952@skinport@csdeals@2.09
StatTrak™ AWP | Fever Dream (Field-Tested)@14.0@12.32@16.79@16.4542@skinport@csdeals@2.45
StatTrak™ AWP | Fever Dream (Minimal Wear)@18.99@16.711199999999998@23.98@23.5004@skinport@csdeals@4.51
StatTrak™ AWP | Hyper Beast (Minimal Wear)@127.03@111.7864@149.99@146.99020000000002@skinport@csdeals@19.96
StatTrak™ AWP | Mortis (Factory New)@14.78@13.0064@23.09@22.6282@skinport@csdeals@7.85
StatTrak™ AWP | Neo-Noir (Minimal Wear)@61.21@53.8648@79.99@78.3902@skinport@csdeals@17.18
StatTrak™ AWP | Phobos (Minimal Wear)@3.75@3.3@11.0@10.78@skinport@csdeals@7.03
★ StatTrak™ Bayonet | Fade (Factory New)@1112.88@979.3344@1199.99@1175.9902@skinport@csdeals@63.11
★ StatTrak™ Butterfly Knife@1946.44@1712.8672@2099.99@2057.9902@skinport@csdeals@111.55
★ StatTrak™ Butterfly Knife | Black Laminate (Field-Tested)@1112.89@979.3432@1299.99@1273.9902@skinport@csdeals@161.1
StatTrak™ CZ75-Auto | Circaetus (Factory New)@1.61@1.4168@20.0@19.6@skinport@csdeals@17.99
StatTrak™ CZ75-Auto | Distressed (Factory New)@1.01@0.8888@10.0@9.8@skinport@csdeals@8.79
StatTrak™ CZ75-Auto | Imprint (Factory New)@1.99@1.7512@12.0@11.76@skinport@csdeals@9.77
StatTrak™ CZ75-Auto | Polymer (Factory New)@0.97@0.8536@9.0@8.82@skinport@csdeals@7.85
StatTrak™ CZ75-Auto | Red Astor (Factory New)@5.95@5.236@19.99@19.5902@skinport@csdeals@13.64
StatTrak™ CZ75-Auto | Vendetta (Factory New)@3.33@2.9304@13.0@12.74@skinport@csdeals@9.41
StatTrak™ Desert Eagle | Code Red (Field-Tested)@53.98@47.5024@62.0@60.76@skinport@csdeals@6.78
StatTrak™ Desert Eagle | Conspiracy (Factory New)@22.24@19.5712@27.62@27.0676@skinport@csdeals@4.83
StatTrak™ Desert Eagle | Conspiracy (Minimal Wear)@15.0@13.2@22.75@22.295@skinport@csdeals@7.3
StatTrak™ Desert Eagle | Hypnotic (Factory New)@175.88@154.7744@199.29@195.3042@skinport@csdeals@19.42
StatTrak™ Desert Eagle | Kumicho Dragon (Field-Tested)@30.05@26.444@40.99@40.1702@skinport@csdeals@10.12
StatTrak™ Desert Eagle | Mecha Industries (Field-Tested)@8.6@7.568@10.99@10.7702@skinport@csdeals@2.17
StatTrak™ Desert Eagle | Mecha Industries (Minimal Wear)@12.99@11.4312@15.99@15.6702@skinport@csdeals@2.68
StatTrak™ Desert Eagle | Naga (Battle-Scarred)@5.44@4.7872@9.0@8.82@skinport@csdeals@3.38
StatTrak™ Dual Berettas | Balance (Field-Tested)@2.05@1.804@15.0@14.7@skinport@csdeals@12.65
StatTrak™ Dual Berettas | Cartel (Factory New)@4.01@3.5288@30.0@29.4@skinport@csdeals@25.39
StatTrak™ Dual Berettas | Elite 1.6 (Factory New)@1.66@1.4608@9.0@8.82@skinport@csdeals@7.16
StatTrak™ Dual Berettas | Hemoglobin (Factory New)@22.69@19.9672@26.0@25.48@skinport@csdeals@2.79
StatTrak™ Dual Berettas | Panther (Factory New)@9.85@8.668@17.0@16.66@skinport@csdeals@6.81
StatTrak™ Dual Berettas | Ventilators (Factory New)@0.85@0.748@12.0@11.76@skinport@csdeals@10.91
StatTrak™ FAMAS | Commemoration (Factory New)@78.69@69.24719999999999@99.99@97.9902@skinport@csdeals@19.3
StatTrak™ Five-SeveN | Boost Protocol (Minimal Wear)@5.23@4.6024@11.0@10.78@skinport@csdeals@5.55
StatTrak™ Five-SeveN | Case Hardened (Factory New)@104.6@92.048@111.33@109.1034@skinport@csdeals@4.5
StatTrak™ Five-SeveN | Copper Galaxy (Factory New)@40.05@35.244@44.54@43.6492@skinport@csdeals@3.6
StatTrak™ Five-SeveN | Fairy Tale (Field-Tested)@20.51@18.0488@24.99@24.4902@skinport@csdeals@3.98
StatTrak™ Five-SeveN | Fowl Play (Well-Worn)@5.55@4.884@10.0@9.8@skinport@csdeals@4.25
StatTrak™ Five-SeveN | Monkey Business (Well-Worn)@5.89@5.183199999999999@10.0@9.8@skinport@csdeals@3.91
StatTrak™ Five-SeveN | Nightshade (Factory New)@5.01@4.4088@10.0@9.8@skinport@csdeals@4.79
StatTrak™ Five-SeveN | Scumbria (Factory New)@2.44@2.1472@10.0@9.8@skinport@csdeals@7.36
★ StatTrak™ Flip Knife | Marble Fade (Factory New)@723.38@636.5744@749.99@734.9902@skinport@csdeals@11.61
StatTrak™ G3SG1 | Demeter (Minimal Wear)@6.5@5.72@16.0@15.68@skinport@csdeals@9.18
StatTrak™ G3SG1 | Orange Crash (Factory New)@1.88@1.6544@12.0@11.76@skinport@csdeals@9.88
StatTrak™ G3SG1 | The Executioner (Field-Tested)@4.99@4.3912@8.0@7.84@skinport@csdeals@2.85
StatTrak™ Galil AR | Akoben (Factory New)@1.42@1.2496@10.0@9.8@skinport@csdeals@8.38
StatTrak™ Galil AR | Connexion (Factory New)@4.11@3.616800000000001@8.0@7.84@skinport@csdeals@3.73
StatTrak™ Galil AR | Destroyer (Factory New)@0.78@0.6864@25.0@24.5@skinport@csdeals@23.72
StatTrak™ Galil AR | Sandstorm (Minimal Wear)@3.76@3.3088@14.0@13.72@skinport@csdeals@9.96
StatTrak™ Galil AR | Signal (Factory New)@3.97@3.4936000000000003@7.0@6.859999999999999@skinport@csdeals@2.89
StatTrak™ Galil AR | Vandal (Factory New)@4.44@3.907200000000001@15.0@14.7@skinport@csdeals@10.26
StatTrak™ Glock-18 | Bullet Queen (Battle-Scarred)@12.24@10.7712@16.39@16.0622@skinport@csdeals@3.82
StatTrak™ Glock-18 | Bunsen Burner (Factory New)@6.18@5.4384@16.0@15.68@skinport@csdeals@9.5
StatTrak™ Glock-18 | Catacombs (Factory New)@1.66@1.4608@17.0@16.66@skinport@csdeals@15.0
StatTrak™ Glock-18 | Dragon Tattoo (Factory New)@200.32@176.2816@229.99@225.3902@skinport@csdeals@25.07
StatTrak™ Glock-18 | Ironwork (Factory New)@6.9@6.072@20.0@19.6@skinport@csdeals@12.7
StatTrak™ Glock-18 | Moonrise (Factory New)@4.45@3.916@9.0@8.82@skinport@csdeals@4.37
StatTrak™ Glock-18 | Off World (Factory New)@5.01@4.4088@10.0@9.8@skinport@csdeals@4.79
StatTrak™ Glock-18 | Oxide Blaze (Factory New)@1.74@1.5312@15.0@14.7@skinport@csdeals@12.96
StatTrak™ Glock-18 | Royal Legion (Well-Worn)@2.83@2.4904@6.0@5.88@skinport@csdeals@3.05
StatTrak™ Glock-18 | Wasteland Rebel (Factory New)@31.24@27.4912@55666.88@54553.5424@skinport@csdeals@54522.3
StatTrak™ Glock-18 | Water Elemental (Factory New)@46.57@40.9816@55.0@53.9@skinport@csdeals@7.33
StatTrak™ Glock-18 | Water Elemental (Field-Tested)@12.89@11.3432@16.53@16.1994@skinport@csdeals@3.31
StatTrak™ Glock-18 | Weasel (Battle-Scarred)@0.73@0.6424@10.0@9.8@skinport@csdeals@9.07
StatTrak™ Glock-18 | Winterized (Factory New)@5.33@4.6904@25.0@24.5@skinport@csdeals@19.17
StatTrak™ Glock-18 | Wraiths (Factory New)@5.07@4.461600000000001@25.0@24.5@skinport@csdeals@19.43
StatTrak™ M249 | Deep Relief (Factory New)@4.22@3.7136@13.0@12.74@skinport@csdeals@8.52
StatTrak™ M4A1-S | Blood Tiger (Factory New)@12.69@11.1672@15.99@15.6702@skinport@csdeals@2.98
StatTrak™ M4A1-S | Briefing (Well-Worn)@10.47@9.2136@24.0@23.52@skinport@csdeals@13.05
StatTrak™ M4A1-S | Chantico's Fire (Well-Worn)@33.38@29.3744@46.49@45.5602@skinport@csdeals@12.18
StatTrak™ M4A1-S | Cyrex (Minimal Wear)@78.97@69.4936@85.9@84.182@skinport@csdeals@5.21
StatTrak™ M4A1-S | Emphorosaur-S (Field-Tested)@3.68@3.2384@6.05@5.928999999999999@skinport@csdeals@2.25
StatTrak™ M4A1-S | Golden Coil (Factory New)@378.37@332.9656@410.0@401.8@skinport@csdeals@23.43
StatTrak™ M4A1-S | Golden Coil (Field-Tested)@111.29@97.9352@129.9@127.302@skinport@csdeals@16.01
StatTrak™ M4A1-S | Leaded Glass (Factory New)@30.0@26.4@32.99@32.3302@skinport@csdeals@2.33
StatTrak™ M4A1-S | Night Terror (Field-Tested)@2.67@2.3496@7.0@6.859999999999999@skinport@csdeals@4.19
StatTrak™ M4A1-S | Player Two (Minimal Wear)@85.68@75.39840000000001@119.9@117.502@skinport@csdeals@31.82
StatTrak™ M4A1-S | Printstream (Battle-Scarred)@165.82@145.92159999999998@175.0@171.5@skinport@csdeals@5.68
StatTrak™ M4A1-S | Printstream (Field-Tested)@255.95@225.236@270.0@264.6@skinport@csdeals@8.65
StatTrak™ M4A1-S | Printstream (Minimal Wear)@490.77@431.8776@580.0@568.4@skinport@csdeals@77.63
StatTrak™ M4A4 | Buzz Kill (Field-Tested)@22.32@19.6416@27.99@27.4302@skinport@csdeals@5.11
StatTrak™ M4A4 | Buzz Kill (Minimal Wear)@36.71@32.3048@50.66@49.6468@skinport@csdeals@12.94
StatTrak™ M4A4 | Evil Daimyo (Field-Tested)@3.34@2.9392@10.0@9.8@skinport@csdeals@6.46
StatTrak™ M4A4 | Magnesium (Factory New)@5.72@5.0336@35.0@34.3@skinport@csdeals@28.58
StatTrak™ M4A4 | Royal Paladin (Minimal Wear)@72.34@63.659200000000006@89.99@88.19019999999999@skinport@csdeals@15.85
StatTrak™ M4A4 | Temukau (Field-Tested)@52.43@46.1384@60.0@58.8@skinport@csdeals@6.37
StatTrak™ M4A4 | 龍王 (Dragon King) (Minimal Wear)@29.63@26.0744@39.99@39.1902@skinport@csdeals@9.56
★ StatTrak™ M9 Bayonet@1427.59@1256.2792@1499.99@1469.9902@skinport@csdeals@42.4
StatTrak™ MAC-10 | Carnivore (Factory New)@1.55@1.364@17.0@16.66@skinport@csdeals@15.11
StatTrak™ MAC-10 | Heat (Minimal Wear)@8.18@7.1984@1670.0@1636.6@skinport@csdeals@1628.42
StatTrak™ MAC-10 | Last Dive (Minimal Wear)@2.96@2.6048@7.0@6.859999999999999@skinport@csdeals@3.9
StatTrak™ MAC-10 | Monkeyflage (Factory New)@1.68@1.4784@17.0@16.66@skinport@csdeals@14.98
StatTrak™ MAC-10 | Pipe Down (Factory New)@4.44@3.907200000000001@20.0@19.6@skinport@csdeals@15.16
StatTrak™ MAG-7 | Cobalt Core (Factory New)@1.6@1.408@20.0@19.6@skinport@csdeals@18.0
StatTrak™ MAG-7 | Justice (Minimal Wear)@9.13@8.034400000000002@12.9@12.642@skinport@csdeals@3.51
StatTrak™ MAG-7 | Memento (Factory New)@11.13@9.7944@17.0@16.66@skinport@csdeals@5.53
StatTrak™ MAG-7 | Popdog (Factory New)@1.55@1.364@10.0@9.8@skinport@csdeals@8.25
StatTrak™ MAG-7 | Praetorian (Factory New)@8.71@7.6648@4453.35@4364.283@skinport@csdeals@4355.57
StatTrak™ MP5-SD | Acid Wash (Factory New)@3.28@2.8864@16.0@15.68@skinport@csdeals@12.4
StatTrak™ MP5-SD | Condition Zero (Factory New)@3.9@3.432@18.0@17.64@skinport@csdeals@13.74
StatTrak™ MP5-SD | Necro Jr. (Factory New)@1.21@1.0648@20.0@19.6@skinport@csdeals@18.39
StatTrak™ MP7 | Abyssal Apparition (Field-Tested)@3.38@2.9744@10.0@9.8@skinport@csdeals@6.42
StatTrak™ MP7 | Bloodsport (Minimal Wear)@8.24@7.2512@40.0@39.2@skinport@csdeals@30.96
StatTrak™ MP7 | Cirrus (Factory New)@3.12@2.7456@7.0@6.859999999999999@skinport@csdeals@3.74
StatTrak™ MP7 | Guerrilla (Factory New)@4.18@3.6784@23.0@22.54@skinport@csdeals@18.36
StatTrak™ MP7 | Mischief (Minimal Wear)@1.2@1.056@12.0@11.76@skinport@csdeals@10.56
StatTrak™ MP9 | Black Sand (Factory New)@1.34@1.1792@10.0@9.8@skinport@csdeals@8.46
StatTrak™ MP9 | Deadly Poison (Factory New)@5.86@5.1568000000000005@35.0@34.3@skinport@csdeals@28.44
StatTrak™ MP9 | Ruby Poison Dart (Factory New)@5.49@4.8312@28.95@28.371@skinport@csdeals@22.88
StatTrak™ MP9 | Sand Scale (Factory New)@0.96@0.8448@6.0@5.88@skinport@csdeals@4.92
StatTrak™ Music Kit | bbno$, u mad!@6.48@5.702400000000001@8.99@8.8102@skinport@csdeals@2.33
StatTrak™ Music Kit | Denzel Curry, ULTIMATE@5.46@4.8048@15.0@14.7@skinport@csdeals@9.24
StatTrak™ Music Kit | Dren, Gunman Taco Truck@23.93@21.0584@29.99@29.3902@skinport@csdeals@5.46
StatTrak™ Music Kit | Kelly Bailey, Hazardous Environments@9.28@8.1664@15.0@14.7@skinport@csdeals@5.42
StatTrak™ Music Kit | Knock2, dashstar*@24.22@21.3136@29.99@29.3902@skinport@csdeals@5.17
StatTrak™ Music Kit | New Beat Fund, Sponge Fingerz@5.56@4.892799999999999@15.0@14.7@skinport@csdeals@9.14
StatTrak™ Music Kit | Perfect World, 花脸 Hua Lian (Painted Face)@6.42@5.6496@11.0@10.78@skinport@csdeals@4.36
StatTrak™ Music Kit | The Verkkars & n0thing, Flashbang Dance@6.45@5.676@18.0@17.64@skinport@csdeals@11.19
StatTrak™ Music Kit | Troels Folmann, Uber Blasto Phone@7.71@6.7848@15.0@14.7@skinport@csdeals@6.99
StatTrak™ Music Kit | Various Artists, Hotline Miami@6.41@5.6408000000000005@15.0@14.7@skinport@csdeals@8.29
★ StatTrak™ Navaja Knife@123.46@108.6448@155.0@151.9@skinport@csdeals@28.44
StatTrak™ Negev | Dazzle (Minimal Wear)@1.14@1.0032@11.0@10.78@skinport@csdeals@9.64
StatTrak™ Negev | Desert-Strike (Factory New)@0.61@0.5367999999999999@10.0@9.8@skinport@csdeals@9.19
StatTrak™ Negev | Drop Me (Factory New)@1.66@1.4608@20.0@19.6@skinport@csdeals@17.94
StatTrak™ Negev | Power Loader (Field-Tested)@5.29@4.6552@9.0@8.82@skinport@csdeals@3.53
StatTrak™ Negev | Prototype (Factory New)@0.71@0.6248@14.0@13.72@skinport@csdeals@13.01
StatTrak™ Nova | Exo (Factory New)@0.99@0.8712@10.0@9.8@skinport@csdeals@8.81
StatTrak™ Nova | Koi (Factory New)@4.2@3.696@10.0@9.8@skinport@csdeals@5.6
StatTrak™ Nova | Plume (Factory New)@3.42@3.0096@6.0@5.88@skinport@csdeals@2.46
StatTrak™ Nova | Ranger (Factory New)@2.48@2.1824@14.0@13.72@skinport@csdeals@11.24
StatTrak™ Nova | Windblown (Factory New)@1.12@0.9856@16.0@15.68@skinport@csdeals@14.56
StatTrak™ Nova | Wood Fired (Factory New)@0.78@0.6864@7.0@6.859999999999999@skinport@csdeals@6.08
StatTrak™ P2000 | Fire Elemental (Field-Tested)@41.17@36.229600000000005@55.0@53.9@skinport@csdeals@12.73
StatTrak™ P2000 | Ivory (Factory New)@2.39@2.1032@8.0@7.84@skinport@csdeals@5.45
StatTrak™ P2000 | Oceanic (Factory New)@1.72@1.5136@11.0@10.78@skinport@csdeals@9.06
