name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
★ Karambit | Autotronic (Minimal Wear)@1491.26@1312.3088@1670.69@1587.1555@skinport@shadowpay@95.9
★ Karambit | Black Laminate (Field-Tested)@920.35@809.908@1195.54@1135.763@skinport@shadowpay@215.41
★ Karambit | Black Laminate (Minimal Wear)@1012.72@891.1936000000001@1733.6@1646.9199999999998@skinport@shadowpay@634.2
★ Karambit | Black Laminate (Well-Worn)@899.22@791.3136000000001@999.0@949.05@skinport@shadowpay@49.83
★ Karambit | Blue Steel (Field-Tested)@731.75@643.94@830.0@788.5@skinport@shadowpay@56.75
★ Karambit | Bright Water (Factory New)@800.51@704.4488@1000.0@950.0@skinport@shadowpay@149.49
★ Karambit | Case Hardened (Battle-Scarred)@756.77@665.9576@825.7@784.415@skinport@shadowpay@27.64
★ Karambit | Case Hardened (Field-Tested)@946.35@832.788@1172.93@1114.2835@skinport@shadowpay@167.93
★ Karambit | Case Hardened (Minimal Wear)@1250.0@1100.0@2059.78@1956.791@skinport@shadowpay@706.79
★ Karambit | Case Hardened (Well-Worn)@875.0@770.0@949.99@902.4905@skinport@shadowpay@27.49
★ Karambit | Crimson Web (Field-Tested)@931.82@820.0016@1049.89@997.3955@skinport@shadowpay@65.58
★ Karambit | Crimson Web (Well-Worn)@850.0@748.0@914.0@868.3@skinport@shadowpay@18.3
★ Karambit | Damascus Steel (Battle-Scarred)@711.14@625.8032@878.77@834.8314999999999@skinport@shadowpay@123.69
★ Karambit | Damascus Steel (Factory New)@1060.37@933.1256@1130.0@1073.5@skinport@shadowpay@13.13
★ Karambit | Damascus Steel (Field-Tested)@749.49@659.5512@1510.73@1435.1935@skinport@shadowpay@685.7
★ Karambit | Damascus Steel (Minimal Wear)@890.31@783.4728@980.0@931.0@skinport@shadowpay@40.69
★ Karambit | Doppler (Factory New)@1186.37@1044.0056@1288.43@1224.0085@skinport@shadowpay@37.64
★ Karambit | Doppler (Minimal Wear)@1112.89@979.3432@1650.0@1567.5@skinport@shadowpay@454.61
★ Karambit | Forest DDPAT (Minimal Wear)@506.36@445.5968@555.99@528.1904999999999@skinport@shadowpay@21.83
★ Karambit | Freehand (Battle-Scarred)@667.73@587.6024@900.0@855.0@skinport@shadowpay@187.27
★ Karambit | Freehand (Field-Tested)@682.98@601.0224000000001@796.46@756.637@skinport@shadowpay@73.66
★ Karambit | Freehand (Minimal Wear)@674.95@593.956@820.0@779.0@skinport@shadowpay@104.05
★ Karambit | Gamma Doppler (Factory New)@1485.62@1307.3456@1649.99@1567.4905@skinport@shadowpay@81.87
★ Karambit | Gamma Doppler (Minimal Wear)@1479.0@1301.52@1967.0@1868.65@skinport@shadowpay@389.65
★ Karambit | Lore (Field-Tested)@1025.53@902.4664@1240.0@1178.0@skinport@shadowpay@152.47
★ Karambit | Marble Fade (Factory New)@1685.0@1482.8@1840.0@1748.0@skinport@shadowpay@63.0
★ Karambit | Night (Field-Tested)@588.32@517.7216000000001@640.0@608.0@skinport@shadowpay@19.68
★ Karambit | Night (Minimal Wear)@670.52@590.0576@1078.4@1024.48@skinport@shadowpay@353.96
★ Karambit | Safari Mesh (Battle-Scarred)@461.0@405.68@795.22@755.459@skinport@shadowpay@294.46
★ Karambit | Safari Mesh (Field-Tested)@442.45@389.356@480.99@456.9405@skinport@shadowpay@14.49
★ Karambit | Scorched (Battle-Scarred)@485.01@426.8088@526.0@499.7@skinport@shadowpay@14.69
★ Karambit | Scorched (Minimal Wear)@470.0@413.6@598.77@568.8315@skinport@shadowpay@98.83
★ Karambit | Slaughter (Minimal Wear)@985.4@867.1519999999999@1400.0@1330.0@skinport@shadowpay@344.6
★ Karambit | Stained (Battle-Scarred)@616.25@542.3@860.0@817.0@skinport@shadowpay@200.75
★ Karambit | Tiger Tooth (Factory New)@1295.88@1140.3744000000002@1420.0@1349.0@skinport@shadowpay@53.12
★ Karambit | Tiger Tooth (Minimal Wear)@1293.36@1138.1568@1388.99@1319.5404999999998@skinport@shadowpay@26.18
★ Karambit | Ultraviolet (Minimal Wear)@934.83@822.6504@1006.62@956.289@skinport@shadowpay@21.46
★ Karambit | Urban Masked (Minimal Wear)@612.09@538.6392000000001@750.0@712.5@skinport@shadowpay@100.41
Katowice 2019 Legends (Holo-Foil)@10.12@8.9056@13.0@12.35@skinport@shadowpay@2.23
London 2018 Nuke Souvenir Package@15.91@14.0008@19.28@18.316@skinport@shadowpay@2.41
M249 | Shipping Forecast (Minimal Wear)@12.28@10.8064@15.92@15.124@skinport@shadowpay@2.84
M4A1-S | Atomic Alloy (Field-Tested)@33.68@29.6384@41.38@39.311@skinport@shadowpay@5.63
M4A1-S | Atomic Alloy (Minimal Wear)@44.94@39.5472@50.78@48.241@skinport@shadowpay@3.3
M4A1-S | Atomic Alloy (Well-Worn)@33.38@29.3744@38.0@36.1@skinport@shadowpay@2.72
M4A1-S | Blue Phosphor (Factory New)@612.08@538.6304@679.29@645.3254999999999@skinport@shadowpay@33.25
M4A1-S | Briefing (Well-Worn)@4.83@4.2504@8.67@8.2365@skinport@shadowpay@3.41
M4A1-S | Chantico's Fire (Factory New)@103.41@91.0008@179.14@170.183@skinport@shadowpay@66.77
M4A1-S | Control Panel (Factory New)@85.75@75.46@109.91@104.4145@skinport@shadowpay@18.66
M4A1-S | Cyrex (Well-Worn)@13.93@12.2584@17.82@16.929@skinport@shadowpay@3.0
M4A1-S | Dark Water (Field-Tested)@64.31@56.5928@71.07@67.5165@skinport@shadowpay@3.21
M4A1-S | Golden Coil (Factory New)@165.72@145.8336@183.3@174.135@skinport@shadowpay@8.41
M4A1-S | Golden Coil (Field-Tested)@45.02@39.6176@50.65@48.1175@skinport@shadowpay@3.1
M4A1-S | Golden Coil (Well-Worn)@33.56@29.5328@39.43@37.4585@skinport@shadowpay@3.9
M4A1-S | Guardian (Field-Tested)@16.69@14.6872@22.31@21.1945@skinport@shadowpay@4.5
M4A1-S | Guardian (Well-Worn)@17.63@15.514399999999998@21.15@20.0925@skinport@shadowpay@2.46
M4A1-S | Hot Rod (Factory New)@834.66@734.5008@895.99@851.1904999999999@skinport@shadowpay@16.53
M4A1-S | Hot Rod (Minimal Wear)@900.16@792.1408@959.6@911.62@skinport@shadowpay@11.46
M4A1-S | Hyper Beast (Factory New)@127.97@112.6136@150.0@142.5@skinport@shadowpay@14.53
M4A1-S | Icarus Fell (Factory New)@445.16@391.7408@530.0@503.5@skinport@shadowpay@58.34
M4A1-S | Master Piece (Battle-Scarred)@79.02@69.5376@99.17@94.2115@skinport@shadowpay@15.19
M4A1-S | Master Piece (Well-Worn)@89.57@78.82159999999999@103.19@98.0305@skinport@shadowpay@8.46
M4A1-S | Mecha Industries (Minimal Wear)@31.31@27.5528@38.96@37.012@skinport@shadowpay@5.7
M4A1-S | Printstream (Battle-Scarred)@101.27@89.1176@122.4@116.28@skinport@shadowpay@15.01
M4A1-S | Printstream (Minimal Wear)@241.15@212.212@265.19@251.9305@skinport@shadowpay@10.78
M4A1-S | Printstream (Well-Worn)@133.61@117.5768@156.99@149.1405@skinport@shadowpay@15.53
M4A1-S | Welcome to the Jungle (Battle-Scarred)@700.0@616.0@799.0@759.05@skinport@shadowpay@59.05
M4A4 | Asiimov (Battle-Scarred)@50.08@44.0704@59.06@56.107@skinport@shadowpay@6.03
M4A4 | Asiimov (Well-Worn)@85.69@75.4072@92.91@88.2645@skinport@shadowpay@2.57
M4A4 | Buzz Kill (Well-Worn)@9.18@8.0784@18.2@17.29@skinport@shadowpay@8.11
M4A4 | Daybreak (Factory New)@270.0@237.6@340.42@323.399@skinport@shadowpay@53.4
M4A4 | Desert Storm (Factory New)@50.08@44.0704@93.16@88.502@skinport@shadowpay@38.42
M4A4 | Hellfire (Field-Tested)@39.42@34.6896@44.35@42.1325@skinport@shadowpay@2.71
M4A4 | Hellfire (Minimal Wear)@44.1@38.808@60.06@57.057@skinport@shadowpay@12.96
M4A4 | Howl (Factory New)@7186.98@6324.542399999999@8000.0@7600.0@skinport@shadowpay@413.02
M4A4 | Howl (Field-Tested)@3543.43@3118.2184@4449.89@4227.3955000000005@skinport@shadowpay@683.97
M4A4 | Howl (Minimal Wear)@4779.73@4206.162399999999@5650.0@5367.5@skinport@shadowpay@587.77
M4A4 | Howl (Well-Worn)@3255.2@2864.576@4800.0@4560.0@skinport@shadowpay@1304.8
M4A4 | Poseidon (Factory New)@1400.95@1232.836@1499.99@1424.9905@skinport@shadowpay@24.04
M4A4 | Poseidon (Minimal Wear)@912.57@803.0616@1210.0@1149.5@skinport@shadowpay@236.93
M4A4 | Red DDPAT (Field-Tested)@86.94@76.5072@98.05@93.1475@skinport@shadowpay@6.21
M4A4 | Red DDPAT (Minimal Wear)@122.0@107.36@148.26@140.84699999999998@skinport@shadowpay@18.85
M4A4 | Temukau (Factory New)@233.4@205.392@256.94@244.093@skinport@shadowpay@10.69
M4A4 | The Coalition (Factory New)@308.99@271.9112@349.95@332.4525@skinport@shadowpay@23.46
★ M9 Bayonet | Autotronic (Field-Tested)@950.55@836.4839999999999@1169.65@1111.1675@skinport@shadowpay@160.62
★ M9 Bayonet | Autotronic (Minimal Wear)@1313.21@1155.6248@1690.0@1605.5@skinport@shadowpay@292.29
★ M9 Bayonet | Black Laminate (Minimal Wear)@898.84@790.9792@997.43@947.5585@skinport@shadowpay@48.72
★ M9 Bayonet | Black Laminate (Well-Worn)@773.45@680.6360000000001@878.0@834.0999999999999@skinport@shadowpay@60.65
★ M9 Bayonet | Blue Steel (Battle-Scarred)@634.35@558.2280000000001@712.0@676.4@skinport@shadowpay@42.05
★ M9 Bayonet | Blue Steel (Field-Tested)@558.66@491.6208@662.77@629.6315@skinport@shadowpay@70.97
★ M9 Bayonet | Boreal Forest (Field-Tested)@420.0@369.6@460.88@437.836@skinport@shadowpay@17.84
★ M9 Bayonet | Boreal Forest (Minimal Wear)@501.96@441.7248@932.35@885.7325@skinport@shadowpay@383.77
★ M9 Bayonet | Boreal Forest (Well-Worn)@393.87@346.6056@465.91@442.6145@skinport@shadowpay@48.74
★ M9 Bayonet | Bright Water (Factory New)@688.56@605.9327999999999@789.7@750.215@skinport@shadowpay@61.66
★ M9 Bayonet | Bright Water (Field-Tested)@535.88@471.5744@616.08@585.2760000000001@skinport@shadowpay@49.4
★ M9 Bayonet | Bright Water (Minimal Wear)@612.09@538.6392000000001@729.99@693.4905@skinport@shadowpay@81.4
★ M9 Bayonet | Bright Water (Well-Worn)@460.24@405.0112@550.0@522.5@skinport@shadowpay@62.26
★ M9 Bayonet | Case Hardened (Minimal Wear)@774.4@681.472@1215.13@1154.3735@skinport@shadowpay@379.97
★ M9 Bayonet | Crimson Web (Field-Tested)@716.69@630.6872000000001@769.99@731.4905@skinport@shadowpay@14.8
★ M9 Bayonet | Damascus Steel (Factory New)@696.66@613.0608@769.98@731.481@skinport@shadowpay@34.82
★ M9 Bayonet | Damascus Steel (Field-Tested)@600.0@528.0@727.73@691.3435@skinport@shadowpay@91.34
★ M9 Bayonet | Damascus Steel (Minimal Wear)@639.91@563.1208@827.63@786.2484999999999@skinport@shadowpay@146.34
★ M9 Bayonet | Doppler (Factory New)@945.96@832.4448@1043.22@991.059@skinport@shadowpay@45.1
★ M9 Bayonet | Fade (Factory New)@2024.83@1781.8504@2271.79@2158.2005@skinport@shadowpay@133.37
★ M9 Bayonet | Forest DDPAT (Minimal Wear)@508.58@447.5504@920.64@874.608@skinport@shadowpay@366.03
★ M9 Bayonet | Freehand (Factory New)@675.27@594.2376@808.89@768.4454999999999@skinport@shadowpay@93.18
★ M9 Bayonet | Freehand (Field-Tested)@552.77@486.4376@646.17@613.8615@skinport@shadowpay@61.09
★ M9 Bayonet | Gamma Doppler (Factory New)@1200.0@1056.0@1274.99@1211.2405@skinport@shadowpay@11.24
★ M9 Bayonet | Lore (Battle-Scarred)@664.38@584.6544@722.07@685.9665@skinport@shadowpay@21.59
★ M9 Bayonet | Lore (Factory New)@3696.24@3252.6912@4588.54@4359.112999999999@skinport@shadowpay@662.87
★ M9 Bayonet | Lore (Field-Tested)@1186.34@1043.9792@1369.98@1301.481@skinport@shadowpay@115.14
★ M9 Bayonet | Lore (Minimal Wear)@2500.01@2200.0088@2999.0@2849.05@skinport@shadowpay@349.04
★ M9 Bayonet | Marble Fade (Minimal Wear)@1487.93@1309.3784@1586.4@1507.08@skinport@shadowpay@19.15
★ M9 Bayonet | Night (Battle-Scarred)@486.43@428.0584@959.97@911.9715@skinport@shadowpay@425.54
★ M9 Bayonet | Night (Field-Tested)@472.83@416.0904@557.8@529.91@skinport@shadowpay@57.08
★ M9 Bayonet | Rust Coat (Battle-Scarred)@457.06@402.2128@514.99@489.2405@skinport@shadowpay@32.18
★ M9 Bayonet | Safari Mesh (Battle-Scarred)@475.86@418.7568@530.0@503.5@skinport@shadowpay@27.64
★ M9 Bayonet | Scorched (Field-Tested)@397.23@349.5624@426.97@405.6215@skinport@shadowpay@8.39
★ M9 Bayonet | Scorched (Minimal Wear)@429.56@378.0128@499.99@474.9905@skinport@shadowpay@45.43
★ M9 Bayonet | Slaughter (Factory New)@1148.25@1010.46@1888.46@1794.037@skinport@shadowpay@645.79
★ M9 Bayonet | Slaughter (Field-Tested)@786.58@692.1904000000001@900.0@855.0@skinport@shadowpay@68.42
★ M9 Bayonet | Slaughter (Minimal Wear)@890.0@783.2@1349.72@1282.234@skinport@shadowpay@392.23
★ M9 Bayonet | Stained (Field-Tested)@499.69@439.7272@559.99@531.9905@skinport@shadowpay@32.3
★ M9 Bayonet | Tiger Tooth (Factory New)@1203.65@1059.212@1400.0@1330.0@skinport@shadowpay@126.35
★ M9 Bayonet | Ultraviolet (Battle-Scarred)@466.82@410.8016@559.98@531.981@skinport@shadowpay@65.16
★ M9 Bayonet | Ultraviolet (Field-Tested)@472.98@416.2224@529.98@503.481@skinport@shadowpay@30.5
★ M9 Bayonet | Ultraviolet (Minimal Wear)@779.01@685.5288@959.84@911.848@skinport@shadowpay@132.84
★ M9 Bayonet | Ultraviolet (Well-Worn)@445.0@391.6@556.65@528.8175@skinport@shadowpay@83.82
★ M9 Bayonet | Urban Masked (Minimal Wear)@509.48@448.3424@566.39@538.0704999999999@skinport@shadowpay@28.59
MAC-10 | Case Hardened (Factory New)@104.89@92.3032@117.27@111.4065@skinport@shadowpay@6.52
MAC-10 | Case Hardened (Field-Tested)@83.44@73.4272@137.58@130.701@skinport@shadowpay@47.26
MAC-10 | Case Hardened (Minimal Wear)@89.03@78.3464@104.93@99.6835@skinport@shadowpay@10.65
MAC-10 | Copper Borre (Factory New)@101.21@89.06479999999999@173.86@165.167@skinport@shadowpay@63.96
MAC-10 | Fade (Minimal Wear)@38.95@34.276@68.32@64.904@skinport@shadowpay@25.95
MAC-10 | Gold Brick (Factory New)@74.24@65.3312@111.33@105.7635@skinport@shadowpay@31.52
MAC-10 | Gold Brick (Minimal Wear)@57.24@50.3712@100.35@95.3325@skinport@shadowpay@38.09
MAC-10 | Hot Snakes (Well-Worn)@149.0@131.12@199.42@189.449@skinport@shadowpay@40.45
MAC-10 | Propaganda (Well-Worn)@17.73@15.6024@33.32@31.654@skinport@shadowpay@13.92
MAC-10 | Red Filigree (Minimal Wear)@109.05@95.964@161.69@153.60549999999998@skinport@shadowpay@44.56
MAG-7 | Chainmail (Minimal Wear)@18.31@16.1128@32.66@31.026999999999997@skinport@shadowpay@12.72
MAG-7 | Counter Terrace (Factory New)@144.68@127.3184@214.87@204.1265@skinport@shadowpay@59.45
MAG-7 | Irradiated Alert (Well-Worn)@3.26@2.8688@13.0@12.35@skinport@shadowpay@9.09
MAG-7 | Memento (Minimal Wear)@2.6@2.2880000000000003@5.0@4.75@skinport@shadowpay@2.15
MAG-7 | Praetorian (Minimal Wear)@2.37@2.0856@8.85@8.407499999999999@skinport@shadowpay@6.04
MLG Columbus 2016 Legends (Holo-Foil)@27.7@24.376@34.18@32.471@skinport@shadowpay@4.77
★ Moto Gloves | 3rd Commando Company (Battle-Scarred)@61.0@53.68@71.19@67.6305@skinport@shadowpay@6.63
★ Moto Gloves | 3rd Commando Company (Field-Tested)@74.19@65.2872@82.0@77.89999999999999@skinport@shadowpay@3.71
★ Moto Gloves | 3rd Commando Company (Well-Worn)@64.91@57.1208@95.98@91.181@skinport@shadowpay@26.27
★ Moto Gloves | Blood Pressure (Minimal Wear)@500.0@440.0@600.0@570.0@skinport@shadowpay@70.0
★ Moto Gloves | Blood Pressure (Well-Worn)@145.78@128.2864@165.55@157.2725@skinport@shadowpay@11.49
★ Moto Gloves | Boom! (Well-Worn)@121.29@106.7352@160.0@152.0@skinport@shadowpay@30.71
★ Moto Gloves | Cool Mint (Minimal Wear)@899.99@791.9912@959.53@911.5535@skinport@shadowpay@11.56
★ Moto Gloves | Cool Mint (Well-Worn)@315.0@277.2@390.32@370.804@skinport@shadowpay@55.8
★ Moto Gloves | Eclipse (Minimal Wear)@612.09@538.6392000000001@693.41@658.7394999999999@skinport@shadowpay@46.65
★ Moto Gloves | Finish Line (Field-Tested)@167.2@147.136@182.76@173.622@skinport@shadowpay@6.42
★ Moto Gloves | Finish Line (Minimal Wear)@419.82@369.4416@505.02@479.769@skinport@shadowpay@59.95
★ Moto Gloves | Polygon (Field-Tested)@184.73@162.5624@200.0@190.0@skinport@shadowpay@5.27
★ Moto Gloves | Polygon (Minimal Wear)@440.28@387.4464@546.73@519.3935@skinport@shadowpay@79.11
★ Moto Gloves | Polygon (Well-Worn)@170.26@149.8288@197.74@187.853@skinport@shadowpay@17.59
★ Moto Gloves | Smoke Out (Field-Tested)@186.95@164.516@210.29@199.7755@skinport@shadowpay@12.83
★ Moto Gloves | Spearmint (Field-Tested)@1359.7@1196.536@1649.99@1567.4905@skinport@shadowpay@207.79
★ Moto Gloves | Transport (Battle-Scarred)@56.16@49.4208@65.2@61.94@skinport@shadowpay@5.78
★ Moto Gloves | Turtle (Minimal Wear)@404.69@356.1272@442.0@419.9@skinport@shadowpay@15.21
★ Moto Gloves | Turtle (Well-Worn)@139.1@122.408@154.79@147.0505@skinport@shadowpay@7.95
MP5-SD | Nitro (Factory New)@7.14@6.2832@11.88@11.286@skinport@shadowpay@4.15
MP7 | Skulls (Minimal Wear)@15.22@13.3936@19.06@18.107@skinport@shadowpay@2.89
MP7 | Teal Blossom (Factory New)@82.0@72.16@144.21@136.9995@skinport@shadowpay@55.0
MP9 | Bulldozer (Battle-Scarred)@34.14@30.0432@69.35@65.8825@skinport@shadowpay@31.74
MP9 | Dark Age (Factory New)@84.0@73.92@96.49@91.6655@skinport@shadowpay@7.67
MP9 | Stained Glass (Factory New)@111.29@97.9352@580.38@551.361@skinport@shadowpay@440.07
★ Navaja Knife | Blue Steel (Factory New)@126.87@111.6456@194.99@185.2405@skinport@shadowpay@58.37
★ Navaja Knife | Blue Steel (Field-Tested)@91.59@80.59920000000001@104.52@99.294@skinport@shadowpay@7.7
★ Navaja Knife | Boreal Forest (Battle-Scarred)@81.24@71.49119999999999@87.65@83.2675@skinport@shadowpay@2.03
★ Navaja Knife | Case Hardened (Battle-Scarred)@130.25@114.62@154.99@147.2405@skinport@shadowpay@16.99
★ Navaja Knife | Case Hardened (Field-Tested)@144.66@127.3008@157.72@149.834@skinport@shadowpay@5.17
★ Navaja Knife | Case Hardened (Minimal Wear)@131.5@115.72@169.99@161.4905@skinport@shadowpay@29.99
★ Navaja Knife | Crimson Web (Field-Tested)@110.0@96.8@119.98@113.981@skinport@shadowpay@3.98
★ Navaja Knife | Crimson Web (Minimal Wear)@163.58@143.9504@198.99@189.0405@skinport@shadowpay@25.46
★ Navaja Knife | Doppler (Factory New)@201.29@177.1352@225.0@213.75@skinport@shadowpay@12.46
★ Navaja Knife | Marble Fade (Factory New)@189.71@166.9448@209.12@198.664@skinport@shadowpay@8.95
★ Navaja Knife | Marble Fade (Minimal Wear)@189.19@166.4872@416.86@396.017@skinport@shadowpay@206.83
★ Navaja Knife | Safari Mesh (Field-Tested)@81.23@71.4824@129.28@122.816@skinport@shadowpay@41.59
★ Navaja Knife | Safari Mesh (Minimal Wear)@77.9@68.552@92.9@88.255@skinport@shadowpay@10.35
★ Navaja Knife | Scorched (Well-Worn)@77.64@68.3232@87.0@82.64999999999999@skinport@shadowpay@5.01
★ Navaja Knife | Slaughter (Minimal Wear)@160.65@141.372@180.02@171.019@skinport@shadowpay@10.37
★ Navaja Knife | Stained (Field-Tested)@91.11@80.1768@110.42@104.899@skinport@shadowpay@13.79
★ Navaja Knife | Tiger Tooth (Factory New)@164.15@144.452@179.99@170.9905@skinport@shadowpay@6.84
★ Navaja Knife | Ultraviolet (Factory New)@219.98@193.5824@280.0@266.0@skinport@shadowpay@46.02
★ Navaja Knife | Ultraviolet (Field-Tested)@86.79@76.3752@93.89@89.1955@skinport@shadowpay@2.41
★ Navaja Knife | Urban Masked (Field-Tested)@75.72@66.6336@83.89@79.6955@skinport@shadowpay@3.98
★ Navaja Knife | Urban Masked (Minimal Wear)@96.0@84.48@103.48@98.306@skinport@shadowpay@2.31
Negev | Anodized Navy (Factory New)@333.87@293.8056@446.48@424.156@skinport@shadowpay@90.29
★ Nomad Knife | Blue Steel (Battle-Scarred)@295.0@259.6@313.52@297.844@skinport@shadowpay@2.84
★ Nomad Knife | Blue Steel (Field-Tested)@284.77@250.5976@340.6@323.57@skinport@shadowpay@38.8
★ Nomad Knife | Blue Steel (Minimal Wear)@346.79@305.1752@370.0@351.5@skinport@shadowpay@4.71
★ Nomad Knife | Boreal Forest (Minimal Wear)@231.33@203.5704@259.71@246.7245@skinport@shadowpay@15.39
★ Nomad Knife | Case Hardened (Battle-Scarred)@278.22@244.8336@299.66@284.677@skinport@shadowpay@6.46
★ Nomad Knife | Case Hardened (Minimal Wear)@399.1@351.208@456.98@434.131@skinport@shadowpay@35.03
★ Nomad Knife | Case Hardened (Well-Worn)@237.17@208.7096@321.53@305.4535@skinport@shadowpay@68.28
★ Nomad Knife | Crimson Web (Minimal Wear)@720.0@633.6@774.74@736.0029999999999@skinport@shadowpay@16.0
★ Nomad Knife | Crimson Web (Well-Worn)@445.14@391.7232@599.0@569.05@skinport@shadowpay@123.91
★ Nomad Knife | Fade (Factory New)@1079.76@950.1888@1199.99@1139.9905@skinport@shadowpay@60.23
★ Nomad Knife | Forest DDPAT (Battle-Scarred)@147.0@129.36@184.49@175.2655@skinport@shadowpay@28.27
★ Nomad Knife | Forest DDPAT (Minimal Wear)@174.2@153.296@210.02@199.519@skinport@shadowpay@25.32
★ Nomad Knife | Night Stripe (Field-Tested)@180.28@158.6464@192.74@183.103@skinport@shadowpay@2.82
★ Nomad Knife | Night Stripe (Well-Worn)@172.49@151.7912@300.0@285.0@skinport@shadowpay@112.51
★ Nomad Knife | Safari Mesh (Battle-Scarred)@147.08@129.43040000000002@158.93@150.9835@skinport@shadowpay@3.9
★ Nomad Knife | Safari Mesh (Minimal Wear)@159.0@139.92@181.15@172.0925@skinport@shadowpay@13.09
★ Nomad Knife | Scorched (Field-Tested)@139.11@122.4168@148.96@141.512@skinport@shadowpay@2.4
★ Nomad Knife | Scorched (Minimal Wear)@169.15@148.852@181.16@172.10199999999998@skinport@shadowpay@2.95
★ Nomad Knife | Slaughter (Factory New)@540.0@475.2@578.99@550.0405@skinport@shadowpay@10.04
★ Nomad Knife | Slaughter (Minimal Wear)@478.26@420.8688@550.0@522.5@skinport@shadowpay@44.24
★ Nomad Knife | Urban Masked (Field-Tested)@178.0@156.64@194.97@185.2215@skinport@shadowpay@7.22
Nova | Baroque Orange (Factory New)@116.84@102.8192@187.13@177.77349999999998@skinport@shadowpay@60.93
Nova | Clear Polymer (Factory New)@6.73@5.9224000000000006@11.32@10.754@skinport@shadowpay@4.02
Nova | Hyper Beast (Minimal Wear)@15.36@13.5168@18.53@17.6035@skinport@shadowpay@2.24
Nova | Quick Sand (Minimal Wear)@19.23@16.9224@23.37@22.2015@skinport@shadowpay@2.97
Nova | Sobek's Bite (Battle-Scarred)@11.13@9.7944@14.44@13.717999999999998@skinport@shadowpay@2.59
Operation Vanguard Access Pass@886.96@780.5248@969.99@921.4905@skinport@shadowpay@34.53
P2000 | Chainmail (Factory New)@98.94@87.0672@157.63@149.74849999999998@skinport@shadowpay@50.81
P2000 | Coach Class (Minimal Wear)@9.98@8.7824@14.98@14.231@skinport@shadowpay@4.25
P2000 | Panther Camo (Well-Worn)@3.04@2.6752@5.39@5.1205@skinport@shadowpay@2.08
P250 | Apep's Curse (Factory New)@239.65@210.892@427.63@406.2485@skinport@shadowpay@166.6
P250 | Apep's Curse (Minimal Wear)@137.72@121.1936@160.99@152.9405@skinport@shadowpay@15.22
P250 | Apep's Curse (Well-Worn)@64.75@56.98@75.26@71.497@skinport@shadowpay@6.75
P250 | Bengal Tiger (Factory New)@27.25@23.98@42.14@40.033@skinport@shadowpay@12.78
P250 | Hive (Field-Tested)@4.56@4.0128@8.54@8.113@skinport@shadowpay@3.55
P250 | Nuclear Threat (Field-Tested)@16.69@14.6872@30.9@29.355@skinport@shadowpay@12.66
P250 | Red Rock (Battle-Scarred)@4.43@3.8984@9.95@9.4525@skinport@shadowpay@5.02
P250 | Red Rock (Minimal Wear)@9.72@8.553600000000001@17.57@16.691499999999998@skinport@shadowpay@6.97
P250 | Undertow (Factory New)@63.09@55.519200000000005@79.56@75.582@skinport@shadowpay@12.49
P250 | Undertow (Minimal Wear)@38.94@34.267199999999995@44.12@41.914@skinport@shadowpay@2.97
P250 | Whiteout (Minimal Wear)@21.13@18.5944@25.28@24.016@skinport@shadowpay@2.89
P90 | Astral Jörmungandr (Factory New)@289.35@254.628@325.0@308.75@skinport@shadowpay@19.4
P90 | Death by Kitty (Minimal Wear)@52.7@46.376000000000005@62.97@59.82149999999999@skinport@shadowpay@7.12
P90 | Emerald Dragon (Minimal Wear)@139.72@122.9536@165.4@157.13@skinport@shadowpay@17.41
P90 | Schematic (Factory New)@11.13@9.7944@18.28@17.366@skinport@shadowpay@6.24
P90 | Shapewood (Factory New)@15.46@13.6048@20.22@19.209@skinport@shadowpay@3.75
P90 | Trigon (Battle-Scarred)@13.91@12.2408@20.03@19.0285@skinport@shadowpay@5.12
P90 | Trigon (Minimal Wear)@11.41@10.0408@20.83@19.7885@skinport@shadowpay@8.38
★ Paracord Knife | Blue Steel (Field-Tested)@148.23@130.4424@198.38@188.461@skinport@shadowpay@40.23
★ Paracord Knife | Blue Steel (Well-Worn)@150.23@132.20239999999998@170.43@161.9085@skinport@shadowpay@11.68
★ Paracord Knife | Case Hardened (Factory New)@384.71@338.5448@450.0@427.5@skinport@shadowpay@42.79
★ Paracord Knife | Crimson Web (Field-Tested)@288.23@253.6424@305.88@290.586@skinport@shadowpay@2.36
★ Paracord Knife | Crimson Web (Minimal Wear)@431.33@379.5704@490.0@465.5@skinport@shadowpay@34.17
★ Paracord Knife | Crimson Web (Well-Worn)@216.48@190.5024@319.0@303.05@skinport@shadowpay@86.57
★ Paracord Knife | Fade (Factory New)@677.19@595.9272000000001@963.21@915.0495@skinport@shadowpay@237.86
★ Paracord Knife | Forest DDPAT (Battle-Scarred)@101.6@89.408@126.0@119.7@skinport@shadowpay@18.1
★ Paracord Knife | Night Stripe (Field-Tested)@127.98@112.6224@148.05@140.6475@skinport@shadowpay@12.67
★ Paracord Knife | Night Stripe (Minimal Wear)@177.05@155.804@343.19@326.0305@skinport@shadowpay@148.98
★ Paracord Knife | Night Stripe (Well-Worn)@156.18@137.4384@167.06@158.707@skinport@shadowpay@2.53
★ Paracord Knife | Safari Mesh (Battle-Scarred)@108.5@95.48@140.0@133.0@skinport@shadowpay@24.5
★ Paracord Knife | Safari Mesh (Minimal Wear)@114.29@100.5752@219.74@208.753@skinport@shadowpay@94.46
