name@price_x@price_after_sell_x@price_y@price_after_sell_y@BUY X@SELL Y@profit
Sticker | Natus Vincere | Cologne 2016@3.0@2.64@6.19@5.8805000000000005@skinport@shadowpay@2.88
Sticker | Natus Vincere (Foil) | Katowice 2019@8.94@7.867199999999999@20.92@19.874@skinport@shadowpay@10.93
Sticker | Natus Vincere (Gold) | 2020 RMR@6.24@5.4912@13.14@12.483@skinport@shadowpay@6.24
Sticker | NEO | Cologne 2015@1.99@1.7512@6.81@6.469499999999999@skinport@shadowpay@4.48
Sticker | NEO (Foil) | Krakow 2017@27.82@24.4816@38.47@36.5465@skinport@shadowpay@8.73
Sticker | NiKo | Boston 2018@8.57@7.5416@11.44@10.868@skinport@shadowpay@2.3
Sticker | NiKo (Foil) | Katowice 2019@14.46@12.7248@45.15@42.8925@skinport@shadowpay@28.43
Sticker | NiKo (Gold) | Antwerp 2022@59.75@52.58@115.0@109.25@skinport@shadowpay@49.5
Sticker | niko  | London 2018@10.0@8.8@15.13@14.3735@skinport@shadowpay@4.37
Sticker | North (Foil) | Krakow 2017@22.25@19.58@48.0@45.6@skinport@shadowpay@23.35
Sticker | North (Holo) | Boston 2018@19.59@17.2392@25.0@23.75@skinport@shadowpay@4.16
Sticker | peet | Cluj-Napoca 2015@6.94@6.107200000000001@14.99@14.2405@skinport@shadowpay@7.3
Sticker | Perfecto (Holo) | Antwerp 2022@2.09@1.8392@5.32@5.054@skinport@shadowpay@2.96
Sticker | PGL | Krakow 2017@0.89@0.7832@4.56@4.332@skinport@shadowpay@3.44
Sticker | Pimp | Atlanta 2017@20.0@17.6@26.32@25.004@skinport@shadowpay@5.0
Sticker | rain | Cologne 2016@15.57@13.7016@20.6@19.57@skinport@shadowpay@4.0
Sticker | Rickeh (Foil) | Cologne 2015@12.23@10.7624@17.0@16.15@skinport@shadowpay@3.92
Sticker | ropz (Gold) | Paris 2023@84.0@73.92@98.59@93.6605@skinport@shadowpay@9.66
Sticker | RUSH (Foil) | Boston 2018@27.81@24.4728@39.0@37.05@skinport@shadowpay@9.24
Sticker | s1mple (Gold) | Rio 2022@99.05@87.164@115.12@109.364@skinport@shadowpay@10.31
Sticker | s1mple (Holo) | Rio 2022@10.02@8.8176@35.0@33.25@skinport@shadowpay@23.23
Sticker | s1mple | Katowice 2019@4.44@3.907200000000001@10.5@9.975@skinport@shadowpay@5.53
Sticker | s1mple | Krakow 2017@13.8@12.144@26.71@25.3745@skinport@shadowpay@11.57
Sticker | s1mple | MLG Columbus 2016@9.0@7.92@11.96@11.362@skinport@shadowpay@2.36
Sticker | S1ren (Gold) | Rio 2022@4.5@3.96@8.52@8.094@skinport@shadowpay@3.59
Sticker | saffee (Gold) | Antwerp 2022@4.72@4.1536@7.79@7.4005@skinport@shadowpay@2.68
Sticker | saffee (Gold) | Paris 2023@5.31@4.6728@10.54@10.012999999999998@skinport@shadowpay@4.7
Sticker | sdy (Holo) | Paris 2023@4.45@3.916@6.8@6.46@skinport@shadowpay@2.01
Sticker | shox | Cluj-Napoca 2015@7.7@6.776@15.79@15.0005@skinport@shadowpay@7.3
Sticker | Sico (Holo) | Paris 2023@1.29@1.1352@3.94@3.743@skinport@shadowpay@2.45
Sticker | SK Gaming (Holo) | Atlanta 2017@94.6@83.24799999999999@120.0@114.0@skinport@shadowpay@19.4
Sticker | Snappi (Gold) | Antwerp 2022@2.57@2.2616@5.67@5.3865@skinport@shadowpay@2.82
Sticker | Spiidi | Cologne 2016@2.23@1.9624@7.48@7.106@skinport@shadowpay@4.88
Sticker | Stewie2K | Boston 2018@4.43@3.8984@10.28@9.765999999999998@skinport@shadowpay@5.34
Sticker | Sticker Bomb Surf Ava (Foil)@4.23@3.7224@6.82@6.479@skinport@shadowpay@2.25
Sticker | TaZ | Cologne 2015@1.78@1.5664@4.5@4.275@skinport@shadowpay@2.5
Sticker | Team EnVyUs (Foil) | Boston 2018@25.89@22.7832@37.22@35.358999999999995@skinport@shadowpay@9.47
Sticker | Team EnVyUs (Foil) | Cologne 2015@13.49@11.8712@17.18@16.320999999999998@skinport@shadowpay@2.83
Sticker | Team EnVyUs (Holo) | Boston 2018@20.03@17.6264@29.86@28.367@skinport@shadowpay@8.34
Sticker | Team EnVyUs (Holo) | Katowice 2015@82.57@72.66159999999999@103.82@98.629@skinport@shadowpay@16.06
Sticker | Team LDLC.com | Cologne 2014@13.5@11.88@33.89@32.1955@skinport@shadowpay@18.7
Sticker | Team Liquid | Cologne 2016@6.82@6.001600000000001@10.7@10.165@skinport@shadowpay@3.34
Sticker | Team Liquid (Foil) | Katowice 2019@24.97@21.9736@45.64@43.358@skinport@shadowpay@18.39
Sticker | Team Liquid (Foil) | MLG Columbus 2016@77.89@68.5432@104.2@98.99@skinport@shadowpay@21.1
Sticker | Team Liquid (Foil) | Stockholm 2021@7.36@6.4768@13.64@12.958@skinport@shadowpay@5.6
Sticker | Team Liquid (Holo) | Antwerp 2022@8.89@7.823200000000001@17.06@16.206999999999997@skinport@shadowpay@7.32
Sticker | Team Liquid (Holo) | London 2018@7.73@6.8024@13.25@12.5875@skinport@shadowpay@4.86
Sticker | Team SoloMid (Foil) | Cologne 2015@22.25@19.58@29.75@28.2625@skinport@shadowpay@6.01
Sticker | tenzki (Foil) | Cluj-Napoca 2015@13.35@11.748@17.89@16.9955@skinport@shadowpay@3.65
Sticker | TeSeS (Gold) | Paris 2023@5.07@4.461600000000001@7.64@7.257999999999999@skinport@shadowpay@2.19
Sticker | Titan | Cluj-Napoca 2015@24.48@21.5424@41.65@39.5675@skinport@shadowpay@15.09
Sticker | Titan | Cologne 2015@29.48@25.9424@40.69@38.6555@skinport@shadowpay@9.18
Sticker | TSM Kinguin | Katowice 2015@11.69@10.2872@14.5@13.775@skinport@shadowpay@2.09
Sticker | Twistzz | Boston 2018@27.71@24.3848@37.98@36.081@skinport@shadowpay@8.37
Sticker | Twistzz (Gold, Champion) | Antwerp 2022@23.59@20.7592@45.0@42.75@skinport@shadowpay@19.16
Sticker | Tyloo (Gold) | Stockholm 2021@103.74@91.2912@119.44@113.468@skinport@shadowpay@9.73
Sticker | VINI (Holo) | Antwerp 2022@15.58@13.7104@29.07@27.6165@skinport@shadowpay@12.04
Sticker | Virtus.Pro (Gold) | Stockholm 2021@28.94@25.4672@41.09@39.0355@skinport@shadowpay@10.1
Sticker | Virtus.Pro | Krakow 2017@2.5@2.2@8.01@7.6095@skinport@shadowpay@5.11
Sticker | Virtus.Pro | MLG Columbus 2016@2.38@2.0944@9.99@9.4905@skinport@shadowpay@7.11
Sticker | v$m (Gold) | Paris 2023@16.2@14.256@22.19@21.0805@skinport@shadowpay@4.88
Sticker | Vox Eminor (Holo) | Cologne 2014@111.29@97.9352@179.17@170.21149999999997@skinport@shadowpay@58.92
Sticker | Watermelon Flow (Holo)@8.93@7.8584@13.5@12.825@skinport@shadowpay@3.89
Sticker | Watermelon Tier6 (Holo)@15.66@13.7808@22.11@21.0045@skinport@shadowpay@5.34
Sticker | wayLander (Foil) | Atlanta 2017@31.49@27.7112@60.41@57.38949999999999@skinport@shadowpay@25.9
Sticker | WorldEdit | Cologne 2016@5.49@4.8312@13.01@12.3595@skinport@shadowpay@6.87
Sticker | Xyp9x | Krakow 2017@1.35@1.1880000000000002@4.5@4.275@skinport@shadowpay@2.92
Sticker | yam (Foil) | Cologne 2015@5.9@5.192@20.29@19.2755@skinport@shadowpay@13.38
Sticker | Zeus | Cologne 2016@3.31@2.9128000000000003@9.99@9.4905@skinport@shadowpay@6.18
Sticker | ZywOo (Gold, Champion) | Paris 2023@21.7@19.096@25.72@24.434@skinport@shadowpay@2.73
Sticker | ZywOo (Holo) | Antwerp 2022@13.33@11.7304@21.0@19.95@skinport@shadowpay@6.62
Sticker | ZywOo (Holo) | Paris 2023@10.02@8.8176@16.21@15.3995@skinport@shadowpay@5.38
★ Stiletto Knife | Blue Steel (Field-Tested)@278.24@244.8512@297.46@282.587@skinport@shadowpay@4.35
★ Stiletto Knife | Blue Steel (Minimal Wear)@306.53@269.7464@370.0@351.5@skinport@shadowpay@44.97
★ Stiletto Knife | Boreal Forest (Battle-Scarred)@166.93@146.8984@232.92@221.274@skinport@shadowpay@54.34
★ Stiletto Knife | Case Hardened (Battle-Scarred)@245.97@216.4536@289.99@275.4905@skinport@shadowpay@29.52
★ Stiletto Knife | Case Hardened (Factory New)@1168.53@1028.3064@1413.77@1343.0815@skinport@shadowpay@174.55
★ Stiletto Knife | Case Hardened (Field-Tested)@373.42@328.6096@398.0@378.1@skinport@shadowpay@4.68
★ Stiletto Knife | Case Hardened (Minimal Wear)@433.57@381.5416@460.0@437.0@skinport@shadowpay@3.43
★ Stiletto Knife | Case Hardened (Well-Worn)@333.0@293.04@396.14@376.333@skinport@shadowpay@43.33
★ Stiletto Knife | Crimson Web (Minimal Wear)@571.5@502.92@743.21@706.0495@skinport@shadowpay@134.55
★ Stiletto Knife | Crimson Web (Well-Worn)@339.18@298.4784@414.29@393.5755@skinport@shadowpay@54.4
★ Stiletto Knife | Damascus Steel (Field-Tested)@271.27@238.7176@339.42@322.449@skinport@shadowpay@51.18
★ Stiletto Knife | Damascus Steel (Minimal Wear)@293.29@258.09520000000003@409.99@389.4905@skinport@shadowpay@96.2
★ Stiletto Knife | Fade (Factory New)@876.62@771.4256@947.9@900.5049999999999@skinport@shadowpay@23.88
★ Stiletto Knife | Forest DDPAT (Minimal Wear)@233.7@205.656@248.76@236.322@skinport@shadowpay@2.62
★ Stiletto Knife | Marble Fade (Factory New)@575.0@506.0@608.74@578.303@skinport@shadowpay@3.3
★ Stiletto Knife | Night Stripe (Minimal Wear)@247.83@218.0904@265.19@251.9305@skinport@shadowpay@4.1
★ Stiletto Knife | Scorched (Minimal Wear)@211.44@186.0672@231.53@219.9535@skinport@shadowpay@8.51
★ Stiletto Knife | Slaughter (Factory New)@572.01@503.3688@687.41@653.0395@skinport@shadowpay@81.03
★ Stiletto Knife | Slaughter (Field-Tested)@444.04@390.7552@499.99@474.9905@skinport@shadowpay@30.95
★ Stiletto Knife | Slaughter (Minimal Wear)@495.22@435.7936@563.1@534.945@skinport@shadowpay@39.73
★ Stiletto Knife | Stained (Minimal Wear)@302.69@266.3672@337.82@320.929@skinport@shadowpay@18.24
★ Stiletto Knife | Stained (Well-Worn)@273.59@240.7592@299.0@284.05@skinport@shadowpay@10.46
★ Stiletto Knife | Tiger Tooth (Factory New)@505.86@445.1568@539.99@512.9905@skinport@shadowpay@7.13
★ Stiletto Knife | Ultraviolet (Field-Tested)@244.84@215.4592@266.0@252.7@skinport@shadowpay@7.86
★ Survival Knife@285.33@251.0904@308.4@292.98@skinport@shadowpay@7.65
★ Survival Knife | Blue Steel (Battle-Scarred)@126.86@111.6368@140.0@133.0@skinport@shadowpay@6.14
★ Survival Knife | Blue Steel (Field-Tested)@134.55@118.404@167.26@158.897@skinport@shadowpay@24.35
★ Survival Knife | Blue Steel (Minimal Wear)@174.81@153.8328@192.19@182.5805@skinport@shadowpay@7.77
★ Survival Knife | Boreal Forest (Minimal Wear)@113.61@99.9768@124.7@118.465@skinport@shadowpay@4.86
★ Survival Knife | Case Hardened (Field-Tested)@198.08@174.31040000000002@246.29@233.9755@skinport@shadowpay@35.9
★ Survival Knife | Case Hardened (Well-Worn)@208.98@183.9024@230.0@218.5@skinport@shadowpay@9.52
★ Survival Knife | Crimson Web (Field-Tested)@255.95@225.236@296.89@282.04549999999995@skinport@shadowpay@26.1
★ Survival Knife | Fade (Factory New)@589.83@519.0504000000001@668.13@634.7235@skinport@shadowpay@44.89
★ Survival Knife | Fade (Minimal Wear)@674.69@593.7272@1150.0@1092.5@skinport@shadowpay@417.81
★ Survival Knife | Forest DDPAT (Minimal Wear)@113.82@100.1616@190.31@180.7945@skinport@shadowpay@66.97
★ Survival Knife | Night Stripe (Minimal Wear)@166.74@146.7312@177.97@169.0715@skinport@shadowpay@2.33
★ Survival Knife | Night Stripe (Well-Worn)@130.24@114.6112@152.0@144.4@skinport@shadowpay@14.16
★ Survival Knife | Scorched (Battle-Scarred)@103.5@91.08@157.0@149.15@skinport@shadowpay@45.65
★ Survival Knife | Scorched (Field-Tested)@100.15@88.132@117.46@111.587@skinport@shadowpay@11.44
★ Survival Knife | Scorched (Well-Worn)@105.25@92.62@131.47@124.8965@skinport@shadowpay@19.65
★ Survival Knife | Slaughter (Factory New)@349.44@307.5072@402.76@382.622@skinport@shadowpay@33.18
★ Survival Knife | Stained (Factory New)@287.11@252.6568@329.0@312.55@skinport@shadowpay@25.44
★ Survival Knife | Stained (Field-Tested)@140.99@124.0712@198.74@188.803@skinport@shadowpay@47.81
★ Survival Knife | Stained (Minimal Wear)@178.87@157.4056@190.87@181.3265@skinport@shadowpay@2.46
★ Survival Knife | Urban Masked (Field-Tested)@102.88@90.5344@115.42@109.649@skinport@shadowpay@6.77
★ Talon Knife@580.52@510.8576@623.01@591.8594999999999@skinport@shadowpay@11.34
★ Talon Knife | Blue Steel (Minimal Wear)@463.01@407.4488@544.58@517.351@skinport@shadowpay@54.34
★ Talon Knife | Boreal Forest (Battle-Scarred)@267.08@235.0304@302.0@286.9@skinport@shadowpay@19.82
★ Talon Knife | Boreal Forest (Field-Tested)@252.93@222.5784@301.12@286.064@skinport@shadowpay@33.13
★ Talon Knife | Boreal Forest (Minimal Wear)@350.56@308.4928@617.87@586.9765@skinport@shadowpay@236.42
★ Talon Knife | Case Hardened (Battle-Scarred)@500.8@440.704@531.98@505.381@skinport@shadowpay@4.58
★ Talon Knife | Case Hardened (Minimal Wear)@623.22@548.4336000000001@1245.26@1182.9969999999998@skinport@shadowpay@559.78
★ Talon Knife | Crimson Web (Minimal Wear)@864.72@760.9536@1072.21@1018.5995@skinport@shadowpay@153.88
★ Talon Knife | Crimson Web (Well-Worn)@434.02@381.9376@600.0@570.0@skinport@shadowpay@135.98
★ Talon Knife | Damascus Steel (Minimal Wear)@403.58@355.1504@507.88@482.486@skinport@shadowpay@78.91
★ Talon Knife | Doppler (Minimal Wear)@912.57@803.0616@990.0@940.5@skinport@shadowpay@27.93
★ Talon Knife | Fade (Factory New)@1501.29@1321.1352@1700.0@1615.0@skinport@shadowpay@113.71
★ Talon Knife | Forest DDPAT (Field-Tested)@267.09@235.0392@289.99@275.4905@skinport@shadowpay@8.4
★ Talon Knife | Forest DDPAT (Minimal Wear)@332.4@292.512@454.98@432.231@skinport@shadowpay@99.83
★ Talon Knife | Forest DDPAT (Well-Worn)@275.1@242.088@334.51@317.7845@skinport@shadowpay@42.68
★ Talon Knife | Night Stripe (Field-Tested)@275.0@242.0@321.68@305.596@skinport@shadowpay@30.6
★ Talon Knife | Night Stripe (Minimal Wear)@344.88@303.4944@519.99@493.9905@skinport@shadowpay@149.11
★ Talon Knife | Night Stripe (Well-Worn)@288.12@253.5456@360.66@342.627@skinport@shadowpay@54.51
★ Talon Knife | Safari Mesh (Battle-Scarred)@269.31@236.9928@301.37@286.3015@skinport@shadowpay@16.99
★ Talon Knife | Safari Mesh (Field-Tested)@255.95@225.236@283.82@269.629@skinport@shadowpay@13.68
★ Talon Knife | Safari Mesh (Minimal Wear)@298.24@262.45120000000003@345.64@328.35799999999995@skinport@shadowpay@30.12
★ Talon Knife | Slaughter (Field-Tested)@615.49@541.6312@676.29@642.4754999999999@skinport@shadowpay@26.99
★ Talon Knife | Slaughter (Minimal Wear)@674.93@593.9384@769.54@731.0629999999999@skinport@shadowpay@56.13
★ Talon Knife | Stained (Factory New)@582.04@512.1952@698.69@663.7555@skinport@shadowpay@81.72
★ Talon Knife | Stained (Minimal Wear)@450.52@396.4576@538.49@511.5655@skinport@shadowpay@61.05
★ Talon Knife | Tiger Tooth (Factory New)@775.11@682.0968@829.55@788.0724999999999@skinport@shadowpay@12.96
★ Talon Knife | Ultraviolet (Battle-Scarred)@293.97@258.6936@312.98@297.331@skinport@shadowpay@3.36
★ Talon Knife | Ultraviolet (Minimal Wear)@455.09@400.4792@496.43@471.6085@skinport@shadowpay@16.52
★ Talon Knife | Ultraviolet (Well-Worn)@300.47@264.41360000000003@391.4@371.83@skinport@shadowpay@71.36
★ Talon Knife | Urban Masked (Field-Tested)@278.28@244.8864@319.49@303.5155@skinport@shadowpay@25.24
★ Talon Knife | Urban Masked (Well-Worn)@256.7@225.896@347.75@330.3625@skinport@shadowpay@73.66
Tec-9 | Blast From the Past (Factory New)@15.24@13.4112@18.54@17.613@skinport@shadowpay@2.37
Tec-9 | Nuclear Threat (Field-Tested)@33.39@29.3832@37.27@35.4065@skinport@shadowpay@2.02
UMP-45 | Blaze (Factory New)@18.91@16.6408@22.8@21.66@skinport@shadowpay@2.75
UMP-45 | Caramel (Factory New)@55.0@48.4@70.23@66.7185@skinport@shadowpay@11.72
UMP-45 | Crime Scene (Factory New)@67.88@59.7344@85.63@81.34849999999999@skinport@shadowpay@13.47
UMP-45 | Day Lily (Factory New)@75.79@66.6952@93.67@88.98649999999999@skinport@shadowpay@13.2
UMP-45 | Fallout Warning (Field-Tested)@5.21@4.5848@7.68@7.295999999999999@skinport@shadowpay@2.09
UMP-45 | Indigo (Factory New)@6.72@5.9136@14.73@13.9935@skinport@shadowpay@7.27
UMP-45 | Minotaur's Labyrinth (Factory New)@126.4@111.232@201.8@191.71@skinport@shadowpay@65.31
★ Ursus Knife | Blue Steel (Field-Tested)@155.8@137.104@180.59@171.5605@skinport@shadowpay@15.76
★ Ursus Knife | Blue Steel (Minimal Wear)@177.05@155.804@188.96@179.512@skinport@shadowpay@2.46
★ Ursus Knife | Boreal Forest (Well-Worn)@120.0@105.6@149.99@142.4905@skinport@shadowpay@22.49
★ Ursus Knife | Case Hardened (Battle-Scarred)@194.64@171.2832@240.0@228.0@skinport@shadowpay@33.36
★ Ursus Knife | Case Hardened (Factory New)@411.77@362.3576@510.0@484.5@skinport@shadowpay@72.73
★ Ursus Knife | Crimson Web (Field-Tested)@309.63@272.4744@366.29@347.9755@skinport@shadowpay@38.35
★ Ursus Knife | Damascus Steel (Battle-Scarred)@139.1@122.408@169.57@161.0915@skinport@shadowpay@21.99
★ Ursus Knife | Damascus Steel (Factory New)@200.82@176.7216@248.44@236.018@skinport@shadowpay@35.2
★ Ursus Knife | Damascus Steel (Field-Tested)@159.13@140.0344@180.35@171.33249999999998@skinport@shadowpay@12.2
★ Ursus Knife | Damascus Steel (Minimal Wear)@194.74@171.37120000000002@216.64@205.808@skinport@shadowpay@11.07
★ Ursus Knife | Doppler (Factory New)@477.42@420.1296@549.99@522.4905@skinport@shadowpay@45.07
★ Ursus Knife | Forest DDPAT (Field-Tested)@134.28@118.1664@156.11@148.30450000000002@skinport@shadowpay@14.02
★ Ursus Knife | Forest DDPAT (Well-Worn)@131.41@115.6408@190.58@181.051@skinport@shadowpay@49.64
★ Ursus Knife | Marble Fade (Factory New)@472.98@416.2224@568.28@539.866@skinport@shadowpay@66.89
★ Ursus Knife | Night Stripe (Minimal Wear)@183.84@161.7792@242.5@230.375@skinport@shadowpay@46.54
★ Ursus Knife | Night Stripe (Well-Worn)@140.21@123.3848@185.0@175.75@skinport@shadowpay@35.54
★ Ursus Knife | Rust Coat (Well-Worn)@167.63@147.5144@213.29@202.6255@skinport@shadowpay@35.0
★ Ursus Knife | Safari Mesh (Minimal Wear)@162.43@142.9384@184.11@174.9045@skinport@shadowpay@12.47
★ Ursus Knife | Scorched (Field-Tested)@115.66@101.7808@126.36@120.042@skinport@shadowpay@4.38
★ Ursus Knife | Slaughter (Field-Tested)@389.51@342.7688@430.0@408.5@skinport@shadowpay@18.99
★ Ursus Knife | Stained (Well-Worn)@155.79@137.0952@188.14@178.73299999999998@skinport@shadowpay@22.94
★ Ursus Knife | Tiger Tooth (Factory New)@414.32@364.6016@478.99@455.0405@skinport@shadowpay@40.72
★ Ursus Knife | Ultraviolet (Minimal Wear)@271.31@238.7528@289.68@275.196@skinport@shadowpay@3.89
★ Ursus Knife | Ultraviolet (Well-Worn)@186.49@164.1112@220.0@209.0@skinport@shadowpay@22.51
★ Ursus Knife | Urban Masked (Well-Worn)@132.43@116.5384@189.0@179.54999999999998@skinport@shadowpay@47.12
USP-S | Business Class (Minimal Wear)@31.83@28.0104@54.16@51.45199999999999@skinport@shadowpay@19.62
USP-S | Caiman (Field-Tested)@39.67@34.909600000000005@52.88@50.236@skinport@shadowpay@10.57
USP-S | Caiman (Minimal Wear)@47.84@42.0992@53.86@51.167@skinport@shadowpay@3.33
USP-S | Kill Confirmed (Battle-Scarred)@32.0@28.16@37.54@35.663@skinport@shadowpay@3.66
USP-S | Kill Confirmed (Well-Worn)@33.39@29.3832@44.78@42.541@skinport@shadowpay@9.15
USP-S | Monster Mashup (Battle-Scarred)@14.61@12.8568@18.48@17.556@skinport@shadowpay@2.95
USP-S | Neo-Noir (Well-Worn)@20.0@17.6@26.17@24.8615@skinport@shadowpay@4.86
USP-S | Orange Anolis (Minimal Wear)@86.81@76.39280000000001@99.17@94.2115@skinport@shadowpay@7.4
USP-S | Orion (Factory New)@54.53@47.9864@64.43@61.2085@skinport@shadowpay@6.68
USP-S | Orion (Minimal Wear)@44.22@38.9136@54.89@52.1455@skinport@shadowpay@7.93
USP-S | Orion (Well-Worn)@48.93@43.0584@68.31@64.8945@skinport@shadowpay@15.96
USP-S | Overgrowth (Factory New)@110.18@96.9584@119.4@113.43@skinport@shadowpay@3.25
USP-S | Overgrowth (Field-Tested)@20.18@17.758399999999998@25.47@24.1965@skinport@shadowpay@4.02
USP-S | Para Green (Battle-Scarred)@6.43@5.658399999999999@10.0@9.5@skinport@shadowpay@3.07
USP-S | Printstream (Well-Worn)@44.19@38.8872@51.95@49.3525@skinport@shadowpay@5.16
USP-S | Purple DDPAT (Well-Worn)@8.07@7.1016@13.32@12.654@skinport@shadowpay@4.58
USP-S | Serum (Factory New)@62.56@55.052800000000005@85.0@80.75@skinport@shadowpay@18.19
USP-S | Stainless (Factory New)@23.27@20.4776@37.42@35.549@skinport@shadowpay@12.28
USP-S | Target Acquired (Factory New)@200.87@176.7656@264.7@251.465@skinport@shadowpay@50.6
USP-S | Target Acquired (Minimal Wear)@167.22@147.1536@277.49@263.6155@skinport@shadowpay@96.4
USP-S | Whiteout (Field-Tested)@15.28@13.4464@18.95@18.002499999999998@skinport@shadowpay@2.72
USP-S | Whiteout (Well-Worn)@17.47@15.3736@22.0@20.9@skinport@shadowpay@3.43
XM1014 | Banana Leaf (Factory New)@17.8@15.664@28.37@26.9515@skinport@shadowpay@9.15
XM1014 | Elegant Vines (Factory New)@58.98@51.9024@104.22@99.009@skinport@shadowpay@40.03
XM1014 | Elegant Vines (Field-Tested)@51.96@45.7248@93.3@88.63499999999999@skinport@shadowpay@36.67
XM1014 | Heaven Guard (Factory New)@9.79@8.6152@15.26@14.497@skinport@shadowpay@4.71
XM1014 | Incinegator (Minimal Wear)@9.04@7.9552@16.61@15.7795@skinport@shadowpay@6.74
XM1014 | VariCamo Blue (Minimal Wear)@10.56@9.2928@17.0@16.15@skinport@shadowpay@5.59
